,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,PUBLIC_TRANSPORTATION,CAR_TRUCK_VAN_ALONE,CAR_TRUCK_VAN_CARPOOL,PERCENT_INSURED,BELOW_POVERTY_LEVEL,HOUSEHOLD_MEDIAN_INCOME_DOLLARS_OVERALL,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL_OVERALL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL_OVERALL,PUBLIC_TRANSPORTATION_OVERALL,CAR_TRUCK_VAN_ALONE_OVERALL,CAR_TRUCK_VAN_CARPOOL_OVERALL,PERCENT_INSURED_OVERALL,BELOW_POVERTY_LEVEL_OVERALL,POPULATION_GENDER_MALE,POPULATION_GENDER_FEMALE,EMPLOYED_POPULATION_CHARACTERISTICS_OVERALL,EMPLOYED_POPULATION_CHARACTERISTICS_Private_Wage_Salary,EMPLOYED_POPULATION_CHARACTERISTICS_Government,EMPLOYED_POPULATION_CHARACTERISTICS_Self Employed,EMPLOYED_POPULATION_CHARACTERISTICS_Unpaid Family,EMPLOYED_POPULATION_CHARACTERISTICS_Management Business,EMPLOYED_POPULATION_CHARACTERISTICS_Service Occupations,EMPLOYED_POPULATION_CHARACTERISTICS_Sales,EMPLOYED_POPULATION_CHARACTERISTICS_Natural Resources,EMPLOYED_POPULATION_CHARACTERISTICS_Production,EMPLOYED_POPULATION_CHARACTERISTICS_Agricilture,EMPLOYED_POPULATION_CHARACTERISTICS_Construction,EMPLOYED_POPULATION_CHARACTERISTICS_Manufacturing,EMPLOYED_POPULATION_CHARACTERISTICS_Wholesale_Trade,EMPLOYED_POPULATION_CHARACTERISTICS_Retail,EMPLOYED_POPULATION_CHARACTERISTICS_Transportation,EMPLOYED_POPULATION_CHARACTERISTICS_Information,EMPLOYED_POPULATION_CHARACTERISTICS_Finance_and_Insurance,EMPLOYED_POPULATION_CHARACTERISTICS_Professional_Scientific_and_Management,EMPLOYED_POPULATION_CHARACTERISTICS_Educational_Services_and_Health_Care,EMPLOYED_POPULATION_CHARACTERISTICS_Arts_Entertainment_and_Recreation,EMPLOYED_POPULATION_CHARACTERISTICS_Other,EMPLOYED_POPULATION_CHARACTERISTICS_Public_Administration,POPULATION_RACE_BLACK,POPULATION_RACE_HISPANIC,POPULATION_RACE_WHITE,POPULATION_RACE_ASIAN
Native American,61250.0,300.6072265977274,89.45293211964719,83.90733648546885,116.34520599535593,32.29542543863132,13.803559740541122,47.31930467198728,132154.0,98875.14558383677,63849.29903418382,27969.112161822948,38781.735331785305,10765.141812877106,95.6,15067.471332522964,71946.4099151445,69046.31992743941,83518.89685088408,80.9,11.0,8.0,0.2,56.3,16.1,18.2,3.3,6.0,0.2,3.2,5.1,1.6999999999999997,9.2,4.1,6.0,8.5,24.2,18.3,11.7,4.5,3.2,5.2,94.6,40.6,34.2
Native Hawaiian/Pacific Islander,76333.0,392.26407153771373,125.46097834607039,156.6270281062085,271.4721473224971,90.4271912281677,20.929976666073014,7124.504707055422,132154.0,138425.20381737148,89389.01864785736,39156.75702655213,54294.42946449942,15071.198538027948,95.6,21094.45986553215,100724.9738812023,96664.84789841517,116926.45559123771,80.9,11.0,8.0,0.2,56.29999999999999,16.1,18.2,3.3000000000000003,6.0,0.2,3.2,5.1,1.7000000000000002,9.2,4.1,6.0,8.5,24.2,18.3,11.7,4.5,3.2,5.2,94.6,40.6,34.2
Multi-Race,114399.0,608.5248176158608,393.72614442179486,178.38078200984856,277.5048617074414,70.33225984413042,2.311093566236502,127.80533659123505,132154.0,15380.578201930162,9932.11318309526,4350.7507807280135,6032.71438494438,1674.5776153364384,95.6,2343.8288739480163,11191.663764578032,10740.538655379463,12991.82839902641,80.9,11.0,8.0,0.19999999999999998,56.3,16.1,18.2,3.3,6.000000000000001,0.19999999999999998,3.1999999999999997,5.1,1.7,9.2,4.1,6.000000000000001,8.5,24.2,18.3,11.7,4.5,3.1999999999999997,5.2,94.6,40.6,34.2
Black,30442.0,612.1529910905203,196.32649866476913,160.82239493048192,266.624430406024,71.31906451031082,1.828080863506007,272.6531853103377,132154.0,12359.393197979596,7981.162379272978,3496.1390202278685,4847.716916473163,1345.6427266096382,95.6,1883.4339165653705,8993.301239393062,8630.789990929927,10439.86210636051,80.9,11.0,8.0,0.2,56.3,16.1,18.2,3.3,6.0,0.2,3.2,5.1,1.6999999999999997,9.2,4.1,6.0,8.5,24.2,18.3,11.7,4.5,3.2,5.2,94.6,40.6,34.2
Asian,88016.0,600.0170659196987,345.9314860042443,178.92462585743954,212.65318206928944,69.0763266326281,0.28918793320998976,98.95145426465865,132154.0,1922.5722752412703,1241.5141478869075,543.8438475910017,754.0892981180475,209.3222019170548,95.6,292.97860924350204,1398.957970572254,1342.567331922433,1623.9785498783012,80.9,11.0,8.0,0.19999999999999998,56.3,16.1,18.2,3.3,6.000000000000001,0.19999999999999998,3.1999999999999997,5.1,1.7,9.2,4.1,6.000000000000001,8.5,24.2,18.3,11.7,4.5,3.1999999999999997,5.2,94.6,40.6,34.2
White,132154.0,832.2499988416477,647.1760650120677,212.34261273105383,285.65352815277674,65.42099862900191,0.2616719171769497,73.63226293852529,132154.0,1721.706515141436,1111.803714525589,487.0243411262702,675.3038490609381,187.45271813467596,95.59999999999998,262.3689038001511,1252.7981826020184,1202.299103214119,1454.3091491447472,80.9,11.0,8.0,0.2,56.3,16.1,18.2,3.3,5.999999999999999,0.2,3.2,5.099999999999999,1.7,9.2,4.1,5.999999999999999,8.5,24.2,18.3,11.7,4.5,3.2,5.2,94.60000000000001,40.6,34.2
Hispanic,72578.0,543.6751851450954,232.85865651197344,199.6479387866967,355.41419287616395,115.01704147442382,0.6535266780107335,130.67608087701606,132154.0,4553.460651887219,2940.4282449953075,1288.0512179786883,1786.0009692269548,495.76310980355095,95.6,693.8967061030312,3313.3215092500755,3179.764733500499,3846.2649865538715,80.9,11.0,8.0,0.2,56.3,16.1,18.2,3.3,6.0,0.2,3.2,5.1,1.6999999999999997,9.2,4.1,6.0,8.5,24.2,18.3,11.7,4.5,3.2,5.2,94.6,40.6,34.2
