time,y,y_pred
1,3.645694026325823,3.764057298727846
2,3.7272034456135965,3.797090328681048
4,3.9050421786051,3.8631563885874525
5,3.9124521258130787,3.8961894185406547
6,3.9643217562689337,3.929222448493857
8,4.0902908588045825,3.9952885084002614
1,0.4052263339587798,0.30306102523920775
4,0.42773890806760095,0.40216011509881444
6,0.4309549900831468,0.468226175005219
8,0.4438193181453303,0.5342922349116234
1,0.6877912998446402,0.6877912998446418
1,0.3487785496169575,0.2759771013793578
4,0.30227474300136314,0.3750761912389645
1,3.645694026325823,3.764057298727846
2,3.7272034456135965,3.797090328681048
4,3.9050421786051,3.8631563885874525
5,3.9124521258130787,3.8961894185406547
6,3.9643217562689337,3.929222448493857
8,4.0902908588045825,3.9952885084002614
1,0.4052263339587798,0.30306102523920775
4,0.42773890806760095,0.40216011509881444
6,0.4309549900831468,0.468226175005219
8,0.4438193181453303,0.5342922349116234
1,0.6877912998446402,0.6877912998446418
1,0.3487785496169575,0.2759771013793578
4,0.30227474300136314,0.3750761912389645
