corr,Y,X,p_val,state,county,n
,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,,california,imperial,105
,covid_perc,PUBLIC_TRANSPORTATION,,california,imperial,105
,covid_perc,CAR_TRUCK_VAN_ALONE,,california,imperial,105
,covid_perc,CAR_TRUCK_VAN_CARPOOL,,california,imperial,105
,covid_perc,PERCENT_INSURED,,california,imperial,105
,covid_perc,BELOW_POVERTY_LEVEL,,california,imperial,105
-0.7612990775596902,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,3.5568609344309405e-72,california,riverside,375
-0.5813861701783407,covid_perc,PUBLIC_TRANSPORTATION,2.7409224015576705e-35,california,riverside,375
0.5813861701783407,covid_perc,CAR_TRUCK_VAN_ALONE,2.7409224015576705e-35,california,riverside,375
0.2127121796427883,covid_perc,CAR_TRUCK_VAN_CARPOOL,3.281081086296689e-05,california,riverside,375
-0.9695871693160519,covid_perc,PERCENT_INSURED,4.170723225879906e-230,california,riverside,375
0.7612990775596902,covid_perc,BELOW_POVERTY_LEVEL,3.5568609344309405e-72,california,riverside,375
-0.7771072818808803,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,1.8745777869501628e-23,california,sonoma,110
-0.8402369184127816,covid_perc,PUBLIC_TRANSPORTATION,1.7746022243804053e-30,california,sonoma,110
-0.6596361702244564,covid_perc,CAR_TRUCK_VAN_ALONE,4.6299150331080475e-15,california,sonoma,110
0.7777522845529815,covid_perc,CAR_TRUCK_VAN_CARPOOL,1.633431714561224e-23,california,sonoma,110
0.44170589238827657,covid_perc,PERCENT_INSURED,1.3615285623968206e-06,california,sonoma,110
0.8315293823394159,covid_perc,BELOW_POVERTY_LEVEL,2.4370010925982052e-29,california,sonoma,110
0.37902823587525236,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,6.202217116202977e-16,california,sacramento,424
-0.6314522484095944,covid_perc,PUBLIC_TRANSPORTATION,1.4809176997427293e-48,california,sacramento,424
0.7706505188875015,covid_perc,CAR_TRUCK_VAN_ALONE,1.3259611891826495e-84,california,sacramento,424
-0.29099058809281086,covid_perc,CAR_TRUCK_VAN_CARPOOL,1.0163510079641138e-09,california,sacramento,424
-0.7706505188875015,covid_perc,PERCENT_INSURED,1.3259611891826495e-84,california,sacramento,424
-0.37902823587525236,covid_perc,BELOW_POVERTY_LEVEL,6.202217116202977e-16,california,sacramento,424
0.23732323269278316,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,2.1123152820502412e-07,california,alameda,467
-0.4991840916286759,covid_perc,PUBLIC_TRANSPORTATION,8.480123877187428e-31,california,alameda,467
0.41603356544221154,covid_perc,CAR_TRUCK_VAN_ALONE,5.6793647306518e-21,california,alameda,467
0.8291137870607951,covid_perc,CAR_TRUCK_VAN_CARPOOL,1.676083619593815e-119,california,alameda,467
-0.23732323269278316,covid_perc,PERCENT_INSURED,2.1123152820502412e-07,california,alameda,467
-0.3219115541797556,covid_perc,BELOW_POVERTY_LEVEL,1.014315039284161e-12,california,alameda,467
0.31566952517865265,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,3.231621637392597e-13,california,losangeles,508
0.22946432242562032,covid_perc,PUBLIC_TRANSPORTATION,1.7037898376896842e-07,california,losangeles,508
0.31566952517865265,covid_perc,CAR_TRUCK_VAN_ALONE,3.231621637392597e-13,california,losangeles,508
0.27985474526050563,covid_perc,CAR_TRUCK_VAN_CARPOOL,1.3555601186396727e-10,california,losangeles,508
-0.9324329326192196,covid_perc,PERCENT_INSURED,7.714322169498395e-226,california,losangeles,508
-0.31566952517865265,covid_perc,BELOW_POVERTY_LEVEL,3.231621637392597e-13,california,losangeles,508
0.34831019606576274,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,2.289764932681675e-14,california,sanfrancisco,453
0.7602186390454397,covid_perc,PUBLIC_TRANSPORTATION,1.6467374260995215e-86,california,sanfrancisco,453
0.7887489617442833,covid_perc,CAR_TRUCK_VAN_ALONE,2.3394917374983898e-97,california,sanfrancisco,453
0.21258772392294045,covid_perc,CAR_TRUCK_VAN_CARPOOL,5.008055242306121e-06,california,sanfrancisco,453
-0.34831019606576274,covid_perc,PERCENT_INSURED,2.289764932681675e-14,california,sanfrancisco,453
-0.34831019606576274,covid_perc,BELOW_POVERTY_LEVEL,2.289764932681675e-14,california,sanfrancisco,453
0.19638826369960813,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,2.406516821104308e-05,california,santaclara,456
-0.28575767861239304,covid_perc,PUBLIC_TRANSPORTATION,5.118251991231261e-10,california,santaclara,456
-0.14921512431319464,covid_perc,CAR_TRUCK_VAN_ALONE,0.001395767197866158,california,santaclara,456
0.5045867351914086,covid_perc,CAR_TRUCK_VAN_CARPOOL,7.92237080251071e-31,california,santaclara,456
-0.19638826369960813,covid_perc,PERCENT_INSURED,2.406516821104308e-05,california,santaclara,456
0.2727817512937678,covid_perc,BELOW_POVERTY_LEVEL,3.1861831115170698e-09,california,santaclara,456
