,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,PUBLIC_TRANSPORTATION,CAR_TRUCK_VAN_ALONE,CAR_TRUCK_VAN_CARPOOL
White,0.9811174435923633,773.8697349907254,334.2827807778535,9.283548778238746,362.59467116307525,34.55247884281149
Black,0.7712551853173968,472.1099664619861,147.96182584893097,30.701115570516137,234.64202485758673,74.9598114103228
American Indian/Alaska Native,0.963872031905858,232.81919401158137,23.26352925945106,2.511909455769502,159.98319876653642,34.62220028482652
Asian,0.9379731409790864,581.8520900412042,286.4624377997433,7.808762003805192,397.87125954112537,79.48052934951478
Native Hawaiian/Pacific Islander,1.0029542461133198,612.943423096841,167.9019937856033,11.512918338943551,-879907592336.0427,-126948067584.08249
Multi-Race,0.9476482970002092,593.3717147850855,187.06911897980322,5.526200802692905,404.7574928793371,53.31818843863284
Hispanic,0.7683378672804934,339.31630254778884,69.64609380779758,7.253560272154912,322.3104737054763,80.7259507495784
