,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,PUBLIC_TRANSPORTATION,CAR_TRUCK_VAN_ALONE,CAR_TRUCK_VAN_CARPOOL,PERCENT_INSURED,BELOW_POVERTY_LEVEL,HOUSEHOLD_MEDIAN_INCOME_DOLLARS_OVERALL,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL_OVERALL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL_OVERALL,PUBLIC_TRANSPORTATION_OVERALL,CAR_TRUCK_VAN_ALONE_OVERALL,CAR_TRUCK_VAN_CARPOOL_OVERALL,PERCENT_INSURED_OVERALL,BELOW_POVERTY_LEVEL_OVERALL,POPULATION_GENDER_MALE,POPULATION_GENDER_FEMALE,EMPLOYED_POPULATION_CHARACTERISTICS_OVERALL,EMPLOYED_POPULATION_CHARACTERISTICS_Private_Wage_Salary,EMPLOYED_POPULATION_CHARACTERISTICS_Government,EMPLOYED_POPULATION_CHARACTERISTICS_Self Employed,EMPLOYED_POPULATION_CHARACTERISTICS_Unpaid Family,EMPLOYED_POPULATION_CHARACTERISTICS_Management Business,EMPLOYED_POPULATION_CHARACTERISTICS_Service Occupations,EMPLOYED_POPULATION_CHARACTERISTICS_Sales,EMPLOYED_POPULATION_CHARACTERISTICS_Natural Resources,EMPLOYED_POPULATION_CHARACTERISTICS_Production,EMPLOYED_POPULATION_CHARACTERISTICS_Agricilture,EMPLOYED_POPULATION_CHARACTERISTICS_Construction,EMPLOYED_POPULATION_CHARACTERISTICS_Manufacturing,EMPLOYED_POPULATION_CHARACTERISTICS_Wholesale_Trade,EMPLOYED_POPULATION_CHARACTERISTICS_Retail,EMPLOYED_POPULATION_CHARACTERISTICS_Transportation,EMPLOYED_POPULATION_CHARACTERISTICS_Information,EMPLOYED_POPULATION_CHARACTERISTICS_Finance_and_Insurance,EMPLOYED_POPULATION_CHARACTERISTICS_Professional_Scientific_and_Management,EMPLOYED_POPULATION_CHARACTERISTICS_Educational_Services_and_Health_Care,EMPLOYED_POPULATION_CHARACTERISTICS_Arts_Entertainment_and_Recreation,EMPLOYED_POPULATION_CHARACTERISTICS_Other,EMPLOYED_POPULATION_CHARACTERISTICS_Public_Administration
White,82970.0,738.1968172297968,336.8125781895424,18.751845993275175,371.8245335103395,34.749574366060074,0.006052644131349792,95.15321546178636,82970.0,1507.6534601970484,604.5458562260976,63.13752859688611,915.8239741633978,127.28781819069624,91.5,380.47120289077714,1348.8989789380864,1365.6249979165889,1269.5230210744855,78.3,13.4,8.1,0.2,38.7,18.5,21.7,9.0,12.1,2.3,6.2,9.3,2.9,10.6,5.1,2.9,6.1,13.4,21.0,10.5,5.3,4.4
Black,49334.0,531.1668901895147,147.9581102322146,32.2632771130088,267.4206004557122,30.735112407738114,0.03327538962777709,185.11740025358733,82970.0,8466.054045721887,3394.757500346548,354.5415067363605,5142.703854917541,714.7700559939096,91.5,2136.4921393097484,7574.586574036946,7668.50960368546,7128.860041418264,78.3,13.4,8.1,0.2,38.7,18.5,21.7,9.0,12.1,2.3,6.2,9.3,2.9,10.6,5.1,2.9,6.1,13.4,21.0,10.5,5.3,4.4
American Indian/Alaska Native,53019.0,232.81719684564445,43.32203733513045,10.08227409781525,125.35340646361507,26.133780172277323,0.1253393791586973,92.74028950484512,82970.0,34393.344560745165,13791.202345157852,1440.3248711164645,20892.234410602512,2903.7533524752585,91.5,8679.499315945854,30771.757957025096,31153.320264972186,28960.993918261698,78.3,13.4,8.1,0.2,38.7,18.5,21.7,9.0,12.1,2.3,6.2,9.3,2.9,10.6,5.1,2.9,6.1,13.4,21.0,10.5,5.3,4.4
Asian,91623.0,584.5782733301083,347.7721719910121,31.222526238395613,317.0228086047555,53.95361067824995,0.01410359817338124,96.93431631474253,82970.0,3550.2807288511135,1423.6079840162943,148.67869637331245,2156.6177456105816,299.74228154583307,91.5,895.9483164847331,3176.4395310477516,3215.8266079971286,2989.5219528528205,78.3,13.4,8.1,0.2,38.7,18.5,21.7,9.0,12.1,2.3,6.2,9.3,2.9,10.6,5.1,2.9,6.1,13.4,21.0,10.5,5.3,4.4
Native Hawaiian/Pacific Islander,72432.0,447.79054825642186,100.32338600640111,23.04519793786343,267.4206004557122,37.16804291168331,0.4279485869473859,3004.9638057570187,82970.0,110058.70259438454,44131.847504505124,4609.039587572686,66855.15011392804,9292.010727920826,91.5,27774.39781102673,98469.62546248031,99690.62484791099,92675.18053843745,78.3,13.4,8.1,0.2,38.7,18.5,21.7,9.0,12.1,2.3,6.2,9.3,2.9,10.6,5.1,2.9,6.1,13.4,21.0,10.5,5.3,4.4
Multi-Race,71932.0,470.17602628938397,179.5463393694655,22.469067989416846,309.20506927691724,46.46005363960413,0.05465144292185231,155.3152299226495,82970.0,13757.337824298067,5516.4809380631405,576.1299484465858,8356.893764241006,1161.5013409901032,91.5,3471.7997263783413,12308.703182810039,12461.328105988874,11584.39756730468,78.3,13.4,8.1,0.2,38.7,18.5,21.7,9.0,12.1,2.3,6.2,9.3,2.9,10.6,5.1,2.9,6.1,13.4,21.0,10.5,5.3,4.4
Hispanic,55084.0,353.40551614754185,70.58600960731223,21.75841023574923,310.5201134733205,56.01148598683238,0.005066413985055137,184.56262750469574,82970.0,1396.6840430759457,560.0488261993036,58.49035009610007,848.415610582843,117.91891786701555,91.5,352.4669772972935,1249.614536325892,1265.109452384657,1176.0809712999674,78.3,13.4,8.1,0.2,38.7,18.5,21.7,9.0,12.1,2.3,6.2,9.3,2.9,10.6,5.1,2.9,6.1,13.4,21.0,10.5,5.3,4.4
