,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,PUBLIC_TRANSPORTATION,CAR_TRUCK_VAN_ALONE,CAR_TRUCK_VAN_CARPOOL
White,0.9106532479994924,775.542271374695,473.43150944830893,19.993534339461068,496.0943426094095,48.01855467466728
Black,0.5891207283512963,552.1133661416214,228.19623675913473,36.671457589660854,406.6201843887839,50.501283293530825
American Indian/Alaska Native,0.6097562909915697,209.68933299859117,37.73629925948672,12.478482096481814,175.70007967416583,30.739911569975288
Asian,1.101591682329709,600.0074907335423,429.61458313881633,21.06258076944623,374.1060157985317,60.53397970702826
Native Hawaiian/Pacific Islander,0.7406517411751644,465.6996491431915,107.99584200446922,29.94835703155636,337.34415297439847,61.479823139950575
Multi-Race,0.8521726027614539,435.84159740379204,222.9103142969975,19.35438039454323,371.48016845395074,61.47982313995059
Hispanic,0.5972813716859778,406.79678730524955,100.4247213997755,21.47725032834471,398.06610050979026,78.20233503401715
