,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,PUBLIC_TRANSPORTATION,CAR_TRUCK_VAN_ALONE,CAR_TRUCK_VAN_CARPOOL,PERCENT_INSURED,BELOW_POVERTY_LEVEL,HOUSEHOLD_MEDIAN_INCOME_DOLLARS_OVERALL,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL_OVERALL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL_OVERALL,PUBLIC_TRANSPORTATION_OVERALL,CAR_TRUCK_VAN_ALONE_OVERALL,CAR_TRUCK_VAN_CARPOOL_OVERALL,PERCENT_INSURED_OVERALL,BELOW_POVERTY_LEVEL_OVERALL,POPULATION_GENDER_MALE,POPULATION_GENDER_FEMALE,EMPLOYED_POPULATION_CHARACTERISTICS_OVERALL,EMPLOYED_POPULATION_CHARACTERISTICS_Private_Wage_Salary,EMPLOYED_POPULATION_CHARACTERISTICS_Government,EMPLOYED_POPULATION_CHARACTERISTICS_Self Employed,EMPLOYED_POPULATION_CHARACTERISTICS_Unpaid Family,EMPLOYED_POPULATION_CHARACTERISTICS_Management Business,EMPLOYED_POPULATION_CHARACTERISTICS_Service Occupations,EMPLOYED_POPULATION_CHARACTERISTICS_Sales,EMPLOYED_POPULATION_CHARACTERISTICS_Natural Resources,EMPLOYED_POPULATION_CHARACTERISTICS_Production,EMPLOYED_POPULATION_CHARACTERISTICS_Agricilture,EMPLOYED_POPULATION_CHARACTERISTICS_Construction,EMPLOYED_POPULATION_CHARACTERISTICS_Manufacturing,EMPLOYED_POPULATION_CHARACTERISTICS_Wholesale_Trade,EMPLOYED_POPULATION_CHARACTERISTICS_Retail,EMPLOYED_POPULATION_CHARACTERISTICS_Transportation,EMPLOYED_POPULATION_CHARACTERISTICS_Information,EMPLOYED_POPULATION_CHARACTERISTICS_Finance_and_Insurance,EMPLOYED_POPULATION_CHARACTERISTICS_Professional_Scientific_and_Management,EMPLOYED_POPULATION_CHARACTERISTICS_Educational_Services_and_Health_Care,EMPLOYED_POPULATION_CHARACTERISTICS_Arts_Entertainment_and_Recreation,EMPLOYED_POPULATION_CHARACTERISTICS_Other,EMPLOYED_POPULATION_CHARACTERISTICS_Public_Administration,POPULATION_RACE_BLACK,POPULATION_RACE_HISPANIC,POPULATION_RACE_WHITE,POPULATION_RACE_ASIAN
White,71076.0,713.1406277589859,266.5116590432932,9.983959962518702,396.66444554739405,39.95273301906862,0.13163182581482283,115.25866163112543,71076.0,1301.0137884328346,453.2588461673727,25.40447827612901,758.4406224615565,99.38490800763336,93.7,347.1337343692806,1085.2316509778789,1136.0391365122864,1009.1461947024752,71.6,21.3,6.9,0.2,39.0,19.3,23.2,7.8,10.7,0.9,6.4,5.6,2.5,10.9,5.5,1.8,7.0,11.8,22.4,9.6,5.1,10.6,9.9,92.9,45.2,15.6
Black,45728.0,508.9247527766064,121.8506435036873,21.641818667965467,231.6235911972504,29.153514207670362,0.5261732333113769,206.8221677282679,71076.0,5227.926966363135,1821.3520607459566,102.0840503205918,3047.6788315427684,399.3632083242515,93.7,1394.9043637958248,4360.839111268908,4565.001300847537,4055.101222749396,71.6,21.3,6.9,0.2,39.0,19.3,23.2,7.8,10.7,0.9,6.4,5.6,2.5,10.9,5.5,1.8,7.0,11.8,22.4,9.6,5.1,10.6,9.9,92.9,45.2,15.6
American Indian/Alaska Native,54068.0,261.8888383466769,49.82631662820161,5.19267535964077,132.87879705526467,20.314275196760256,3.7108321123738084,81.22548684821487,71076.0,37989.60262223877,13235.158308087284,741.8107656629671,22146.46617587745,2902.039313822894,93.7,10136.305043582994,31688.764208554065,33172.34278615877,29467.068885312277,71.6,21.3,6.9,0.2,39.0,19.3,23.2,7.8,10.7,0.9,6.4,5.6,2.5,10.9,5.5,1.8,7.0,11.8,22.4,9.6,5.1,10.6,9.9,92.9,45.2,15.6
Asian,70898.0,501.4063680003468,240.94005583326816,10.145353118625872,281.3903937640899,53.00489452600049,0.33381863458256145,139.58696055400597,71076.0,3352.0237607857734,1167.8080860077014,65.45389108790884,1954.0999566950686,256.06229239613765,93.7,894.3798567867345,2796.0674301665345,2926.971422308126,2600.0354898804944,71.6,21.3,6.9,0.2,39.0,19.3,23.2,7.8,10.7,0.9,6.4,5.6,2.5,10.9,5.5,1.8,7.0,11.8,22.4,9.6,5.1,10.6,9.9,92.9,45.2,15.6
Native Hawaiian/Pacific Islander,62019.0,460.13347835831274,67.404301008973,5.991548491893195,306.64337781984153,36.83357590621366,4.346744773713353,1825.367945706232,71076.0,43834.15687181397,15271.33650933148,855.9354988418851,25553.61481832013,3348.5069005648775,93.7,11695.736588749607,36563.95870217776,38275.780137875496,34000.46409843724,71.6,21.3,6.9,0.2,39.0,19.3,23.2,7.8,10.7,0.9,6.4,5.6,2.5,10.9,5.5,1.8,7.0,11.8,22.4,9.6,5.1,10.6,9.9,92.9,45.2,15.6
Multi-Race,56380.0,397.46730321438224,119.2659631970534,10.442413085870998,260.64687114686535,42.19118694711746,0.8860672038723376,196.5727490160211,71076.0,8766.831374362793,3054.2673018662963,171.187099768377,5110.722963664026,669.7013801129756,93.7,2339.1473177499215,7312.791740435552,7655.156027575099,6800.092819687448,71.6,21.3,6.9,0.2,39.0,19.3,23.2,7.8,10.7,0.9,6.4,5.6,2.5,10.9,5.5,1.8,7.0,11.8,22.4,9.6,5.1,10.6,9.9,92.9,45.2,15.6
Hispanic,54377.0,380.50080733703146,85.51248663584148,8.816861007138234,292.7837901217697,48.69523594380789,0.22818363571988654,183.24221283797473,71076.0,2414.593387006702,841.2176890733443,47.148989342985196,1407.6143755854312,184.4516513023026,93.7,644.2566764989191,2014.1163691877584,2108.4116177643286,1872.9069206766278,71.6,21.3,6.9,0.2,39.0,19.3,23.2,7.8,10.7,0.9,6.4,5.6,2.5,10.9,5.5,1.8,7.0,11.8,22.4,9.6,5.1,10.6,9.9,92.9,45.2,15.6
