time,date,y,y_pred,std_pred,state,county,ethnicity
1,2020-06-14,1.148235294117647,1.1515561069215103,0.0012994998960970748,california,imperial,Hispanic
2,2020-06-15,1.151764705882353,1.1522168664777028,0.0012886843000542467,california,imperial,Hispanic
3,2020-06-16,1.152941176470588,1.1528776260339395,0.001278733342781465,california,imperial,Hispanic
4,2020-06-17,1.1541176470588237,1.1535383855901642,0.0012696685811157276,california,imperial,Hispanic
5,2020-06-18,1.156470588235294,1.1541991451464095,0.001261507932922893,california,imperial,Hispanic
6,2020-06-19,1.156470588235294,1.1548599047027488,0.0012542710777496814,california,imperial,Hispanic
10,2020-06-23,1.1576470588235297,1.157502942927504,0.001234843730721277,california,imperial,Hispanic
11,2020-06-24,1.1576470588235297,1.1581637024837743,0.001232422509559969,california,imperial,Hispanic
12,2020-06-25,1.1588235294117648,1.1588244620399704,0.001230991627959627,california,imperial,Hispanic
14,2020-06-27,1.16,1.16014598115243,0.001231109110756749,california,imperial,Hispanic
17,2020-06-30,1.1623529411764706,1.1621282598211395,0.0012387156263267837,california,imperial,Hispanic
19,2020-07-02,1.163529411764706,1.1634497789335856,0.001248666736415753,california,imperial,Hispanic
20,2020-07-03,1.1647058823529413,1.1641105384897952,0.0012550782907711738,california,imperial,Hispanic
22,2020-07-05,1.1658823529411766,1.1654320576022683,0.0012706926198841554,california,imperial,Hispanic
23,2020-07-06,1.1658823529411766,1.1660928171584644,0.001279863960918681,california,imperial,Hispanic
25,2020-07-08,1.1670588235294117,1.1674143362709644,0.0013008334060214872,california,imperial,Hispanic
26,2020-07-09,1.1670588235294117,1.1680750958271333,0.0013125918830399123,california,imperial,Hispanic
1,2020-06-14,0.12121212121212124,0.12121234892721866,0.0016912273444292395,california,imperial,Non-Hispanic
