,mortality_rate,time,covid_perc,dem_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,PUBLIC_TRANSPORTATION,CAR_TRUCK_VAN_ALONE,CAR_TRUCK_VAN_CARPOOL
0,0.1275066468922755,0,0.4066789592296661,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
1,0.12795629249844476,1,0.4066135946111452,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
2,0.128727113537592,2,0.4070688604509445,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
3,0.13213157312715906,4,0.4078112609040444,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
4,0.13393015555183602,5,0.4073061144754835,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
5,0.13585720814970415,6,0.40775014459224973,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
6,0.14016095895160965,8,0.4103817942448749,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
7,0.1408033098175657,9,0.4106406893967777,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
8,0.14292306767522067,10,0.41349191600074336,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
9,0.14549247113904487,11,0.4136230825420015,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
10,0.14831881494925148,12,0.4144677795727876,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
11,0.1500531622873328,13,0.4146254881079162,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
12,0.15082398332648006,14,0.4152812168376371,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
13,0.15512773412838554,16,0.4194893173527879,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
14,0.160587716489012,18,0.4225828262339418,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
15,0.1635425304724098,19,0.4222222222222222,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
16,0.1662404041094252,21,0.4247497127851633,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
17,0.16861710231346258,22,0.4263439987006659,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
18,0.17086533034430876,23,0.4282724199001771,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
19,0.17439826010706702,25,0.4310207969518971,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
20,0.18037212316045825,26,0.4356865787432118,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
21,0.1889153896776737,27,0.4409956515219673,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
22,0.19398996151872647,29,0.4438565549676661,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
23,0.19456807729808687,30,0.44387456037514655,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
24,0.19508195799085176,31,0.4441357121965487,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
25,0.1985506526670144,32,0.44468421809811537,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
26,0.20176240699679465,33,0.4455951198751596,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
27,0.21088378929337054,34,0.4506520247083047,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
28,0.2157656558746365,36,0.453306342780027,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
29,0.21666494708697495,37,0.4534211587578976,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
30,0.21750000321271784,38,0.4537049443923355,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
31,0.22193222418781453,39,0.455864889827154,0.39399999999999996,0.6639026154031579,353.4055161475418,70.58600960731223,21.758410235749224,310.5201134733205,56.01148598683238
