state,county,n,features,coef,lower_coef,upper_coef,vif,std_err,R2,nrmse,rmse,R2 Adjusted,Durbin-Watson,JB,condition_number
california,,240,constant,-2.467994756475073e-05,-0.00852223408464394,0.008472874189514439,1.0,0.00433548680463224,1.9876865930967824e-08,0.9979129095486392,0.05071476220354743,-0.004201660711886657,0.215,10.057,1.0
california,,240,time,-9.42975270595359e-06,-0.008506983889785132,0.008488124384373226,1.0000000000000002,0.0043354868046322345,1.9876865930967824e-08,0.9979129095486392,0.05071476220354743,-0.004201660711886657,0.215,10.057,1.0
california,imperial,18,constant,1.164711575093666e-07,-0.01946161558104692,0.01946184852336194,1.0,0.00992945512867573,1.2775003277454289e-11,27.759104995622078,0.013239352851955016,-0.062499999986426635,1.0,27.0,1.0000000000000002
california,imperial,18,time,-1.4196010714694063e-07,-0.01946187401231158,0.01946159009209729,1.0,0.009929455128675732,1.2775003277454289e-11,27.759104995622078,0.013239352851955016,-0.062499999986426635,1.0,27.0,1.0000000000000002
california,sacramento,51,constant,-2.911245372982582e-05,-0.01738227897413573,0.01732405406667608,1.0,0.008853656387962197,1.455499980540509e-07,1.0419570616852774,0.03593499039769779,-0.02040801474489995,0.659,121.293,1.0
california,sacramento,51,time,2.3644320426900473e-05,-0.017329522199979012,0.017376810840832813,0.9999999999999998,0.0088536563879622,1.455499980540509e-07,1.0419570616852774,0.03593499039769779,-0.02040801474489995,0.659,121.293,1.0
california,alameda,43,constant,0.00024447078505230105,-0.0155477949009982,0.016036736471102802,1.0,0.008057278411250255,9.151352886704878e-06,23015914958.201977,0.0396794709399266,-0.024380869345823397,0.605,1.922,1.0
california,alameda,43,time,0.00015607197902816738,-0.015636193707022326,0.015948337665078662,1.0000000000000002,0.008057278411250252,9.151352886704878e-06,23015914958.201977,0.0396794709399266,-0.024380869345823397,0.605,1.922,1.0
california,losangeles,204,constant,6.865799206903127e-07,-0.00925158120879095,0.009252954368632332,1.0,0.004720544790159001,8.868894507685354e-11,1.0000270014511607,0.04480125601337005,-0.004950494960376917,0.51,382.732,1.0
california,losangeles,204,time,6.318330516667803e-07,-0.009251635955659974,0.009252899621763308,0.9999999999999998,0.004720544790159001,8.868894507685354e-11,1.0000270014511607,0.04480125601337005,-0.004950494960376917,0.51,382.732,1.0
california,sanfrancisco,24,constant,-9.637953032152718e-05,-0.009523029697567811,0.009330270636924758,1.0,0.004809515391452186,3.0300224366563988e-05,inf,0.01335373834638721,-0.04542286794725303,1.593,5.895,1.0
california,sanfrancisco,24,time,-0.00012417728527769258,-0.009550827452523978,0.009302472881968591,0.9999999999999998,0.004809515391452186,3.0300224366563988e-05,inf,0.01335373834638721,-0.04542286794725303,1.593,5.895,1.0
california,santaclara,38,constant,4.400207789021556e-06,-0.008906903390783072,0.008915703806361116,1.0,0.004546583468659231,3.693739594190504e-07,815955152.9461731,0.018590857449600692,-0.02777739814343061,1.511,8.603,1.0000000000000002
california,santaclara,38,time,1.6579431566673963e-05,-0.008894724167005416,0.008927883030138764,1.0,0.004546583468659229,3.693739594190504e-07,815955152.9461731,0.018590857449600692,-0.02777739814343061,1.511,8.603,1.0000000000000002
