state,county,n,features,coef,lower_coef,upper_coef,vif,std_err,R2,nrmse,rmse,R2 Adjusted,Durbin-Watson,JB,condition_number
california,,240,constant,0.7061614912327123,-0.960957647365605,2.3732806298310294,1354.749354005168,0.8505709890807741,0.7694685635379676,0.5727731726732268,1.0611676805178614,0.766538079176162,0.057,78.444,2573744628460145.5
california,,240,CAR_TRUCK_VAN_ALONE,44817595438.90625,-11723170451282.969,11812805642160.781,inf,6004075534041.773,0.7694685635379676,0.5727731726732268,1.0611676805178614,0.766538079176162,0.057,78.444,2573744628460145.5
california,,240,PUBLIC_TRANSPORTATION,-28442855050.229004,-7496830548604.729,7439944838504.271,inf,3810401884466.5815,0.7694685635379676,0.5727731726732268,1.0611676805178614,0.766538079176162,0.057,78.444,2573744628460145.5
california,,240,CAR_TRUCK_VAN_CARPOOL,-241385270781.40234,-63623165426503.58,63140394884940.766,inf,32337642936592.945,0.7694685635379676,0.5727731726732268,1.0611676805178614,0.766538079176162,0.057,78.444,2573744628460145.5
california,,240,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-283103773112.5117,-74619127054168.61,74052919507943.58,inf,37926542490334.74,0.7694685635379676,0.5727731726732268,1.0611676805178614,0.766538079176162,0.057,78.444,2573744628460145.5
california,,240,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,214444063714.4961,-56093243882974.375,56522132010403.36,inf,28728412217698.402,0.7694685635379676,0.5727731726732268,1.0611676805178614,0.766538079176162,0.057,78.444,2573744628460145.5
california,imperial,98,constant,1.9901253879033765,1.8511891365177455,2.1290616392890076,0.0,0.07088584254368929,0.21317060458147763,36371694136081.43,2.1966618968307388,0.20497446504586792,1.976,152.181,1.9812477178608788e+63
california,imperial,98,time,1.8075424138858207,1.1128611569576643,2.502223670813977,1.0,0.3544292127184472,0.21317060458147763,36371694136081.43,2.1966618968307388,0.20497446504586792,1.976,152.181,1.9812477178608788e+63
california,imperial,98,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,1.990125387903377,1.8511891365177457,2.129061639289008,0.0,0.07088584254368933,0.21317060458147763,36371694136081.43,2.1966618968307388,0.20497446504586792,1.976,152.181,1.9812477178608788e+63
california,imperial,98,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,1.990125387903377,1.8511891365177457,2.129061639289008,0.0,0.07088584254368933,0.21317060458147763,36371694136081.43,2.1966618968307388,0.20497446504586792,1.976,152.181,1.9812477178608788e+63
