state,county,n,nrmse,rmse
california,imperial,18,0.000578497385974605,0.0006687786457234171
california,sacramento,224,0.1285398416633568,0.14006899502178072
california,alameda,183,0.04037704781115986,0.04535856793353817
california,losangeles,516,0.058505895811484666,0.05011458685011799
california,sanfrancisco,92,0.08370124599414938,0.10875325065884613
california,santaclara,231,inf,0.22328250791575596
