state,county,n,nrmse,rmse
california,"alameda,imperial,riverside,sacramento,sanfrancisco,sonoma",1934,0.35337495340222685,0.24966473073181236
california,"alameda,imperial,riverside,sacramento,sanfrancisco,sonoma",1934,0.3533749534023431,0.24966473073159948
california,None,460,0.034405557857332056,0.026485449349989833
california,None,460,0.034405557857310684,0.026485449350018064
california,None,460,0.0344055578570874,0.026485449349853953
california,None,460,0.03440555785268809,0.026485449347043524
california,None,460,0.034405557857172434,0.0264854493498602
california,None,460,0.03701388211988487,0.027393175411184315
