time,date,y,y_pred,state,county,ethnicity
11,2020-06-24,2.345441270045248,0.9732285116533468,california,riverside,Black
12,2020-06-25,2.411978611039439,0.9431927899633912,california,riverside,Black
13,2020-06-26,2.4507920599527173,1.0181443927487954,california,riverside,Black
16,2020-06-29,2.5173294009469087,1.3410809457467259,california,riverside,Black
17,2020-06-30,2.5949562987734653,1.4334593553814876,california,riverside,Black
19,2020-07-02,2.716941423929483,1.3922357592090726,california,riverside,Black
20,2020-07-03,2.7945683217560395,1.107853965005561,california,riverside,Black
23,2020-07-06,3.005269901570979,2.0084557215537737,california,riverside,Black
25,2020-07-08,3.143889361975545,2.2064959061857943,california,riverside,Black
26,2020-07-09,3.3656804986228486,2.38610638301627,california,riverside,Black
27,2020-07-10,3.476576066946502,2.4458852078292788,california,riverside,Black
30,2020-07-13,3.6429194194319803,2.7973054486194977,california,riverside,Black
31,2020-07-14,3.8258971071660066,2.7875956612681856,california,riverside,Black
32,2020-07-15,3.9312478970734763,2.9145109900978676,california,riverside,Black
33,2020-07-16,4.0365986869809465,2.9604456404045303,california,riverside,Black
34,2020-07-17,4.075412135894225,2.928156881284324,california,riverside,Black
37,2020-07-20,4.180762925801695,3.226600472460391,california,riverside,Black
38,2020-07-21,4.236210709963522,3.3144942149831857,california,riverside,Black
39,2020-07-22,4.2972032725415295,3.4196687058250044,california,riverside,Black
40,2020-07-23,4.385919727200451,3.5465840346547433,california,riverside,Black
41,2020-07-24,4.485725738691738,3.464584586920453,california,riverside,Black
45,2020-07-28,4.7296959890037735,3.8977686283126767,california,riverside,Black
46,2020-07-29,4.751875102668504,4.051469279939384,california,riverside,Black
47,2020-07-30,4.796233329997965,4.243948371518727,california,riverside,Black
49,2020-08-01,4.823957222078878,4.559012751965313,california,riverside,Black
54,2020-08-06,5.267539495373487,4.448050224920949,california,riverside,Black
55,2020-08-07,5.339621614783861,4.530582811291752,california,riverside,Black
60,2020-08-12,5.827562115407933,5.176215883714108,california,riverside,Black
61,2020-08-13,5.949547240563949,5.426020825775638,california,riverside,Black
62,2020-08-14,6.165793598795072,5.360571695850624,california,riverside,Black
69,2020-08-21,6.626010207338227,5.872228123581054,california,riverside,Black
72,2020-08-24,6.803443116656072,6.311890169607225,california,riverside,Black
73,2020-08-25,6.864435679234082,6.2900412297309325,california,riverside,Black
74,2020-08-26,6.930973020228273,6.353539121416689,california,riverside,Black
75,2020-08-27,6.953152133893004,6.396002028181258,california,riverside,Black
76,2020-08-28,6.969786469141551,6.297272048985506,california,riverside,Black
79,2020-08-31,7.152764156875577,6.577071118647085,california,riverside,Black
80,2020-09-01,7.202667162621221,6.594770395938939,california,riverside,Black
81,2020-09-02,7.230391054702134,6.8685084821250815,california,riverside,Black
82,2020-09-03,7.269204503615412,6.7705364778964725,california,riverside,Black
83,2020-09-04,7.324652287777238,6.797548290604867,california,riverside,Black
87,2020-09-08,7.452182191349437,7.396867108675609,california,riverside,Black
88,2020-09-09,7.507629975511265,7.520930258832935,california,riverside,Black
89,2020-09-10,7.5464434244245435,7.554765080159585,california,riverside,Black
90,2020-09-11,7.590801651754004,7.434609942872047,california,riverside,Black
93,2020-09-14,7.646249435915831,7.84595228009316,california,riverside,Black
94,2020-09-15,7.740510668990935,7.98810973490747,california,riverside,Black
95,2020-09-16,7.801503231568942,7.994183673679503,california,riverside,Black
96,2020-09-17,7.851406237314587,8.067113606301506,california,riverside,Black
97,2020-09-18,7.9512122488058745,8.017397072046082,california,riverside,Black
100,2020-09-21,8.078742152378075,8.447042681995798,california,riverside,Black
101,2020-09-22,8.156369050204631,8.611842041281124,california,riverside,Black
102,2020-09-23,8.222906391198823,8.720454097382275,california,riverside,Black
103,2020-09-24,8.261719840112102,8.82170373880932,california,riverside,Black
104,2020-09-25,8.333801959522475,8.709129585107165,california,riverside,Black
107,2020-09-28,8.38370496526812,9.197002112022163,california,riverside,Black
108,2020-09-29,8.450242306262309,9.422432606334711,california,riverside,Black
109,2020-09-30,8.477966198343221,9.410519943721043,california,riverside,Black
110,2020-10-01,8.489055755175588,9.256513328663958,california,riverside,Black
111,2020-10-02,8.527869204088868,9.295879918955096,california,riverside,Black
114,2020-10-05,8.588861766666875,9.541656874873683,california,riverside,Black
115,2020-10-06,8.649854329244885,9.701655887150922,california,riverside,Black
116,2020-10-07,8.727481227071443,9.794520589494356,california,riverside,Black
117,2020-10-08,8.76629467598472,9.726719351421638,california,riverside,Black
118,2020-10-09,8.805108124897998,9.716341074815988,california,riverside,Black
