state,county,n,features,coef,nrmse,rmse,low_nrmse,up_nrmse,low_coef,up_coef
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,CAR_TRUCK_VAN_CARPOOL_OVERALL,0.0002905744600318044,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0002950188448415653,0.00369848721707596
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,PERCENT_INSURED_OVERALL,0.017328777174542735,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0028132457476916783,0.01208840451018579
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,BELOW_POVERTY_LEVEL_OVERALL,0.002248865019779658,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0005631255863512048,0.006426580973094403
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,POPULATION_GENDER_MALE,0.0007522947068325525,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.00012645064906977786,0.004106435891718254
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,POPULATION_GENDER_FEMALE,0.0008138121386486929,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.00014091383519023836,0.003738200193299346
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_OVERALL,0.00043001325134931065,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0002961945607505253,0.0035237411997711705
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Private_Wage_Salary,0.004292456743152634,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0009815240188208478,0.009311410656288599
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Government,2.3852425958567915e-05,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,6.065000226849298e-06,0.0006498219955028675
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Self Employed,6.502864238847769e-05,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,6.502230214752483e-06,0.0005675248820969327
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Unpaid Family,0.000979369647032562,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,1.9230932096886857e-06,0.006234238578015383
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Management Business,0.008174402380073324,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.002772630124937312,0.012072446928523422
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Service Occupations,0.0017620710189824675,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,3.506031617414309e-05,0.005009827433664794
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Sales,0.001805014674777186,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,5.790967937453095e-05,0.0178203979406642
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Natural Resources,0.005673536860090925,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0008004881793645861,0.008165875663372645
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Production,0.005009835841009503,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.00038742947412397853,0.010430304135931505
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Agricilture,0.007044121006720465,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0010420619974979483,0.008990232208134039
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Construction,0.004210684522650021,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0010860089447554287,0.00981390098189519
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Manufacturing,0.009613296436802471,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.001748732813179024,0.014885135412986108
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Wholesale_Trade,0.0030359378821667535,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.00028337262839172467,0.006584522405756094
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Retail,0.00012006021739276484,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,3.559628461397265e-05,0.00672386912366044
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Transportation,0.0047803317283100335,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0021066776591733612,0.018116220846434765
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Information,0.007262633631292596,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.001239184366804672,0.007641796907312799
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Finance_and_Insurance,0.0030398237474369354,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.001724530536588244,0.012155370736427019
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Professional_Scientific_and_Management,0.009133118695847882,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0026902894677061405,0.011840221284768568
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Educational_Services_and_Health_Care,0.005168854962211727,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0011132074748793656,0.006585625892583338
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Arts_Entertainment_and_Recreation,0.004472736940934406,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.002443516240513834,0.01354013212326547
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Other,0.003574183554587573,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,5.7159888647716407e-05,0.005226297307225989
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,EMPLOYED_POPULATION_CHARACTERISTICS_Public_Administration,8.465709905701873e-06,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,4.071424282752382e-06,0.0004671063699739475
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,POPULATION_RACE_BLACK,0.007191889846398204,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.0017367501140970248,0.011054001526638659
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,POPULATION_RACE_HISPANIC,0.0006493846658255363,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.00023245703488663426,0.0010897402167148592
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,POPULATION_RACE_WHITE,1.1662615819164796e-05,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,6.074798847277329e-06,0.0006552195625970171
california,"alameda,losangeles,sacramento,sanfrancisco,riverside,sonoma,santaclara",2793,POPULATION_RACE_ASIAN,0.004113296100525656,0.0031096384047621176,0.002443732640038337,0.0040112929280288236,0.005918802638125222,0.00021411098436376454,0.007171300691307148
