time,date,y,y_pred,state,county,ethnicity
98,2020-09-19,0.36987440425064017,0.29897259987802444,california,alameda,Black
101,2020-09-22,0.3916317221477366,0.3037985932442281,california,alameda,Black
104,2020-09-25,0.4025103810962849,0.30862458661043174,california,alameda,Black
108,2020-09-29,0.4133890400448331,0.3150592444320366,california,alameda,Black
109,2020-09-30,0.4188283695191072,0.31666790888743784,california,alameda,Black
112,2020-10-03,0.42426769899338135,0.3214939022536415,california,alameda,Black
116,2020-10-07,0.4405856874162037,0.3279285600752464,california,alameda,Black
119,2020-10-10,0.44602501689047785,0.33275455344145,california,alameda,Black
120,2020-10-11,0.4405856874162037,0.3343632178968513,california,alameda,Black
121,2020-10-12,0.42970702846765546,0.3359718823522525,california,alameda,Black
123,2020-10-14,0.44602501689047785,0.3391892112630549,california,alameda,Black
124,2020-10-15,0.4351463579419296,0.3407978757184561,california,alameda,Black
125,2020-10-16,0.44602501689047785,0.34240654017385735,california,alameda,Black
126,2020-10-17,0.4405856874162037,0.3440152046292586,california,alameda,Black
127,2020-10-18,0.4351463579419296,0.3456238690846598,california,alameda,Black
131,2020-10-22,0.4569036758390261,0.3520585269062647,california,alameda,Black
134,2020-10-25,0.4623430053133002,0.3568845202724683,california,alameda,Black
140,2020-10-31,0.4677823347875743,0.36653650700487567,california,alameda,Black
145,2020-11-05,0.4732216642618484,0.3745798292818817,california,alameda,Black
148,2020-11-08,0.4841003232103967,0.3794058226480854,california,alameda,Black
151,2020-11-11,0.4895396526846708,0.38423181601428913,california,alameda,Black
155,2020-11-15,0.4949789821589449,0.3906664738358939,california,alameda,Black
156,2020-11-16,0.5004183116332189,0.39227513829129523,california,alameda,Black
157,2020-11-17,0.5058576411074932,0.39388380274669643,california,alameda,Black
162,2020-11-22,0.5112969705817673,0.40192712502370254,california,alameda,Black
169,2020-11-29,0.5330542884788637,0.41318777621151104,california,alameda,Black
1,2020-06-14,0.06178274971612153,0.05669471492771622,california,sacramento,White
4,2020-06-17,0.06766682111765689,0.061520708293919896,california,sacramento,White
8,2020-06-21,0.06619580326727305,0.06795536611552477,california,sacramento,White
16,2020-06-29,0.06766682111765689,0.0808246817587345,california,sacramento,White
23,2020-07-06,0.06913783896804074,0.09208533294654303,california,sacramento,White
27,2020-07-10,0.07060885681842458,0.09851999076814791,california,sacramento,White
28,2020-07-11,0.07207987466880843,0.10012865522354913,california,sacramento,White
31,2020-07-14,0.07502191036957613,0.10495464858975279,california,sacramento,White
37,2020-07-20,0.07355089251919228,0.11460663532216012,california,sacramento,White
40,2020-07-23,0.07649292821995995,0.11943262868836377,california,sacramento,White
41,2020-07-24,0.07943496392072764,0.121041293143765,california,sacramento,White
45,2020-07-28,0.08679005317264687,0.12747595096536987,california,sacramento,White
46,2020-07-29,0.08973208887341456,0.1290846154207711,california,sacramento,White
49,2020-08-01,0.09855819597571763,0.13391060878697475,california,sacramento,White
54,2020-08-06,0.10591328522763686,0.14195393106398085,california,sacramento,White
60,2020-08-12,0.1103263387787884,0.15160591779638818,california,sacramento,White
61,2020-08-13,0.12062346373147532,0.1532145822517894,california,sacramento,White
62,2020-08-14,0.12797855298339456,0.1548232467071906,california,sacramento,White
69,2020-08-21,0.15739890999107145,0.16608389789499917,california,sacramento,White
72,2020-08-24,0.1647539992429907,0.17090989126120282,california,sacramento,White
73,2020-08-25,0.16769603494375834,0.17251855571660404,california,sacramento,White
75,2020-08-27,0.1721090884949099,0.17573588462740647,california,sacramento,White
76,2020-08-28,0.17652214204606145,0.1773445490828077,california,sacramento,White
79,2020-08-31,0.1868192669987484,0.18217054244901137,california,sacramento,White
80,2020-09-01,0.18976130269951605,0.18377920690441257,california,sacramento,White
81,2020-09-02,0.19270333840028367,0.1853878713598138,california,sacramento,White
