time,y,y_pred
10,2.4307861989034563,3.1231919646526975
13,2.7548910254239174,3.1231919646526975
14,2.592838612163687,3.1231919646526975
19,2.7548910254239174,3.1231919646526975
23,2.9169434386841475,3.1231919646526975
25,3.0789958519443776,3.1231919646526975
28,3.241048265204608,3.1231919646526975
36,3.565153091725069,3.1231919646526975
37,3.7272055049853,3.1231919646526975
38,3.565153091725069,3.1231919646526975
39,3.7272055049853,3.1231919646526975
10,8.167441628315611,14.129957608709939
14,8.394315006879934,14.129957608709939
16,8.167441628315611,14.129957608709939
19,8.394315006879934,14.129957608709939
23,8.84806176400858,14.129957608709939
25,9.75555527826587,14.129957608709939
26,9.528681899701546,14.129957608709939
27,9.75555527826587,14.129957608709939
28,9.982428656830193,14.129957608709939
29,10.209302035394517,14.129957608709939
30,10.663048792523162,14.129957608709939
32,10.889922171087484,14.129957608709939
33,11.343668928216125,14.129957608709939
34,11.570542306780453,14.129957608709939
35,12.478035821037741,14.129957608709939
37,12.704909199602065,14.129957608709939
39,12.931782578166388,14.129957608709939
40,13.158655956730714,14.129957608709939
41,13.612402713859355,14.129957608709939
42,14.519896228116643,14.129957608709939
43,14.29302284955232,14.129957608709939
45,16.334883256631223,14.129957608709939
46,16.561756635195547,14.129957608709939
47,17.46925014945284,14.129957608709939
49,18.14987028514581,14.129957608709939
54,20.645477449353358,14.129957608709939
55,20.872350827917682,14.129957608709939
56,21.099224206482,14.129957608709939
60,22.233591099303613,14.129957608709939
61,22.460464477867934,14.129957608709939
62,23.141084613560906,14.129957608709939
64,23.82170474925387,14.129957608709939
10,1.109158739647799,2.740274533247365
11,1.1595750459954264,2.740274533247365
13,1.3360321182121218,2.740274533247365
16,1.4116565777335626,2.740274533247365
23,1.8149870285145808,2.740274533247365
25,2.016652253905089,2.740274533247365
26,2.117484866600344,2.740274533247365
27,2.167901172947971,2.740274533247365
28,2.193109326121785,2.740274533247365
29,2.218317479295598,2.740274533247365
31,2.243525632469412,2.740274533247365
32,2.3695663983384803,2.740274533247365
33,2.3947745515122936,2.740274533247365
34,2.495607164207548,2.740274533247365
35,2.520815317381362,2.740274533247365
36,2.5964397769028027,2.740274533247365
37,2.6468560832504298,2.740274533247365
38,2.7476886959456843,2.740274533247365
39,2.798105002293312,2.740274533247365
40,2.823313155467125,2.740274533247365
41,2.898937614988567,2.740274533247365
42,2.9745620745100068,2.740274533247365
43,2.9997702276838205,2.740274533247365
45,3.0753946872052613,2.740274533247365
46,3.2014354530743296,2.740274533247365
47,3.2266436062481434,2.740274533247365
49,3.4031006784648383,2.740274533247365
54,3.7812229760720433,2.740274533247365
55,3.7560148228982286,2.740274533247365
56,3.8064311292458566,2.740274533247365
60,4.058512660983991,2.740274533247365
61,4.1845534268530615,2.740274533247365
62,4.2601778863745015,2.740274533247365
64,4.3610104990697565,2.740274533247365
10,3.0789958519443776,6.2094542945863305
11,3.139765506916964,6.2094542945863305
13,3.362587575149781,6.2094542945863305
14,3.4841268850949536,6.2094542945863305
16,3.7272055049853,6.2094542945863305
19,4.112079986478347,6.2094542945863305
23,4.375415158026222,6.2094542945863305
25,4.517211019628923,6.2094542945863305
26,4.760289639519268,6.2094542945863305
27,4.962855156094556,6.2094542945863305
28,5.064137914382202,6.2094542945863305
29,5.124907569354787,6.2094542945863305
30,5.165420672669844,6.2094542945863305
31,5.246446879299961,6.2094542945863305
32,5.449012395875248,6.2094542945863305
33,5.550295154162892,6.2094542945863305
34,5.6718344641080645,6.2094542945863305
35,5.7326041190806505,6.2094542945863305
36,5.874399980683353,6.2094542945863305
37,5.975682738970996,6.2094542945863305
38,6.1174786005736985,6.2094542945863305
39,6.320044117148986,6.2094542945863305
40,6.502353082066746,6.2094542945863305
41,6.623892392011918,6.2094542945863305
42,6.887227563559793,6.2094542945863305
43,7.130306183450138,6.2094542945863305
