,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,PUBLIC_TRANSPORTATION,CAR_TRUCK_VAN_ALONE,CAR_TRUCK_VAN_CARPOOL
White,74276.0,738.1968172297968,336.8125781895424,18.751845993275175,371.8245335103395,34.749574366060074
Black,49334.0,531.1668901895147,147.9581102322146,32.2632771130088,267.4206004557122,30.735112407738114
American Indian/Alaska Native,53019.0,232.81719684564445,43.32203733513045,10.08227409781525,125.35340646361507,26.133780172277323
Asian,91623.0,584.5782733301083,347.7721719910121,31.222526238395613,317.0228086047555,53.95361067824995
Native Hawaiian/Pacific Islander,72432.0,447.79054825642186,100.32338600640111,23.04519793786343,267.4206004557122,37.16804291168331
Multi-Race,71932.0,470.17602628938397,179.5463393694655,22.469067989416846,309.20506927691724,46.46005363960413
Hispanic,55084.0,353.40551614754185,70.58600960731223,21.75841023574923,310.5201134733205,56.01148598683238
