White,Hispanic,Asian,Black,date,Native Hawaiian/Pacific Islander,American Indian/Alaska Native,White_discrepancy,Hispanic_discrepancy,Asian_discrepancy,Black_discrepancy,Native Hawaiian/Pacific Islander_discrepancy,American Indian/Alaska Native_discrepancy,White_rates,Hispanic_rates,Asian_rates,Black_rates,Native Hawaiian/Pacific Islander_rates,American Indian/Alaska Native_rates,White_covidperc,Hispanic_covidperc,Asian_covidperc,Black_covidperc,Native Hawaiian/Pacific Islander_covidperc,American Indian/Alaska Native_covidperc,White_demperc,Hispanic_demperc,Asian_demperc,Black_demperc,Native Hawaiian/Pacific Islander_demperc,American Indian/Alaska Native_demperc
47,7,7,7,2020-07-06,,,1.5776255707762556,0.4364406779661017,0.6058823529411764,0.944954128440367,,,0.06913783896804074,0.019110765802020636,0.026530239583981582,0.04137743788327404,,,0.691,0.103,0.103,0.103,,,0.438,0.236,0.17,0.109,0.013,0.015
47,7,7,7,2020-07-07,,,1.5776255707762556,0.4364406779661017,0.6058823529411764,0.944954128440367,,,0.06913783896804074,0.019110765802020636,0.026530239583981582,0.04137743788327404,,,0.691,0.103,0.103,0.103,,,0.438,0.236,0.17,0.109,0.013,0.015
47,8,7,7,2020-07-08,5,,1.4497716894977168,0.4576271186440678,0.5588235294117647,0.8715596330275229,5.230769230769232,,0.06913783896804074,0.0218408752023093,0.026530239583981582,0.04137743788327404,0.2478099301800478,,0.635,0.108,0.095,0.095,0.068,,0.438,0.236,0.17,0.109,0.013,0.015
47,8,7,7,2020-07-09,5,,1.4497716894977168,0.4576271186440678,0.5588235294117647,0.8715596330275229,5.230769230769232,,0.06913783896804074,0.0218408752023093,0.026530239583981582,0.04137743788327404,0.2478099301800478,,0.635,0.108,0.095,0.095,0.068,,0.438,0.236,0.17,0.109,0.013,0.015
48,9,8,7,2020-07-10,5,,1.4223744292237444,0.49576271186440685,0.6117647058823529,0.8348623853211009,5.0,,0.07060885681842458,0.02457098460259796,0.030320273810264666,0.04137743788327404,0.2478099301800478,,0.623,0.117,0.104,0.091,0.065,,0.438,0.236,0.17,0.109,0.013,0.015
49,9,8,7,2020-07-11,5,,1.4337899543378996,0.4872881355932204,0.6058823529411764,0.8256880733944953,4.923076923076923,,0.07207987466880843,0.02457098460259796,0.030320273810264666,0.04137743788327404,0.2478099301800478,,0.628,0.115,0.103,0.09,0.064,,0.438,0.236,0.17,0.109,0.013,0.015
49,9,8,7,2020-07-12,5,,1.4337899543378996,0.4872881355932204,0.6058823529411764,0.8256880733944953,4.923076923076923,,0.07207987466880843,0.02457098460259796,0.030320273810264666,0.04137743788327404,0.2478099301800478,,0.628,0.115,0.103,0.09,0.064,,0.438,0.236,0.17,0.109,0.013,0.015
49,9,8,7,2020-07-13,5,,1.4337899543378996,0.4872881355932204,0.6058823529411764,0.8256880733944953,4.923076923076923,,0.07207987466880843,0.02457098460259796,0.030320273810264666,0.04137743788327404,0.2478099301800478,,0.628,0.115,0.103,0.09,0.064,,0.438,0.236,0.17,0.109,0.013,0.015
51,11,10,7,2020-07-14,6,,1.36986301369863,0.5466101694915255,0.6941176470588234,0.7522935779816514,5.461538461538462,,0.07502191036957612,0.030031203403175288,0.03790034226283083,0.04137743788327404,0.29737191621605735,,0.6,0.129,0.118,0.082,0.071,,0.438,0.236,0.17,0.109,0.013,0.015
51,12,10,7,2020-07-15,6,,1.3538812785388128,0.5932203389830509,0.6823529411764706,0.7431192660550459,5.384615384615385,,0.07502191036957612,0.03276131280346395,0.03790034226283083,0.04137743788327404,0.29737191621605735,,0.593,0.14,0.116,0.081,0.07,,0.438,0.236,0.17,0.109,0.013,0.015
51,14,10,7,2020-07-16,6,,1.324200913242009,0.6737288135593221,0.6705882352941176,0.7339449541284404,5.230769230769232,,0.07502191036957612,0.03822153160404127,0.03790034226283083,0.04137743788327404,0.29737191621605735,,0.58,0.159,0.114,0.08,0.068,,0.438,0.236,0.17,0.109,0.013,0.015
51,14,10,7,2020-07-17,6,,1.324200913242009,0.6737288135593221,0.6705882352941176,0.7339449541284404,5.230769230769232,,0.07502191036957612,0.03822153160404127,0.03790034226283083,0.04137743788327404,0.29737191621605735,,0.58,0.159,0.114,0.08,0.068,,0.438,0.236,0.17,0.109,0.013,0.015
51,14,10,7,2020-07-18,6,,1.324200913242009,0.6737288135593221,0.6705882352941176,0.7339449541284404,5.230769230769232,,0.07502191036957612,0.03822153160404127,0.03790034226283083,0.04137743788327404,0.29737191621605735,,0.58,0.159,0.114,0.08,0.068,,0.438,0.236,0.17,0.109,0.013,0.015
51,14,10,7,2020-07-19,6,,1.324200913242009,0.6737288135593221,0.6705882352941176,0.7339449541284404,5.230769230769232,,0.07502191036957612,0.03822153160404127,0.03790034226283083,0.04137743788327404,0.29737191621605735,,0.58,0.159,0.114,0.08,0.068,,0.438,0.236,0.17,0.109,0.013,0.015
50,14,11,7,2020-07-20,5,,1.3127853881278537,0.6822033898305085,0.7411764705882352,0.7339449541284404,4.384615384615385,,0.07355089251919227,0.03822153160404127,0.04169037648911392,0.04137743788327404,0.2478099301800478,,0.575,0.161,0.126,0.08,0.057,,0.438,0.236,0.17,0.109,0.013,0.015
50,14,11,7,2020-07-21,5,,1.3127853881278537,0.6822033898305085,0.7411764705882352,0.7339449541284404,4.384615384615385,,0.07355089251919227,0.03822153160404127,0.04169037648911392,0.04137743788327404,0.2478099301800478,,0.575,0.161,0.126,0.08,0.057,,0.438,0.236,0.17,0.109,0.013,0.015
50,14,11,7,2020-07-22,5,,1.3127853881278537,0.6822033898305085,0.7411764705882352,0.7339449541284404,4.384615384615385,,0.07355089251919227,0.03822153160404127,0.04169037648911392,0.04137743788327404,0.2478099301800478,,0.575,0.161,0.126,0.08,0.057,,0.438,0.236,0.17,0.109,0.013,0.015
52,15,11,7,2020-07-23,5,,1.319634703196347,0.7076271186440679,0.7176470588235293,0.7155963302752294,4.307692307692308,,0.07649292821995995,0.040951641004329936,0.04169037648911392,0.04137743788327404,0.2478099301800478,,0.578,0.167,0.122,0.078,0.056,,0.438,0.236,0.17,0.109,0.013,0.015
54,16,12,8,2020-07-24,5,,1.2968036529680365,0.7118644067796611,0.7411764705882352,0.7706422018348624,4.076923076923077,,0.07943496392072764,0.0436817504046186,0.045480410715397,0.04728850043802747,0.2478099301800478,,0.568,0.168,0.126,0.084,0.053,,0.438,0.236,0.17,0.109,0.013,0.015
54,18,14,8,2020-07-25,5,,1.2442922374429224,0.7711864406779662,0.8294117647058822,0.7431192660550459,3.923076923076923,,0.07943496392072764,0.04914196920519592,0.053060479167963165,0.04728850043802747,0.2478099301800478,,0.545,0.182,0.141,0.081,0.051,,0.438,0.236,0.17,0.109,0.013,0.015
54,18,14,8,2020-07-26,5,,1.2442922374429224,0.7711864406779662,0.8294117647058822,0.7431192660550459,3.923076923076923,,0.07943496392072764,0.04914196920519592,0.053060479167963165,0.04728850043802747,0.2478099301800478,,0.545,0.182,0.141,0.081,0.051,,0.438,0.236,0.17,0.109,0.013,0.015
59,21,15,9,2020-07-28,8,,1.2031963470319635,0.7966101694915255,0.788235294117647,0.7339449541284404,5.461538461538462,,0.08679005317264687,0.05733229740606191,0.056850513394246245,0.053199562992780905,0.39649588828807647,,0.527,0.188,0.134,0.08,0.071,,0.438,0.236,0.17,0.109,0.013,0.015
61,23,16,9,2020-07-29,8,,1.1894977168949772,0.8347457627118645,0.8058823529411765,0.7064220183486238,5.230769230769232,,0.08973208887341456,0.06279251620663924,0.06064054762052933,0.053199562992780905,0.39649588828807647,,0.521,0.197,0.137,0.077,0.068,,0.438,0.236,0.17,0.109,0.013,0.015
61,24,16,9,2020-07-30,8,,1.180365296803653,0.8601694915254239,0.8,0.6972477064220184,5.230769230769232,,0.08973208887341456,0.0655226256069279,0.06064054762052933,0.053199562992780905,0.39649588828807647,,0.517,0.203,0.136,0.076,0.068,,0.438,0.236,0.17,0.109,0.013,0.015
