Native American,Native Hawaiian/Pacific Islander,Multi-Race,Black,Asian,White,Hispanic,date,Native American_discrepancy,Native Hawaiian/Pacific Islander_discrepancy,Multi-Race_discrepancy,Black_discrepancy,Asian_discrepancy,White_discrepancy,Hispanic_discrepancy,Native American_rates,Native Hawaiian/Pacific Islander_rates,Multi-Race_rates,Black_rates,Asian_rates,White_rates,Hispanic_rates,Native American_covidperc,Native Hawaiian/Pacific Islander_covidperc,Multi-Race_covidperc,Black_covidperc,Asian_covidperc,White_covidperc,Hispanic_covidperc,Native American_demperc,Native Hawaiian/Pacific Islander_demperc,Multi-Race_demperc,Black_demperc,Asian_demperc,White_demperc,Hispanic_demperc
35,146,232,607,1221,1532,5273,2020-09-14,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.39473684210526316,0.41625615763546797,3.8355263157894735,5.6718344641080645,33.12351327039109,5.848291536324759,12.295726856119982,3.8473943781533033,4.323010148762962,39.35208306479187,0.004,0.016,0.026,0.067,0.135,0.169,0.583,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,147,232,608,1236,1536,5304,2020-09-15,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.39766081871345027,0.41625615763546797,3.8355263157894735,5.509782050847834,33.35038664895542,5.848291536324759,12.31598340777751,3.894659665354204,4.334297381527356,39.5834342074068,0.004,0.016,0.026,0.067,0.136,0.169,0.583,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,147,233,611,1252,1552,5326,2020-09-16,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.40058479532163743,0.4187192118226601,3.8289473684210527,5.509782050847834,33.35038664895542,5.873499689498573,12.376753062750097,3.945075971701831,4.379446312584933,39.74761888926257,0.004,0.016,0.025,0.067,0.137,0.17,0.582,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,149,235,613,1269,1565,5362,2020-09-17,1.3333333333333333,5.333333333333333,0.462962962962963,1.2692307692307694,0.40350877192982454,0.4187192118226601,3.8223684210526314,5.509782050847834,33.80413340608406,5.9239159958462,12.417266166065156,3.9986432971961854,4.416129819069214,40.01628473229926,0.004,0.016,0.025,0.066,0.138,0.17,0.581,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,150,239,617,1277,1578,5384,2020-09-18,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.40350877192982454,0.4187192118226601,3.81578947368421,5.347729637587603,34.03100678464839,6.024748608541454,12.498292372695271,4.023851450369999,4.452813325553495,40.18046941415502,0.004,0.016,0.026,0.067,0.138,0.17,0.58,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,150,240,625,1287,1588,5411,2020-09-19,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.40350877192982454,0.4187192118226601,3.81578947368421,5.347729637587603,34.03100678464839,6.0499567617152685,12.660344785955502,4.0553616418372656,4.481031407464481,40.381968796432545,0.004,0.016,0.026,0.067,0.138,0.17,0.58,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,151,242,632,1292,1597,5438,2020-09-20,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.40350877192982454,0.4187192118226601,3.8092105263157894,5.347729637587603,34.25788016321271,6.100373068062895,12.802140647558202,4.071116737570899,4.506427681184367,40.58346817871007,0.004,0.016,0.026,0.067,0.138,0.17,0.579,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,151,242,636,1299,1612,5454,2020-09-21,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.40350877192982454,0.4211822660098522,3.8092105263157894,5.347729637587603,34.25788016321271,6.100373068062895,12.883166854188318,4.093173871597986,4.548754804050845,40.70287522005971,0.004,0.016,0.026,0.067,0.138,0.171,0.579,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,151,242,637,1306,1619,5479,2020-09-22,1.0,5.333333333333333,0.48148148148148145,1.2884615384615385,0.40350877192982454,0.4211822660098522,3.8092105263157894,5.347729637587603,34.25788016321271,6.100373068062895,12.903423405845846,4.115231005625073,4.568507461388535,40.88944872216853,0.003,0.016,0.026,0.067,0.138,0.171,0.579,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,152,244,638,1313,1626,5497,2020-09-23,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.40350877192982454,0.4211822660098522,3.802631578947368,5.509782050847834,34.48475354177703,6.150789374410523,12.923679957503376,4.13728813965216,4.588260118726224,41.02378164368688,0.004,0.016,0.026,0.067,0.138,0.171,0.578,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,152,247,641,1327,1639,5544,2020-09-24,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.40350877192982454,0.4211822660098522,3.802631578947368,5.833886877368295,34.48475354177703,6.2264138339319635,12.984449612475961,4.181402407706334,4.624943625210506,41.37453982765146,0.004,0.016,0.026,0.067,0.138,0.171,0.578,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,152,247,643,1331,1648,5571,2020-09-25,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.40350877192982454,0.4211822660098522,3.8092105263157894,5.6718344641080645,34.48475354177703,6.2264138339319635,13.02496271579102,4.194006484293241,4.650339898930393,41.57603920992898,0.004,0.016,0.026,0.067,0.138,0.171,0.579,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,152,249,646,1334,1667,5602,2020-09-26,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.40350877192982454,0.42364532019704426,3.802631578947368,5.833886877368295,34.48475354177703,6.276830140279591,13.085732370763607,4.20345954173342,4.703954254561265,41.80739035254391,0.004,0.016,0.026,0.067,0.138,0.172,0.578,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,153,252,645,1345,1678,5629,2020-09-27,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2692307692307694,0.40350877192982454,0.42364532019704426,3.802631578947368,5.833886877368295,34.71162692034135,6.352454599801032,13.065475819106076,4.238120752347415,4.734994144663349,42.00888973482144,0.004,0.016,0.026,0.066,0.138,0.172,0.578,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,154,252,650,1356,1685,5644,2020-09-28,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2692307692307694,0.4064327485380117,0.42364532019704426,3.7960526315789473,5.833886877368295,34.93850029890568,6.352454599801032,13.166758577393722,4.2727819629614086,4.754746802001039,42.12083383608673,0.004,0.016,0.026,0.066,0.139,0.172,0.577,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,153,252,651,1366,1691,5663,2020-09-29,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2692307692307694,0.4064327485380117,0.42364532019704426,3.7960526315789473,5.833886877368295,34.71162692034135,6.352454599801032,13.18701512905125,4.304292154428675,4.7716776511476295,42.262629697689434,0.004,0.016,0.026,0.066,0.139,0.172,0.577,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,154,253,654,1373,1701,5688,2020-09-30,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2692307692307694,0.4064327485380117,0.4261083743842364,3.7960526315789473,5.6718344641080645,34.93850029890568,6.377662752974845,13.247784784023835,4.326349288455762,4.799895733058615,42.44920319979825,0.004,0.016,0.026,0.066,0.139,0.173,0.577,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,154,253,657,1382,1709,5703,2020-10-01,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2692307692307694,0.40935672514619886,0.4261083743842364,3.789473684210526,5.6718344641080645,34.93850029890568,6.377662752974845,13.308554438996422,4.354708460776303,4.8224701985874034,42.56114730106354,0.004,0.016,0.026,0.066,0.14,0.173,0.576,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,154,254,661,1394,1726,5724,2020-10-02,1.3333333333333333,5.0,0.48148148148148145,1.2692307692307694,0.40935672514619886,0.4285714285714285,3.782894736842105,5.6718344641080645,34.93850029890568,6.402870906148659,13.389580645626538,4.392520690537023,4.8704409378360785,42.71786904283495,0.004,0.015,0.026,0.066,0.14,0.174,0.575,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,155,255,662,1406,1741,5739,2020-10-03,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.4285714285714285,3.776315789473684,5.6718344641080645,35.16537367747,6.428079059322473,13.409837197284066,4.430332920297744,4.912768060702557,42.829813144100235,0.004,0.016,0.026,0.066,0.141,0.174,0.574,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,155,257,662,1409,1745,5745,2020-10-04,1.0,5.0,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.4285714285714285,3.776315789473684,5.6718344641080645,35.16537367747,6.4784953656701,13.409837197284066,4.439785977737923,4.924055293466951,42.874590784606355,0.003,0.015,0.026,0.066,0.141,0.174,0.574,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,155,259,662,1413,1753,5753,2020-10-05,1.0,5.0,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.4310344827586206,3.776315789473684,5.6718344641080645,35.16537367747,6.528911672017727,13.409837197284066,4.45239005432483,4.946629758995739,42.93429430528118,0.003,0.015,0.026,0.066,0.141,0.175,0.574,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,155,262,664,1418,1759,5760,2020-10-06,1.0,5.0,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.4310344827586206,3.769736842105263,5.6718344641080645,35.16537367747,6.6045361315391675,13.450350300599125,4.468145150058464,4.9635606081423305,42.98653488587164,0.003,0.015,0.026,0.066,0.141,0.175,0.573,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,154,263,665,1423,1765,5770,2020-10-07,1.0,5.0,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.4310344827586206,3.769736842105263,5.6718344641080645,34.93850029890568,6.629744284712982,13.470606852256653,4.483900245792097,4.980491457288922,43.06116428671517,0.003,0.015,0.026,0.066,0.141,0.175,0.573,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,154,264,665,1427,1768,5779,2020-10-08,1.0,5.0,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.4310344827586206,3.769736842105263,5.6718344641080645,34.93850029890568,6.654952437886795,13.470606852256653,4.496504322379004,4.988956881862217,43.128330747474344,0.003,0.015,0.026,0.066,0.141,0.175,0.573,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,154,266,665,1432,1782,5792,2020-10-09,1.0,5.0,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.4334975369458128,3.763157894736842,5.6718344641080645,34.93850029890568,6.7053687442344225,13.470606852256653,4.512259418112638,5.028462196537597,43.225348968570934,0.003,0.015,0.026,0.066,0.141,0.176,0.572,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,155,266,665,1434,1791,5806,2020-10-10,1.0,5.0,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.4334975369458128,3.763157894736842,5.6718344641080645,35.16537367747,6.7053687442344225,13.470606852256653,4.518561456406091,5.053858470257484,43.32983012975187,0.003,0.015,0.026,0.066,0.141,0.176,0.572,0.003,0.003,0.054,0.052,0.342,0.406,0.152
35,157,268,665,1438,1804,5814,2020-10-11,1.0,5.0,0.48148148148148145,1.25,0.4122807017543859,0.4359605911330049,3.756578947368421,5.6718344641080645,35.61912043459864,6.75578505058205,13.470606852256653,4.531165532992998,5.090541976741765,43.38953365042669,0.003,0.015,0.026,0.065,0.141,0.177,0.571,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,157,268,665,1446,1808,5821,2020-10-12,1.3333333333333333,5.0,0.48148148148148145,1.25,0.415204678362573,0.4359605911330049,3.756578947368421,5.833886877368295,35.61912043459864,6.75578505058205,13.470606852256653,4.556373686166811,5.101829209506159,43.44177423101716,0.004,0.015,0.026,0.065,0.142,0.177,0.571,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,157,270,667,1446,1810,5833,2020-10-13,1.3333333333333333,5.0,0.48148148148148145,1.25,0.415204678362573,0.4359605911330049,3.756578947368421,5.833886877368295,35.61912043459864,6.806201356929677,13.511119955571711,4.556373686166811,5.107472825888356,43.531329512029394,0.004,0.015,0.026,0.065,0.142,0.177,0.571,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,158,271,673,1452,1821,5847,2020-10-14,1.3333333333333333,5.0,0.48148148148148145,1.2692307692307694,0.415204678362573,0.438423645320197,3.7499999999999996,5.833886877368295,35.84599381316297,6.831409510103491,13.632659265516883,4.575279801047172,5.13851271599044,43.63581067321033,0.004,0.015,0.026,0.066,0.142,0.178,0.57,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,159,271,676,1454,1826,5854,2020-10-15,1.3333333333333333,5.0,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.438423645320197,3.7499999999999996,5.833886877368295,36.07286719172729,6.831409510103491,13.69342892048947,4.581581839340625,5.1526217569459325,43.6880512538008,0.004,0.015,0.026,0.066,0.141,0.178,0.57,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,160,271,681,1460,1838,5870,2020-10-16,1.0,5.333333333333333,0.48148148148148145,1.2692307692307694,0.415204678362573,0.438423645320197,3.7434210526315788,5.833886877368295,36.29974057029161,6.831409510103491,13.794711678777114,4.600487954220985,5.186483455239115,43.80745829515044,0.003,0.016,0.026,0.066,0.142,0.178,0.569,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,161,273,681,1462,1841,5891,2020-10-17,1.0,5.333333333333333,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.438423645320197,3.7434210526315788,5.833886877368295,36.52661394885593,6.8818258164511175,13.794711678777114,4.606789992514439,5.194948879812411,43.96418003692185,0.003,0.016,0.026,0.066,0.141,0.178,0.569,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,161,275,686,1466,1852,5903,2020-10-18,1.0,5.333333333333333,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.438423645320197,3.7434210526315788,5.833886877368295,36.52661394885593,6.932242122798745,13.895994437064758,4.619394069101346,5.225988769914495,44.053735317934084,0.003,0.016,0.026,0.066,0.141,0.178,0.569,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,162,276,687,1471,1863,5924,2020-10-20,1.0,5.333333333333333,0.48148148148148145,1.2692307692307694,0.4122807017543859,0.4408866995073891,3.7434210526315788,5.833886877368295,36.75348732742026,6.957450275972558,13.916250988722286,4.635149164834979,5.257028660016578,44.21045705970549,0.003,0.016,0.026,0.066,0.141,0.179,0.569,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,162,280,690,1483,1895,5955,2020-10-22,1.0,5.0,0.5,1.2692307692307694,0.4122807017543859,0.44334975369458124,3.7302631578947367,5.833886877368295,36.75348732742026,7.058282888667813,13.977020643694873,4.672961394595699,5.347326522131731,44.44180820232042,0.003,0.015,0.027,0.066,0.141,0.18,0.567,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,164,282,692,1496,1935,6008,2020-10-25,1.0,5.0,0.5,1.25,0.4122807017543859,0.44827586206896547,3.7236842105263155,5.833886877368295,37.2072340845489,7.10869919501544,14.017533747009931,4.713924643503146,5.460198849775673,44.837344026791115,0.003,0.015,0.027,0.065,0.141,0.182,0.566,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,164,285,696,1515,1961,6040,2020-10-27,1.0,5.0,0.5,1.25,0.415204678362573,0.4507389162561576,3.7171052631578947,5.833886877368295,37.2072340845489,7.184323654536882,14.098559953640047,4.773794007290954,5.5335658627442355,45.07615810949041,0.003,0.015,0.027,0.065,0.142,0.183,0.565,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,165,286,701,1521,1982,6076,2020-10-29,1.0,5.0,0.5,1.25,0.4122807017543859,0.4532019704433497,3.7105263157894735,5.833886877368295,37.43410746311323,7.209531807710695,14.19984271192769,4.792700122171314,5.592823834757304,45.3448239525271,0.003,0.015,0.027,0.065,0.141,0.184,0.564,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,166,296,709,1543,2028,6156,2020-11-01,1.0,5.0,0.5,1.25,0.4122807017543859,0.4556650246305418,3.703947368421052,5.833886877368295,37.66098084167755,7.461613339448831,14.361895125187921,4.862022543399301,5.7226270115478375,45.94185915927532,0.003,0.015,0.027,0.065,0.141,0.185,0.563,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,165,296,712,1557,2056,6191,2020-11-03,1.0,5.0,0.5,1.25,0.4122807017543859,0.4605911330049261,3.697368421052632,5.833886877368295,37.43410746311323,7.461613339448831,14.422664780160506,4.906136811453475,5.801637640898597,46.203062062227666,0.003,0.015,0.027,0.065,0.141,0.187,0.562,0.003,0.003,0.054,0.052,0.342,0.406,0.152
36,171,301,715,1570,2098,6261,2020-11-05,1.0,5.0,0.5,1.2307692307692308,0.4122807017543859,0.4630541871921182,3.690789473684211,5.833886877368295,38.79534773449916,7.587654105317899,14.483434435133093,4.947100060360922,5.920153584924735,46.725467868132355,0.003,0.015,0.027,0.064,0.141,0.188,0.561,0.003,0.003,0.054,0.052,0.342,0.406,0.152
39,175,308,729,1602,2223,6359,2020-11-08,1.0,5.0,0.5,1.2307692307692308,0.40935672514619886,0.4778325123152709,3.6578947368421058,6.320044117148986,39.70284124875645,7.764111177534595,14.767026158338496,5.047932673056177,6.272879608812053,47.45683599639892,0.003,0.015,0.027,0.064,0.14,0.194,0.556,0.003,0.003,0.054,0.052,0.342,0.406,0.152
40,175,313,739,1604,2266,6407,2020-11-10,1.0,5.0,0.5,1.2307692307692308,0.4064327485380117,0.48275862068965514,3.6513157894736845,6.482096530409216,39.70284124875645,7.890151943403662,14.969591674913785,5.054234711349631,6.394217361029289,47.815057120447854,0.003,0.015,0.027,0.064,0.139,0.196,0.555,0.003,0.003,0.054,0.052,0.342,0.406,0.152
40,176,316,740,1622,2293,6447,2020-11-11,1.0,5.0,0.5,1.2307692307692308,0.4064327485380117,0.48522167487684725,3.6447368421052637,6.482096530409216,39.92971462732078,7.965776402925103,14.989848226571313,5.110953055990711,6.470406182188951,48.11357472382196,0.003,0.015,0.027,0.064,0.139,0.197,0.554,0.003,0.003,0.054,0.052,0.342,0.406,0.152
41,175,320,746,1619,2321,6496,2020-11-12,1.0,5.0,0.5,1.2307692307692308,0.40350877192982454,0.4876847290640394,3.6447368421052637,6.644148943669447,39.70284124875645,8.066609015620358,15.111387536516487,5.101499998550531,6.549416811539709,48.479258787955246,0.003,0.015,0.027,0.064,0.138,0.198,0.554,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,335,761,1648,2425,6634,2020-11-15,1.0,5.0,0.5185185185185185,1.2115384615384617,0.40058479532163743,0.4975369458128079,3.6315789473684212,6.8062013569296775,40.1565880058851,8.444731313227562,15.415235811379418,5.192879553805605,6.842884863413958,49.50914451959592,0.003,0.015,0.028,0.063,0.137,0.202,0.552,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,332,761,1652,2429,6664,2020-11-16,1.0,5.0,0.5185185185185185,1.2115384615384617,0.40058479532163743,0.49507389162561577,3.6381578947368425,6.8062013569296775,40.1565880058851,8.369106853706121,15.415235811379418,5.2054836303925125,6.854172096178352,49.7330327221265,0.003,0.015,0.028,0.063,0.137,0.201,0.553,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,335,768,1679,2473,6695,2020-11-17,1.0,5.0,0.5185185185185185,1.2115384615384617,0.40350877192982454,0.5,3.618421052631579,6.8062013569296775,40.1565880058851,8.444731313227562,15.55703167298212,5.290561147354133,6.978331656586687,49.964383864741436,0.003,0.015,0.028,0.063,0.138,0.203,0.55,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,337,770,1697,2500,6738,2020-11-18,1.0,4.666666666666667,0.5,1.2115384615384617,0.40350877192982454,0.5024630541871921,3.618421052631579,6.8062013569296775,40.1565880058851,8.495147619575189,15.597544776297177,5.347279491995214,7.054520477746348,50.2852902883686,0.003,0.014,0.027,0.063,0.138,0.204,0.55,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,340,776,1723,2553,6828,2020-11-19,1.0,4.666666666666667,0.5,1.1923076923076923,0.4064327485380117,0.5049261083743841,3.6118421052631584,6.8062013569296775,40.1565880058851,8.57077207909663,15.71908408624235,5.429205989810108,7.20407631187457,50.956954895960344,0.003,0.014,0.027,0.062,0.139,0.205,0.549,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,347,790,1760,2644,6913,2020-11-22,1.0,4.666666666666667,0.5,1.1923076923076923,0.4064327485380117,0.5147783251231527,3.585526315789474,6.8062013569296775,40.1565880058851,8.747229151313325,16.002675809447755,5.545793698238996,7.460860857264538,51.59130480313033,0.003,0.014,0.027,0.062,0.139,0.209,0.545,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,349,800,1792,2681,6942,2020-11-23,1.0,4.666666666666667,0.5,1.2115384615384617,0.40935672514619886,0.5172413793103448,3.572368421052632,6.8062013569296775,40.1565880058851,8.797645457660952,16.205241326023042,5.64662631093425,7.565267760335184,51.80773006557656,0.003,0.014,0.027,0.063,0.14,0.21,0.543,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,347,811,1846,2739,6983,2020-11-24,1.0,4.666666666666667,0.5,1.2115384615384617,0.4181286549707602,0.522167487684729,3.546052631578948,6.8062013569296775,40.1565880058851,8.747229151313325,16.428063394255858,5.8167813448574925,7.728932635418899,52.11371060903502,0.003,0.014,0.027,0.063,0.143,0.212,0.539,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,352,826,1875,2790,7091,2020-11-26,1.0,4.333333333333333,0.5,1.2115384615384617,0.4181286549707602,0.522167487684729,3.546052631578948,6.8062013569296775,40.1565880058851,8.873269917182393,16.73191166911879,5.908160900112566,7.872844853164924,52.91970813814511,0.003,0.013,0.027,0.063,0.143,0.212,0.539,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,354,852,1959,2912,7223,2020-11-29,1.0,4.333333333333333,0.48148148148148145,1.2115384615384617,0.42397660818713445,0.5295566502463054,3.5131578947368425,6.8062013569296775,40.1565880058851,8.923686223530021,17.25858201221454,6.17284650843761,8.217105452478947,53.90481622927967,0.003,0.013,0.026,0.063,0.145,0.215,0.534,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,357,861,1990,2986,7332,2020-12-01,1.0,4.333333333333333,0.48148148148148145,1.2115384615384617,0.42397660818713445,0.5344827586206896,3.5065789473684212,6.8062013569296775,40.1565880058851,8.999310683051462,17.440890977132298,6.270528101986137,8.425919258620238,54.718276698474114,0.003,0.013,0.026,0.063,0.145,0.217,0.533,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,365,875,2054,3078,7498,2020-12-03,1.0,4.333333333333333,0.48148148148148145,1.1923076923076923,0.42690058479532156,0.5369458128078818,3.5000000000000004,6.8062013569296775,40.1565880058851,9.20097590844197,17.724482700337703,6.4721933273766465,8.685525612201303,55.957124752476666,0.003,0.013,0.026,0.062,0.146,0.218,0.532,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,379,917,2223,3266,7805,2020-12-06,1.0,4.0,0.48148148148148145,1.1923076923076923,0.43859649122807015,0.5443349753694581,3.467105263157895,6.8062013569296775,40.1565880058851,9.553890052875362,18.575257869953912,7.004715563173459,9.21602555212783,58.24824735837295,0.003,0.012,0.026,0.062,0.15,0.221,0.527,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,385,932,2275,3340,7916,2020-12-08,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.4539473684210527,6.8062013569296775,40.1565880058851,9.705138971918243,18.879106144816845,7.168568558803248,9.424839358269121,59.0766337077361,0.003,0.012,0.026,0.062,0.151,0.222,0.525,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,391,941,2294,3376,8003,2020-12-10,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.460526315789474,6.8062013569296775,40.1565880058851,9.856387890961125,19.061415109734604,7.228437922591055,9.526424453148667,59.72590949507479,0.003,0.012,0.026,0.062,0.151,0.222,0.526,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,391,941,2294,3376,8003,2020-12-13,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.460526315789474,6.8062013569296775,40.1565880058851,9.856387890961125,19.061415109734604,7.228437922591055,9.526424453148667,59.72590949507479,0.003,0.012,0.026,0.062,0.151,0.222,0.526,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,391,941,2294,3376,8003,2020-12-15,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.460526315789474,6.8062013569296775,40.1565880058851,9.856387890961125,19.061415109734604,7.228437922591055,9.526424453148667,59.72590949507479,0.003,0.012,0.026,0.062,0.151,0.222,0.526,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,391,941,2294,3376,8003,2020-12-17,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.460526315789474,6.8062013569296775,40.1565880058851,9.856387890961125,19.061415109734604,7.228437922591055,9.526424453148667,59.72590949507479,0.003,0.012,0.026,0.062,0.151,0.222,0.526,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,391,941,2294,3376,8003,2020-12-20,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.460526315789474,6.8062013569296775,40.1565880058851,9.856387890961125,19.061415109734604,7.228437922591055,9.526424453148667,59.72590949507479,0.003,0.012,0.026,0.062,0.151,0.222,0.526,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,391,941,2294,3376,8003,2020-12-22,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.460526315789474,6.8062013569296775,40.1565880058851,9.856387890961125,19.061415109734604,7.228437922591055,9.526424453148667,59.72590949507479,0.003,0.012,0.026,0.062,0.151,0.222,0.526,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,391,941,2294,3376,8003,2020-12-24,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.460526315789474,6.8062013569296775,40.1565880058851,9.856387890961125,19.061415109734604,7.228437922591055,9.526424453148667,59.72590949507479,0.003,0.012,0.026,0.062,0.151,0.222,0.526,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,391,941,2294,3376,8003,2020-12-26,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.460526315789474,6.8062013569296775,40.1565880058851,9.856387890961125,19.061415109734604,7.228437922591055,9.526424453148667,59.72590949507479,0.003,0.012,0.026,0.062,0.151,0.222,0.526,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,391,941,2294,3376,8003,2021-01-01,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.460526315789474,6.8062013569296775,40.1565880058851,9.856387890961125,19.061415109734604,7.228437922591055,9.526424453148667,59.72590949507479,0.003,0.012,0.026,0.062,0.151,0.222,0.526,0.003,0.003,0.054,0.052,0.342,0.406,0.152
42,177,391,941,2294,3376,8003,2021-01-03,1.0,4.0,0.48148148148148145,1.1923076923076923,0.44152046783625726,0.5467980295566502,3.460526315789474,6.8062013569296775,40.1565880058851,9.856387890961125,19.061415109734604,7.228437922591055,9.526424453148667,59.72590949507479,0.003,0.012,0.026,0.062,0.151,0.222,0.526,0.003,0.003,0.054,0.052,0.342,0.406,0.152
