Native American,Native Hawaiian/Pacific Islander,Multi-Race,Black,Asian,White,Hispanic,date,Native American_discrepancy,Native Hawaiian/Pacific Islander_discrepancy,Multi-Race_discrepancy,Black_discrepancy,Asian_discrepancy,White_discrepancy,Hispanic_discrepancy,Native American_rates,Native Hawaiian/Pacific Islander_rates,Multi-Race_rates,Black_rates,Asian_rates,White_rates,Hispanic_rates,Native American_covidperc,Native Hawaiian/Pacific Islander_covidperc,Multi-Race_covidperc,Black_covidperc,Asian_covidperc,White_covidperc,Hispanic_covidperc,Native American_demperc,Native Hawaiian/Pacific Islander_demperc,Multi-Race_demperc,Black_demperc,Asian_demperc,White_demperc,Hispanic_demperc
18,39,72,216,474,625,2019,2020-07-06,1.6666666666666667,3.6666666666666665,0.3888888888888889,1.1923076923076923,0.40058479532163743,0.44334975369458124,3.8355263157894735,2.9169434386841475,8.84806176400858,1.8149870285145806,4.375415158026221,1.493583075548457,1.763630119436587,15.067676030308133,0.005,0.011,0.021,0.062,0.137,0.18,0.583,0.003,0.003,0.054,0.052,0.342,0.406,0.152
18,39,72,216,474,625,2019,2020-07-07,1.6666666666666667,3.6666666666666665,0.3888888888888889,1.1923076923076923,0.40058479532163743,0.44334975369458124,3.8355263157894735,2.9169434386841475,8.84806176400858,1.8149870285145806,4.375415158026221,1.493583075548457,1.763630119436587,15.067676030308133,0.005,0.011,0.021,0.062,0.137,0.18,0.583,0.003,0.003,0.054,0.052,0.342,0.406,0.152
19,43,80,223,484,650,2072,2020-07-08,1.6666666666666667,4.0,0.4074074074074074,1.1923076923076923,0.39766081871345027,0.44827586206896547,3.81578947368421,3.0789958519443776,9.75555527826587,2.0166522539050895,4.517211019628923,1.5250932670157238,1.8341753242140504,15.463211854778828,0.005,0.012,0.022,0.062,0.136,0.182,0.58,0.003,0.003,0.054,0.052,0.342,0.406,0.152
19,42,84,235,510,692,2156,2020-07-09,1.6666666666666667,3.6666666666666665,0.4074074074074074,1.2115384615384617,0.39766081871345027,0.4556650246305418,3.7960526315789473,3.0789958519443776,9.528681899701548,2.117484866600344,4.760289639519268,1.6070197648306181,1.9526912682401891,16.090098821864455,0.005,0.011,0.022,0.063,0.136,0.185,0.577,0.003,0.003,0.054,0.052,0.342,0.406,0.152
19,43,86,245,513,715,2204,2020-07-10,1.6666666666666667,3.6666666666666665,0.4074074074074074,1.2307692307692308,0.391812865497076,0.4605911330049261,3.789473684210526,3.0789958519443776,9.75555527826587,2.167901172947971,4.962855156094556,1.6164728222707982,2.0175928566354555,16.448319945913386,0.005,0.011,0.022,0.064,0.134,0.187,0.576,0.003,0.003,0.054,0.052,0.342,0.406,0.152
20,44,87,250,523,730,2237,2020-07-11,1.6666666666666667,3.6666666666666665,0.4074074074074074,1.2307692307692308,0.391812865497076,0.4630541871921182,3.782894736842105,3.241048265204608,9.982428656830194,2.193109326121785,5.064137914382201,1.6479830137380653,2.0599199795019336,16.694596968697027,0.005,0.011,0.022,0.064,0.134,0.188,0.575,0.003,0.003,0.054,0.052,0.342,0.406,0.152
20,45,88,253,527,747,2281,2020-07-12,1.6666666666666667,3.6666666666666665,0.4074074074074074,1.2307692307692308,0.3888888888888889,0.46551724137931033,3.789473684210526,3.241048265204608,10.209302035394517,2.218317479295598,5.124907569354787,1.6605870903249722,2.1078907187506086,17.022966332408544,0.005,0.011,0.022,0.064,0.133,0.189,0.576,0.003,0.003,0.054,0.052,0.342,0.406,0.152
20,47,88,255,530,757,2312,2020-07-13,1.6666666666666667,4.0,0.4074074074074074,1.2307692307692308,0.38596491228070173,0.46551724137931033,3.7960526315789473,3.241048265204608,10.663048792523162,2.218317479295598,5.165420672669844,1.6700401477651523,2.136108800661594,17.25431747502348,0.005,0.012,0.022,0.064,0.132,0.189,0.577,0.003,0.003,0.054,0.052,0.342,0.406,0.152
20,47,89,259,537,765,2337,2020-07-14,1.6666666666666667,4.0,0.4074074074074074,1.2307692307692308,0.38596491228070173,0.46551724137931033,3.789473684210526,3.241048265204608,10.663048792523162,2.243525632469412,5.24644687929996,1.692097281792239,2.1586832661903825,17.440890977132298,0.005,0.012,0.022,0.064,0.132,0.189,0.576,0.003,0.003,0.054,0.052,0.342,0.406,0.152
20,48,94,269,542,790,2409,2020-07-15,1.6666666666666667,4.0,0.42592592592592593,1.2307692307692308,0.38011695906432746,0.46551724137931033,3.7960526315789473,3.241048265204608,10.889922171087484,2.3695663983384803,5.449012395875248,1.7078523775258727,2.229228470967846,17.978222663205692,0.005,0.012,0.023,0.064,0.13,0.189,0.577,0.003,0.003,0.054,0.052,0.342,0.406,0.152
20,50,95,274,552,818,2471,2020-07-16,1.6666666666666667,4.0,0.4074074074074074,1.2307692307692308,0.37719298245614036,0.47044334975369456,3.7960526315789473,3.241048265204608,11.343668928216129,2.3947745515122936,5.5502951541628915,1.7393625689931396,2.308239100318605,18.440924948435562,0.005,0.012,0.022,0.064,0.129,0.191,0.577,0.003,0.003,0.054,0.052,0.342,0.406,0.152
20,51,99,280,558,833,2551,2020-07-17,1.6666666666666667,4.0,0.42592592592592593,1.2307692307692308,0.37134502923976603,0.46798029556650245,3.8223684210526314,3.241048265204608,11.570542306780451,2.495607164207548,5.6718344641080645,1.7582686838734998,2.350566223185083,19.03796015518378,0.005,0.012,0.023,0.064,0.127,0.19,0.581,0.003,0.003,0.054,0.052,0.342,0.406,0.152
20,55,100,283,567,842,2591,2020-07-18,1.3333333333333333,4.0,0.4074074074074074,1.2115384615384617,0.37134502923976603,0.46551724137931033,3.8223684210526314,3.241048265204608,12.478035821037741,2.520815317381362,5.7326041190806505,1.78662785619404,2.37596249690497,19.336477758557887,0.004,0.012,0.022,0.063,0.127,0.189,0.581,0.003,0.003,0.054,0.052,0.342,0.406,0.152
22,55,103,290,577,856,2637,2020-07-19,1.6666666666666667,4.0,0.42592592592592593,1.2307692307692308,0.37134502923976603,0.46551724137931033,3.8223684210526314,3.565153091725069,12.478035821037741,2.5964397769028027,5.874399980683353,1.8181380476613072,2.4154678115803496,19.67977300243811,0.005,0.012,0.023,0.064,0.127,0.189,0.581,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,56,105,295,580,869,2671,2020-07-20,1.6666666666666667,4.0,0.42592592592592593,1.2307692307692308,0.3684210526315789,0.46551724137931033,3.8223684210526314,3.7272055049852995,12.704909199602064,2.6468560832504298,5.975682738970996,1.8275911051014873,2.4521513180646304,19.933512965306104,0.005,0.012,0.023,0.064,0.126,0.189,0.581,0.003,0.003,0.054,0.052,0.342,0.406,0.152
22,56,109,302,586,885,2718,2020-07-21,1.6666666666666667,4.0,0.42592592592592593,1.25,0.36549707602339176,0.46551724137931033,3.8223684210526314,3.565153091725069,12.704909199602064,2.7476886959456843,6.1174786005736985,1.8464972199818475,2.4973002491222074,20.284271149270683,0.005,0.012,0.023,0.065,0.125,0.189,0.581,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,57,111,312,594,898,2758,2020-07-22,1.6666666666666667,4.0,0.42592592592592593,1.2692307692307694,0.36549707602339176,0.46551724137931033,3.81578947368421,3.7272055049852995,12.931782578166388,2.798105002293312,6.320044117148986,1.8717053731556612,2.533983755606488,20.58278875264479,0.005,0.012,0.023,0.066,0.125,0.189,0.58,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,58,112,321,600,915,2804,2020-07-23,1.6666666666666667,4.0,0.42592592592592593,1.2692307692307694,0.36257309941520466,0.46551724137931033,3.81578947368421,3.7272055049852995,13.15865595673071,2.823313155467125,6.502353082066746,1.8906114880360214,2.581954494855163,20.926083996525016,0.005,0.012,0.023,0.066,0.124,0.189,0.58,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,60,115,327,610,929,2867,2020-07-24,1.6666666666666667,4.0,0.42592592592592593,1.2692307692307694,0.36257309941520466,0.4630541871921182,3.8223684210526314,3.7272055049852995,13.612402713859355,2.898937614988566,6.623892392011918,1.9221216795032883,2.621459809530543,21.396249221839238,0.005,0.012,0.023,0.066,0.124,0.188,0.581,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,64,118,340,618,945,2930,2020-07-25,1.6666666666666667,4.333333333333333,0.42592592592592593,1.2884615384615385,0.3596491228070175,0.4630541871921182,3.8289473684210527,3.7272055049852995,14.519896228116645,2.9745620745100068,6.887227563559793,1.947329832677102,2.6666087405881194,21.866414447153456,0.005,0.013,0.023,0.067,0.123,0.188,0.582,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,63,119,352,625,951,2973,2020-07-26,1.6666666666666667,4.0,0.42592592592592593,1.326923076923077,0.3567251461988304,0.45812807881773393,3.8289473684210527,3.7272055049852995,14.293022849552322,2.9997702276838205,7.130306183450138,1.969386966704189,2.683539589734711,22.187320870780624,0.005,0.012,0.023,0.069,0.122,0.186,0.582,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,72,122,357,635,986,3074,2020-07-28,1.3333333333333333,4.666666666666667,0.42592592592592593,1.307692307692308,0.3538011695906432,0.4605911330049261,3.8355263157894735,3.7272055049852995,16.334883256631226,3.0753946872052613,7.231588941737782,2.000897158171456,2.78230287642316,22.94107781930025,0.004,0.014,0.023,0.068,0.121,0.187,0.583,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,73,127,367,662,1024,3165,2020-07-29,1.3333333333333333,4.333333333333333,0.42592592592592593,1.2884615384615385,0.3567251461988304,0.4630541871921182,3.8289473684210527,3.7272055049852995,16.561756635195547,3.2014354530743296,7.4341544583130705,2.0859746751330768,2.889531587684904,23.620205366976347,0.004,0.013,0.023,0.067,0.122,0.188,0.582,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,77,128,381,666,1042,3253,2020-07-30,1.3333333333333333,4.666666666666667,0.42592592592592593,1.307692307692308,0.3508771929824561,0.4605911330049261,3.8421052631578947,3.7272055049852995,17.46925014945284,3.226643606248143,7.717746181518473,2.098578751719984,2.940324135124678,24.276944094399386,0.004,0.014,0.023,0.068,0.12,0.187,0.584,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,80,135,389,690,1078,3406,2020-08-01,1.3333333333333333,4.666666666666667,0.42592592592592593,1.2884615384615385,0.34795321637426896,0.45812807881773393,3.861842105263158,3.7272055049852995,18.149870285145806,3.4031006784648383,7.879798594778704,2.1742032112414247,3.0419092300042254,25.418773927305352,0.004,0.014,0.023,0.067,0.119,0.186,0.587,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,80,135,389,690,1078,3406,2020-08-02,1.3333333333333333,4.666666666666667,0.42592592592592593,1.2884615384615385,0.34795321637426896,0.45812807881773393,3.861842105263158,3.7272055049852995,18.149870285145806,3.4031006784648383,7.879798594778704,2.1742032112414247,3.0419092300042254,25.418773927305352,0.004,0.014,0.023,0.067,0.119,0.186,0.587,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,91,150,432,752,1141,3698,2020-08-06,1.3333333333333333,4.666666666666667,0.4444444444444445,1.326923076923077,0.3508771929824561,0.44581280788177335,3.8684210526315788,3.7272055049852995,20.645477449353354,3.781222976072043,8.750830316052442,2.3695663983384803,3.219683146043433,27.597952431936342,0.004,0.014,0.024,0.069,0.12,0.181,0.588,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,92,149,446,770,1151,3750,2020-08-07,1.3333333333333333,4.666666666666667,0.42592592592592593,1.3461538461538463,0.3538011695906432,0.44334975369458124,3.8684210526315788,3.7272055049852995,20.87235082791768,3.756014822898229,9.034422039257846,2.426284742979561,3.2479012279544186,27.986025316322685,0.004,0.014,0.023,0.07,0.121,0.18,0.588,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,93,151,451,783,1163,3824,2020-08-08,1.3333333333333333,4.666666666666667,0.42592592592592593,1.3461538461538463,0.3538011695906432,0.4408866995073891,3.875,3.7272055049852995,21.099224206482,3.806431129245856,9.13570479754549,2.467247991887008,3.281762926247601,28.538282882564786,0.004,0.014,0.023,0.07,0.121,0.179,0.589,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,98,161,469,818,1217,4044,2020-08-12,1.0,4.666666666666667,0.4444444444444445,1.326923076923077,0.3508771929824561,0.438423645320197,3.8947368421052633,3.7272055049852995,22.233591099303613,4.058512660983992,9.500322727381008,2.5775336620224425,3.434140568566922,30.180129701122382,0.003,0.014,0.024,0.069,0.12,0.178,0.592,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,99,166,474,826,1225,4120,2020-08-13,1.0,4.666666666666667,0.4444444444444445,1.307692307692308,0.34795321637426896,0.4359605911330049,3.9078947368421053,3.7272055049852995,22.460464477867934,4.184553426853061,9.601605485668651,2.6027418151962562,3.4567150340957107,30.74731314753319,0.003,0.014,0.024,0.068,0.119,0.177,0.594,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,102,169,478,833,1238,4176,2020-08-14,1.0,5.0,0.4444444444444445,1.307692307692308,0.34795321637426896,0.4334975369458128,3.914473684210526,3.7272055049852995,23.141084613560903,4.2601778863745015,9.682631692298767,2.624798949223343,3.4933985405799914,31.165237792256942,0.003,0.015,0.024,0.068,0.119,0.176,0.595,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,102,169,478,833,1238,4176,2020-08-15,1.0,5.0,0.4444444444444445,1.307692307692308,0.34795321637426896,0.4334975369458128,3.914473684210526,3.7272055049852995,23.141084613560903,4.2601778863745015,9.682631692298767,2.624798949223343,3.4933985405799914,31.165237792256942,0.003,0.015,0.024,0.068,0.119,0.176,0.595,0.003,0.003,0.054,0.052,0.342,0.406,0.152
23,105,173,485,843,1256,4255,2020-08-16,1.0,5.0,0.4444444444444445,1.307692307692308,0.34502923976608185,0.4334975369458128,3.9210526315789473,3.7272055049852995,23.821704749253872,4.361010499069756,9.824427553901469,2.65630914069061,3.5441910880197653,31.754810058920807,0.003,0.015,0.024,0.068,0.118,0.176,0.596,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,120,191,525,940,1322,4543,2020-08-22,1.3333333333333333,5.333333333333333,0.462962962962963,1.307692307692308,0.3567251461988304,0.42364532019704426,3.8947368421052633,5.509782050847834,27.22480542771871,4.814757256198401,10.634689620202622,2.9619579979231,3.730430428632269,33.90413680321439,0.004,0.016,0.025,0.068,0.122,0.172,0.592,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,123,194,532,947,1328,4579,2020-08-23,1.3333333333333333,5.333333333333333,0.462962962962963,1.326923076923077,0.3567251461988304,0.42364532019704426,3.8947368421052633,5.509782050847834,27.905425563411676,4.890381715719842,10.776485481805322,2.984015131950187,3.74736127777886,34.172802646251085,0.004,0.016,0.025,0.069,0.122,0.172,0.592,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,123,195,533,961,1331,4602,2020-08-24,1.3333333333333333,5.333333333333333,0.462962962962963,1.326923076923077,0.36257309941520466,0.4211822660098522,3.8947368421052633,5.509782050847834,27.905425563411676,4.9155898688936555,10.796742033462852,3.028129400004361,3.755826702352156,34.344450268191196,0.004,0.016,0.025,0.069,0.124,0.171,0.592,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,127,197,536,976,1342,4643,2020-08-25,1.3333333333333333,5.333333333333333,0.462962962962963,1.307692307692308,0.36257309941520466,0.4211822660098522,3.888157894736842,5.509782050847834,28.81291907766897,4.966006175241283,10.857511688435437,3.0753946872052613,3.7868665924542397,34.65043081164966,0.004,0.016,0.025,0.068,0.124,0.171,0.591,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,129,200,538,982,1348,4691,2020-08-26,1.3333333333333333,5.333333333333333,0.462962962962963,1.307692307692308,0.36257309941520466,0.4187192118226601,3.8947368421052633,5.509782050847834,29.266665834797614,5.041630634762724,10.898024791750496,3.0943008020856215,3.803797441600831,35.00865193569859,0.004,0.016,0.025,0.068,0.124,0.17,0.592,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,130,201,543,995,1353,4713,2020-08-27,1.3333333333333333,5.333333333333333,0.462962962962963,1.307692307692308,0.36549707602339176,0.4187192118226601,3.888157894736842,5.509782050847834,29.493539213361935,5.066838787936537,10.99930755003814,3.1352640509930687,3.8179064825563236,35.17283661755435,0.004,0.016,0.025,0.068,0.125,0.17,0.591,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,131,208,548,1006,1365,4786,2020-08-28,1.3333333333333333,5.333333333333333,0.48148148148148145,1.307692307692308,0.36549707602339176,0.41625615763546797,3.8947368421052633,5.509782050847834,29.72041259192626,5.243295860153233,11.100590308325783,3.1699252616070623,3.851768180849506,35.7176312437121,0.004,0.016,0.026,0.068,0.125,0.169,0.592,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,133,209,551,1020,1378,4833,2020-08-29,1.3333333333333333,5.333333333333333,0.48148148148148145,1.307692307692308,0.36549707602339176,0.41625615763546797,3.8947368421052633,5.347729637587603,30.174159349054904,5.268504013327046,11.16135996329837,3.2140395296612363,3.888451687333787,36.06838942767668,0.004,0.016,0.026,0.068,0.125,0.169,0.592,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,133,210,553,1033,1389,4873,2020-08-30,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.3684210526315789,0.41625615763546797,3.901315789473684,5.347729637587603,30.174159349054904,5.2937121665008595,11.201873066613427,3.2550027785686835,3.919491577435871,36.366907031050786,0.004,0.016,0.026,0.067,0.126,0.169,0.593,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,132,210,553,1041,1397,4906,2020-08-31,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.3684210526315789,0.41625615763546797,3.901315789473684,5.347729637587603,29.94728597049058,5.2937121665008595,11.201873066613427,3.2802109317424972,3.9420660429646595,36.61318405383442,0.004,0.016,0.025,0.067,0.126,0.169,0.593,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,133,211,559,1052,1411,4925,2020-09-01,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.3684210526315789,0.4187192118226601,3.8947368421052633,5.347729637587603,30.174159349054904,5.318920319674674,11.3234123765586,3.314872142356491,3.9815713576400387,36.754979915437126,0.004,0.016,0.025,0.067,0.126,0.17,0.592,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,135,213,566,1064,1418,4965,2020-09-02,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.37134502923976603,0.41625615763546797,3.888157894736842,5.347729637587603,30.62790610618355,5.3693366260223,11.465208238161301,3.3526843721172113,4.001324014977729,37.053497518811234,0.004,0.016,0.025,0.067,0.127,0.169,0.591,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,136,213,570,1072,1433,4990,2020-09-03,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.37134502923976603,0.4187192118226601,3.888157894736842,5.347729637587603,30.85477948474787,5.3693366260223,11.546234444791416,3.377892525291025,4.043651137844207,37.240071020920055,0.004,0.016,0.025,0.067,0.127,0.17,0.591,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,138,215,575,1090,1444,5032,2020-09-04,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.3742690058479532,0.41625615763546797,3.881578947368421,5.347729637587603,31.308526241876518,5.419752932369928,11.647517203079062,3.4346108699321056,4.07469102794629,37.55351450446287,0.004,0.016,0.025,0.067,0.128,0.169,0.59,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,139,215,578,1112,1453,5068,2020-09-05,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.37719298245614036,0.41625615763546797,3.875,5.347729637587603,31.535399620440838,5.419752932369928,11.708286858051647,3.503933291160093,4.100087301666178,37.82218034749957,0.004,0.016,0.025,0.067,0.129,0.169,0.589,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,141,217,582,1121,1461,5104,2020-09-06,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.37719298245614036,0.41625615763546797,3.875,5.347729637587603,31.989146377569483,5.470169238717555,11.789313064681762,3.5322924634806334,4.122661767194966,38.09084619053626,0.004,0.016,0.025,0.067,0.129,0.169,0.589,0.003,0.003,0.054,0.052,0.342,0.406,0.152
33,141,217,582,1121,1461,5104,2020-09-07,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.37719298245614036,0.41625615763546797,3.875,5.347729637587603,31.989146377569483,5.470169238717555,11.789313064681762,3.5322924634806334,4.122661767194966,38.09084619053626,0.004,0.016,0.025,0.067,0.129,0.169,0.589,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,142,221,587,1138,1474,5140,2020-09-08,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.38011695906432746,0.41625615763546797,3.8684210526315788,5.509782050847834,32.216019756133804,5.5710018514128095,11.890595822969406,3.5858597889749873,4.1593452736792464,38.35951203357296,0.004,0.016,0.025,0.067,0.13,0.169,0.588,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,143,223,591,1145,1480,5158,2020-09-09,1.3333333333333333,5.333333333333333,0.462962962962963,1.2884615384615385,0.38011695906432746,0.41625615763546797,3.8684210526315788,5.509782050847834,32.44289313469813,5.621418157760437,11.971622029599521,3.6079169230020742,4.176276122825838,38.49384495509131,0.004,0.016,0.025,0.067,0.13,0.169,0.588,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,143,228,592,1164,1496,5176,2020-09-10,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.38596491228070173,0.41625615763546797,3.8552631578947367,5.509782050847834,32.44289313469813,5.747458923629505,11.991878581257051,3.6677862867898816,4.221425053883415,38.628177876609655,0.004,0.016,0.026,0.067,0.132,0.169,0.586,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,143,229,595,1173,1504,5213,2020-09-11,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.38596491228070173,0.41625615763546797,3.8552631578947367,5.509782050847834,32.44289313469813,5.772667076803319,12.052648236229636,3.6961454591104217,4.243999519412203,38.90430665973071,0.004,0.016,0.026,0.067,0.132,0.169,0.586,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,145,230,597,1186,1511,5233,2020-09-12,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.3888888888888889,0.41625615763546797,3.8552631578947367,5.509782050847834,32.89663989182677,5.797875229977132,12.093161339544695,3.737108708017869,4.263752176749893,39.05356546141776,0.004,0.016,0.026,0.067,0.133,0.169,0.586,0.003,0.003,0.054,0.052,0.342,0.406,0.152
34,146,232,605,1207,1526,5255,2020-09-13,1.3333333333333333,5.333333333333333,0.48148148148148145,1.2884615384615385,0.391812865497076,0.41625615763546797,3.8421052631578947,5.509782050847834,33.12351327039109,5.848291536324759,12.255213752804925,3.80328011009913,4.306079299616371,39.21775014327352,0.004,0.016,0.026,0.067,0.134,0.169,0.584,0.003,0.003,0.054,0.052,0.342,0.406,0.152
