Hispanic,White,Asian,Black,Multi-Race,American Indian/Alaska Native,Native Hawaiian/Pacific Islander,date,Hispanic_discrepancy,White_discrepancy,Asian_discrepancy,Black_discrepancy,Multi-Race_discrepancy,American Indian/Alaska Native_discrepancy,Native Hawaiian/Pacific Islander_discrepancy,Hispanic_rates,White_rates,Asian_rates,Black_rates,Multi-Race_rates,American Indian/Alaska Native_rates,Native Hawaiian/Pacific Islander_rates,Hispanic_covidperc,White_covidperc,Asian_covidperc,Black_covidperc,Multi-Race_covidperc,American Indian/Alaska Native_covidperc,Native Hawaiian/Pacific Islander_covidperc,Hispanic_demperc,White_demperc,Asian_demperc,Black_demperc,Multi-Race_demperc,American Indian/Alaska Native_demperc,Native Hawaiian/Pacific Islander_demperc,Other
8823,5504,2125,1344,153,61,86,2020-11-16,1.2374779517699175,0.831026269126891,0.8098570078356048,1.3503737641668676,0.27450997278583483,0.9631173424276872,1.3201198546026134,0.5667461690330211,0.3816401839702747,0.34697307259464594,0.5233044740844643,0.09680548725390622,0.09648912945242287,0.43530833484109466,0.4875663129973475,0.3041556145004421,0.11742926613616268,0.07427055702917772,0.008454907161803714,0.0033709106984969052,0.004752431476569408,0.394,0.366,0.145,0.055,0.0308,0.0035,0.0036,0.0025
8823,5504,2125,1344,153,61,86,2020-11-17,1.2374779517699175,0.831026269126891,0.8098570078356048,1.3503737641668676,0.27450997278583483,0.9631173424276872,1.3201198546026134,0.5667461690330211,0.3816401839702747,0.34697307259464594,0.5233044740844643,0.09680548725390622,0.09648912945242287,0.43530833484109466,0.4875663129973475,0.3041556145004421,0.11742926613616268,0.07427055702917772,0.008454907161803714,0.0033709106984969052,0.004752431476569408,0.394,0.366,0.145,0.055,0.0308,0.0035,0.0036,0.0025
8900,5552,2146,1352,156,63,88,2020-11-18,1.2372696766889217,0.8308812459387537,0.8106479706413978,1.3464325016058598,0.27742427917703155,0.9859232075368352,1.3389080596179244,0.5716922707008827,0.3849684413886202,0.3504019829591106,0.5264193816683005,0.09870363406280634,0.09965270746725641,0.44543178448856197,0.48748425261543515,0.30410253601358384,0.11754395574300268,0.07405378758832229,0.008544667798652572,0.0034507312263789233,0.004820069014624528,0.394,0.366,0.145,0.055,0.0308,0.0035,0.0036,0.0025
8900,5552,2146,1352,156,63,88,2020-11-19,1.2372696766889217,0.8308812459387537,0.8106479706413978,1.3464325016058598,0.27742427917703155,0.9859232075368352,1.3389080596179244,0.5716922707008827,0.3849684413886202,0.3504019829591106,0.5264193816683005,0.09870363406280634,0.09965270746725641,0.44543178448856197,0.48748425261543515,0.30410253601358384,0.11754395574300268,0.07405378758832229,0.008544667798652572,0.0034507312263789233,0.004820069014624528,0.394,0.366,0.145,0.055,0.0308,0.0035,0.0036,0.0025
9022,5617,2178,1369,157,64,89,2020-11-22,1.2380232027119598,0.8297466768771153,0.8121047607684048,1.3457455174583204,0.27559486361389474,0.9886307464162135,1.3366253364090734,0.5795289512655465,0.38947545664262956,0.3556269892287712,0.5330385602839521,0.09933634966577305,0.10123449647467317,0.4504935093122956,0.4877811418685121,0.3036872837370242,0.11775519031141868,0.07401600346020762,0.008488321799307958,0.0034602076124567475,0.004811851211072664,0.394,0.366,0.145,0.055,0.0308,0.0035,0.0036,0.0025
9045,5633,2178,1371,156,64,89,2020-11-23,1.2385009059062457,0.83031454372646,0.8103522688375278,1.3448032330207558,0.2732485468782404,0.9864973179604167,1.333740948544574,0.5810063582572453,0.39058487578207807,0.3556269892287712,0.5338172871799112,0.09870363406280634,0.10123449647467317,0.4504935093122956,0.48796935692706084,0.3038951230038843,0.11750107898144152,0.07396417781614156,0.008416055243849805,0.0034527406128614588,0.004801467414760466,0.394,0.366,0.145,0.055,0.0308,0.0035,0.0036,0.0025
9045,5633,2178,1371,156,64,89,2020-11-24,1.2385009059062457,0.83031454372646,0.8103522688375278,1.3448032330207558,0.2732485468782404,0.9864973179604167,1.333740948544574,0.5810063582572453,0.39058487578207807,0.3556269892287712,0.5338172871799112,0.09870363406280634,0.10123449647467317,0.4504935093122956,0.48796935692706084,0.3038951230038843,0.11750107898144152,0.07396417781614156,0.008416055243849805,0.0034527406128614588,0.004801467414760466,0.394,0.366,0.145,0.055,0.0308,0.0035,0.0036,0.0025
9154,5722,2204,1380,159,64,90,2020-11-26,1.2376020102312397,0.8327853716199203,0.8096734672135515,1.336542326261604,0.27498735749947595,0.9740432688283325,1.331699781601236,0.5880079826961663,0.3967560197452602,0.3598723068228704,0.5373215582117268,0.10060178087170646,0.10123449647467317,0.4555552341360293,0.4876151920311085,0.30479944601289083,0.11740265274596495,0.07350982794438822,0.00846961061098386,0.0034091514408991636,0.004794119213764449,0.394,0.366,0.145,0.055,0.0308,0.0035,0.0036,0.0025
9227,5768,2223,1388,162,64,93,2020-11-29,1.2374521387523554,0.8327377987598443,0.8100942923518426,1.3334934550258195,0.2779255091012026,0.9662200415172675,1.3650374284456186,0.5926971440176454,0.39994559977117455,0.36297465429548137,0.5404364657955629,0.10249992768060659,0.10123449647467317,0.47074040860723027,0.487556142668428,0.304782034346103,0.11746367239101717,0.07334214002642007,0.00856010568031704,0.003381770145310436,0.004914134742404227,0.394,0.366,0.145,0.055,0.0308,0.0035,0.0036,0.0025
9245,5794,2234,1391,163,64,93,2020-12-01,1.236012800520235,0.8338917558415601,0.8115727218565181,1.332222349921465,0.2787720075962806,0.9632171452651858,1.3607950554853212,0.5938533755763663,0.4017484058727783,0.3647707502006772,0.5416045561395014,0.1031326432835733,0.10123449647467317,0.47074040860723027,0.4869890434049726,0.305204382638011,0.11767804466919511,0.07327222924568057,0.008586177833965444,0.00337126000842815,0.004898862199747156,0.394,0.366,0.145,0.055,0.0308,0.0035,0.0036,
