state,county,n,features,coef,R2,nrmse,rmse,low_nrmse,up_nrmse,low_rmse,up_rmse
california,imperial,199,constant,0.0,0.9313841214962197,0.10740706165498824,1.60648102464514,0.07944224590148716,0.15578214896370418,1.1101190032637653,2.096396967618086
california,imperial,199,time,3.616862764216261,0.9313841214962197,0.10740706165498824,1.60648102464514,0.07944224590148716,0.15578214896370418,1.1101190032637653,2.096396967618086
california,imperial,199,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-12.619753037918372,0.9313841214962197,0.10740706165498824,1.60648102464514,0.07944224590148716,0.15578214896370418,1.1101190032637653,2.096396967618086
california,imperial,199,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-3.798823987838926e-14,0.9313841214962197,0.10740706165498824,1.60648102464514,0.07944224590148716,0.15578214896370418,1.1101190032637653,2.096396967618086
california,imperial,199,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,7.23225233464739e-16,0.9313841214962197,0.10740706165498824,1.60648102464514,0.07944224590148716,0.15578214896370418,1.1101190032637653,2.096396967618086
california,imperial,199,PUBLIC_TRANSPORTATION,-1.8781602985976618e-15,0.9313841214962197,0.10740706165498824,1.60648102464514,0.07944224590148716,0.15578214896370418,1.1101190032637653,2.096396967618086
california,imperial,199,CAR_TRUCK_VAN_ALONE,2.1785769340368613e-15,0.9313841214962197,0.10740706165498824,1.60648102464514,0.07944224590148716,0.15578214896370418,1.1101190032637653,2.096396967618086
california,imperial,199,CAR_TRUCK_VAN_CARPOOL,3.3735675505616825e-15,0.9313841214962197,0.10740706165498824,1.60648102464514,0.07944224590148716,0.15578214896370418,1.1101190032637653,2.096396967618086
california,riverside,597,constant,0.0,0.7406823161189997,0.9068990496088896,2.0002535870285696,0.5773146761086214,1.2024579632568857,1.6152215620107002,2.468091476622631
california,riverside,597,time,3.0279318227175085,0.7406823161189997,0.9068990496088896,2.0002535870285696,0.5773146761086214,1.2024579632568857,1.6152215620107002,2.468091476622631
california,riverside,597,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-19.660632782733153,0.7406823161189997,0.9068990496088896,2.0002535870285696,0.5773146761086214,1.2024579632568857,1.6152215620107002,2.468091476622631
california,riverside,597,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-61.94936359429873,0.7406823161189997,0.9068990496088896,2.0002535870285696,0.5773146761086214,1.2024579632568857,1.6152215620107002,2.468091476622631
california,riverside,597,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,49.31333022261154,0.7406823161189997,0.9068990496088896,2.0002535870285696,0.5773146761086214,1.2024579632568857,1.6152215620107002,2.468091476622631
california,riverside,597,PUBLIC_TRANSPORTATION,15.428918031748244,0.7406823161189997,0.9068990496088896,2.0002535870285696,0.5773146761086214,1.2024579632568857,1.6152215620107002,2.468091476622631
california,riverside,597,CAR_TRUCK_VAN_ALONE,55.958662330013354,0.7406823161189997,0.9068990496088896,2.0002535870285696,0.5773146761086214,1.2024579632568857,1.6152215620107002,2.468091476622631
california,riverside,597,CAR_TRUCK_VAN_CARPOOL,-32.42845833414295,0.7406823161189997,0.9068990496088896,2.0002535870285696,0.5773146761086214,1.2024579632568857,1.6152215620107002,2.468091476622631
california,sonoma,191,constant,0.0,-0.01917105958518661,4.4408255512510175,7.240268213027843,1.1819961898490439,5.975823044562706,3.9485377209425314,7.99452646568038
california,sonoma,191,time,6.2140061706962095,-0.01917105958518661,4.4408255512510175,7.240268213027843,1.1819961898490439,5.975823044562706,3.9485377209425314,7.99452646568038
california,sonoma,191,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-13.777872721258813,-0.01917105958518661,4.4408255512510175,7.240268213027843,1.1819961898490439,5.975823044562706,3.9485377209425314,7.99452646568038
california,sonoma,191,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,28.346718381886237,-0.01917105958518661,4.4408255512510175,7.240268213027843,1.1819961898490439,5.975823044562706,3.9485377209425314,7.99452646568038
california,sonoma,191,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-18.071911114523946,-0.01917105958518661,4.4408255512510175,7.240268213027843,1.1819961898490439,5.975823044562706,3.9485377209425314,7.99452646568038
california,sonoma,191,PUBLIC_TRANSPORTATION,-7.2820484034196316,-0.01917105958518661,4.4408255512510175,7.240268213027843,1.1819961898490439,5.975823044562706,3.9485377209425314,7.99452646568038
california,sonoma,191,CAR_TRUCK_VAN_ALONE,-5.932641991658612,-0.01917105958518661,4.4408255512510175,7.240268213027843,1.1819961898490439,5.975823044562706,3.9485377209425314,7.99452646568038
california,sonoma,191,CAR_TRUCK_VAN_CARPOOL,9.509664724384844,-0.01917105958518661,4.4408255512510175,7.240268213027843,1.1819961898490439,5.975823044562706,3.9485377209425314,7.99452646568038
california,sacramento,515,constant,0.0,0.8694783986053358,0.5360163712866444,1.2737104865992084,0.36536569226626897,0.6358442111016516,0.9110903197235007,1.4944738666935689
california,sacramento,515,time,4.0172284127889455,0.8694783986053358,0.5360163712866444,1.2737104865992084,0.36536569226626897,0.6358442111016516,0.9110903197235007,1.4944738666935689
california,sacramento,515,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-1.4145693588918336,0.8694783986053358,0.5360163712866444,1.2737104865992084,0.36536569226626897,0.6358442111016516,0.9110903197235007,1.4944738666935689
