time,y,y_pred
4,0.8780811273460515,-0.5428878421296712
5,0.8814714019690092,-0.46380638437027066
6,0.8865568139034458,-0.38472492661086966
7,0.9035081870182344,-0.3056434688514691
8,0.9170692855100654,-0.22656201109206764
9,0.9357157959363328,-0.14748055333266707
10,0.9492768944281638,-0.06839909557326651
11,0.96961854216591,0.010682362186134498
12,0.9916553272151354,0.08976381994553506
13,1.0136921122643603,0.16884527770493607
15,1.057765682362811,0.32700819322373764
23,1.2747432582321057,0.9596598552989444
25,1.2916946313468942,1.1178227708177455
26,1.3137314163961196,1.1969042285771465
27,1.3764514969208377,1.275985686336547
29,1.4306958908881608,1.4341486018553486
30,1.4747694609866115,1.5132300596147497
31,1.5103673445276675,1.5923115173741502
32,1.5493555026916817,1.6713929751335512
33,1.5629166011835125,1.7504744328929518
34,1.5646117384949914,1.8295558906523528
35,1.5849533862327376,1.9086373484117534
36,1.6290269563311883,1.9877188061711544
37,1.7019178607247794,2.066800263930555
38,1.7646379412494972,2.145881721689956
39,1.7866747262987226,2.224963179449357
40,1.8205774725283,2.3040446372087575
41,1.866346179938229,2.383126094968158
42,1.9053343381022432,2.462207552727559
43,1.9375419470203408,2.54128901048696
45,1.9714446932499188,2.6994519260057617
46,2.0087377141024536,2.7785333837651622
47,2.0341647737746364,2.8576148415245632
49,2.0917994423649184,3.015777757043365
50,2.156214660201115,3.094859214802766
54,2.2884353704964657,3.411185045840369
55,2.310472155545692,3.4902665035997695
56,2.332508940594917,3.56934796135917
4,2.919311233434932,4.644906267007663
5,2.981556675512436,4.723987724767063
6,3.0189039407589378,4.803069182526464
7,3.0604009021439404,4.8821506402858645
8,3.164143305606447,4.961232098045267
9,3.2097899631299502,5.0403135558046674
10,3.340505391492708,5.119395013564068
11,3.6517326018802274,5.198476471323469
12,3.7222774362347315,5.277557929082869
13,3.8177204474202378,5.35663938684227
15,3.9982322294449983,5.514802302361071
23,5.317835601488081,6.147453964436277
25,5.363482259011584,6.30561687995508
26,5.442326485643089,6.384698337714481
27,5.726580671130358,6.463779795473881
29,5.994236072063623,6.621942710992682
30,6.241142992304388,6.701024168752083
31,6.405055989775149,6.780105626511484
32,6.622915037046412,6.859187084270886
33,6.716283200162668,6.938268542030286
34,6.782678338378672,7.017349999789687
35,6.954890728126433,7.096431457549087
36,7.0980552449046925,7.175512915308488
37,7.38645912653046,7.254594373067889
38,7.577345148901472,7.333675830827289
39,7.853299942111738,7.4127572885866915
40,8.112655950768005,7.491838746346092
41,8.34088923838552,7.570920204105493
42,8.500652539717779,7.650001661864893
43,8.66871523332704,7.729083119624294
45,9.052562126138314,7.887246035143095
46,9.48413052454234,7.966327492902495
47,9.720663204436855,8.045408950661898
49,10.4261115479819,8.203571866180699
50,10.814108136931674,8.2826533239401
54,12.181433014567508,8.598979154977703
55,12.420040542531273,8.678060612737104
56,12.778989258511546,8.757142070496505
4,0.7740779335279327,-0.9514346479195779
5,0.7807280875960422,-0.8723531901601773
6,0.7860482108505297,-0.7932717324007759
7,0.7887082724777734,-0.7141902746413753
8,0.7953584265458828,-0.6351088168819743
9,0.8099887654957235,-0.5560273591225737
10,0.8259491352591859,-0.47694590136317316
11,0.8445695666498922,-0.39786444360377216
13,0.8578698747861111,-0.23970152808497058
15,0.8884605834994143,-0.08153861256616901
23,1.018803603234358,0.5511130495090373
25,1.0267837881160895,0.7092759650278393
26,1.0360940038114426,0.7883574227872399
27,1.0626946200838805,0.8674388805466409
29,1.0799850206609647,1.0256017960654424
30,1.1052556061197802,1.104683253824843
31,1.1238760375104866,1.183764711584244
32,1.1345162840194616,1.262846169343645
33,1.1398364072739489,1.3419276271030456
34,1.1478165921556804,1.4210090848624464
35,1.161116900291899,1.5000905426218472
36,1.1757472392417398,1.579172000381248
37,1.2103280403959094,1.6582534581406487
38,1.2422487799228337,1.7373349159000497
39,1.26086921131354,1.8164163736594503
40,1.2754995502633806,1.8954978314188513
41,1.2914599200268428,1.9745792891782519
42,1.2981100740949525,2.053660746937653
43,1.3114103822311711,2.1327422046970534
45,1.3380109985036088,2.2909051202158555
46,1.392542261862106,2.369986577975256
47,1.4164828165072996,2.449068035734657
49,1.4816543263747717,2.6072309512534586
50,1.5029348193927217,2.686312409012859
54,1.6292877466868,3.0026382400504628
55,1.6545583321456157,3.0817196978098633
56,1.6758388251635659,3.160801155569264
4,1.055949463814798,0.34647588663289985
5,1.1115257513839978,0.4255573443923004
6,1.0930003221942646,0.5046388021517014
7,1.1115257513839978,0.583720259911102
8,1.1671020389531976,0.662801717670503
9,1.1485766097634644,0.7418831754299036
11,1.2597291849018641,0.9000460909487056
12,1.2782546140915974,0.9791275487081061
13,1.3894071892299973,1.0582090064675067
15,1.4820343351786638,1.2163719219863087
23,2.0933734984398624,1.849023584061515
25,2.111898927629596,2.0071864995803166
26,2.130424356819329,2.0862679573397176
27,2.186000644388529,2.165349415099118
29,2.223051502767996,2.3235123306179197
30,2.260102361147462,2.4025937883773207
31,2.3156786487166623,2.4816752461367213
32,2.408305794665329,2.5607567038961223
33,2.445356653044795,2.639838161655523
34,2.5194583698037283,2.718919619414924
35,2.575034657372928,2.798001077174325
36,2.6676618033215957,2.8770825349337255
37,2.7232380908907947,2.9561639926931265
38,2.815865236839461,3.035245450452527
39,2.8899669535983943,3.114326908211928
40,2.9455432411675937,3.1934083659713286
41,3.001119528736794,3.2724898237307296
42,3.0381703871162604,3.35157128149013
43,3.056695816305994,3.430652739249531
45,3.2048992498238604,3.5888156547683328
46,3.2790009665827933,3.6678971125277333
47,3.4086789709109264,3.7469785702871343
49,3.6680349795671927,3.905141485805936
50,3.723611267136393,3.984222943565337
54,4.075594421741325,4.30054877460294
56,4.186746996879725,4.458711690121741
4,2.074848069250129,2.799404369254138
7,2.1785904727126355,3.03664874253234
8,2.282332876175142,3.115730200291741
11,2.3860752796376485,3.3529745735699437
12,2.4898176831001546,3.4320560313293442
15,2.3860752796376485,3.669300404607547
23,3.6309841211877263,4.3019520666827535
25,3.7347265246502324,4.460114982201555
26,3.9422113315752454,4.539196439960955
27,4.149696138500258,4.618277897720357
29,4.4609233488877775,4.776440813239158
30,4.564665752350284,4.855522270998559
31,4.772150559275297,4.93460372875796
32,4.875892962737804,5.01368518651736
33,5.083377769662817,5.092766644276761
34,5.290862576587831,5.1718481020361615
35,5.394604980050335,5.250929559795563
37,5.498347383512842,5.409092475314365
38,6.120801804287881,5.4881739330737656
40,6.224544207750387,5.646336848592567
42,6.328286611212894,5.804499764111368
43,6.224544207750387,5.883581221870769
45,6.4320290146754004,6.041744137389571
46,6.74325622506292,6.120825595148972
47,6.8469986285254265,6.199907052908372
49,6.950741031987933,6.3580699684271735
50,7.3657106458379555,6.437151426186575
54,7.884422663150492,6.753477257224178
55,7.988165066612997,6.832558714983579
56,8.299392277000516,6.911640172742979
