time,date,y,y_pred,std_pred,state,county,ethnicity
0,2020-06-13,1.9622902629666443,8.664988866069466,2.4803204674120263,california,None,Hispanic
1,2020-06-14,1.841273554325797,8.677257172078225,2.48013102033692,california,None,Hispanic
2,2020-06-15,2.0646268070425533,8.689525478086901,2.479943961750196,california,None,Hispanic
4,2020-06-17,2.175127329933302,8.714062090104706,2.479577012227215,california,None,Hispanic
5,2020-06-18,2.2698098475752233,8.726330396112456,2.479397122342978,california,None,Hispanic
6,2020-06-19,2.243381268102368,8.738598702120644,2.4792196230762893,california,None,Hispanic
8,2020-06-21,2.411741430069448,8.763135314139994,2.4788717984332624,california,None,Hispanic
9,2020-06-22,2.3691055065162683,8.77540362014619,2.4787014740768782,california,None,Hispanic
10,2020-06-23,2.573890890894976,8.787671926156642,2.47853354233575,california,None,Hispanic
11,2020-06-24,2.6448226004428355,8.799940232166088,2.47836800371674,california,None,Hispanic
12,2020-06-25,2.665072826666753,8.81220853817329,2.4782048586877616,california,None,Hispanic
13,2020-06-26,2.743479836829838,8.82447684418099,2.478044107740976,california,None,Hispanic
14,2020-06-27,2.879790618897636,8.8367451501925,2.477885751302326,california,None,Hispanic
16,2020-06-29,3.0332683430327645,8.861281762206406,2.4775762239015644,california,None,Hispanic
18,2020-07-01,3.1258193178812683,8.885818374225376,2.4772762800410213,california,None,Hispanic
19,2020-07-02,3.12062852150141,8.898086680233925,2.477129903052091,california,None,Hispanic
21,2020-07-04,3.4321927220602433,8.922623292252881,2.476844341011954,california,None,Hispanic
22,2020-07-05,3.524153335495,8.934891598261505,2.4767051568148037,california,None,Hispanic
23,2020-07-06,3.4088837029485073,8.947159904269135,2.4765683710347144,california,None,Hispanic
25,2020-07-08,3.5195367265825914,8.971696516285428,2.476301996330302,california,None,Hispanic
26,2020-07-09,3.68500630965286,8.98396482229455,2.476172408166135,california,None,Hispanic
27,2020-07-10,3.8042991827833736,8.996233128302695,2.476045219973732,california,None,Hispanic
29,2020-07-12,3.897135056860322,9.020769740319286,2.47579804496829,california,None,Hispanic
30,2020-07-13,3.9364390732329952,9.03303804632813,2.4756780588676293,california,None,Hispanic
31,2020-07-14,4.1501732369067215,9.045306352336915,2.475560474174439,california,None,Hispanic
32,2020-07-15,4.2938190644808,9.057574658345125,2.475445291232835,california,None,Hispanic
33,2020-07-16,4.3278317731824885,9.069842964353164,2.4753325103743262,california,None,Hispanic
34,2020-07-17,4.638440764764846,9.082111270361738,2.475222131926087,california,None,Hispanic
36,2020-07-19,4.681125210156941,9.106647882378226,2.4750085835513094,california,None,Hispanic
37,2020-07-20,4.886444577486638,9.118916188387871,2.4749054142327642,california,None,Hispanic
38,2020-07-21,5.041869456477863,9.131184494396534,2.4748046485742523,california,None,Hispanic
39,2020-07-22,5.224465777099018,9.143452800403391,2.474706286872471,california,None,Hispanic
40,2020-07-23,5.282759348533844,9.155721106414413,2.474610329406548,california,None,Hispanic
41,2020-07-24,5.506297449886544,9.167989412422388,2.4745167764512797,california,None,Hispanic
42,2020-07-25,5.716065212137659,9.180257718429454,2.4744256282859816,california,None,Hispanic
43,2020-07-26,5.752109413040233,9.192526024439934,2.4743368851739453,california,None,Hispanic
