state,county,n,features,coef,lower_coef,upper_coef,R2,R2 Adjusted,nrmse,rmse,Durbin-Watson,JB,condition_number
california,alameda,92,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.7426296605268929,-0.6870507782843318,-0.798208542769454,0.9485623988591814,0.9461974516802931,0.21692058851694107,0.5055486204599235,0.175,4.377,1.8889672758521294
california,alameda,92,PUBLIC_TRANSPORTATION,-0.5910327010788613,-0.5786581873797273,-0.6034072147779955,0.9485623988591814,0.9461974516802931,0.21692058851694107,0.5055486204599235,0.175,4.377,1.8889672758521294
california,alameda,92,CAR_TRUCK_VAN_ALONE,0.8692513882729092,1.0292401583157438,0.7092626182300744,0.9485623988591814,0.9461974516802931,0.21692058851694107,0.5055486204599235,0.175,4.377,1.8889672758521294
california,alameda,92,CAR_TRUCK_VAN_CARPOOL,1.0039669824785664,1.0717145698150283,0.9362193951421047,0.9485623988591814,0.9461974516802931,0.21692058851694107,0.5055486204599235,0.175,4.377,1.8889672758521294
california,imperial,96,constant,14.940478026047508,14.723976384261825,15.156979667833191,0.9000425864675433,0.8989792097278363,0.07071926318232578,1.754753817208604,0.016,7.381,2342857782056669.5
california,imperial,96,time,6.427218577943387,5.994215294372021,6.860221861514754,0.9000425864675433,0.8989792097278363,0.07071926318232578,1.754753817208604,0.016,7.381,2342857782056669.5
california,imperial,96,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,14.940478026047494,14.72397638426181,15.156979667833177,0.9000425864675433,0.8989792097278363,0.07071926318232578,1.754753817208604,0.016,7.381,2342857782056669.5
california,imperial,96,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.0,0.0,0.0,0.9000425864675433,0.8989792097278363,0.07071926318232578,1.754753817208604,0.016,7.381,2342857782056669.5
california,imperial,96,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.0,0.0,0.0,0.9000425864675433,0.8989792097278363,0.07071926318232578,1.754753817208604,0.016,7.381,2342857782056669.5
california,imperial,96,PUBLIC_TRANSPORTATION,0.0,0.0,0.0,0.9000425864675433,0.8989792097278363,0.07071926318232578,1.754753817208604,0.016,7.381,2342857782056669.5
california,imperial,96,CAR_TRUCK_VAN_ALONE,0.0,0.0,0.0,0.9000425864675433,0.8989792097278363,0.07071926318232578,1.754753817208604,0.016,7.381,2342857782056669.5
california,imperial,96,CAR_TRUCK_VAN_CARPOOL,0.0,0.0,0.0,0.9000425864675433,0.8989792097278363,0.07071926318232578,1.754753817208604,0.016,7.381,2342857782056669.5
california,losangeles,192,constant,4.801722489618457,4.575718242980285,5.0277267362566285,0.6388456328966488,0.6330825312939357,0.3133426703500401,1.2795333013981984,0.037,11.818,2.1023962551295234
california,losangeles,192,time,1.3283095966292833,1.1023053499911115,1.554313843267455,0.6388456328966488,0.6330825312939357,0.3133426703500401,1.2795333013981984,0.037,11.818,2.1023962551295234
california,losangeles,192,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.06515027365934248,-0.046078702862565823,-0.08422184445611916,0.6388456328966488,0.6330825312939357,0.3133426703500401,1.2795333013981984,0.037,11.818,2.1023962551295234
california,losangeles,192,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.5411311341700125,-0.6593823108323174,-0.4228799575077077,0.6388456328966488,0.6330825312939357,0.3133426703500401,1.2795333013981984,0.037,11.818,2.1023962551295234
california,losangeles,192,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.3423901516812971,-0.39994925537413367,-0.28483104798846054,0.6388456328966488,0.6330825312939357,0.3133426703500401,1.2795333013981984,0.037,11.818,2.1023962551295234
california,losangeles,192,PUBLIC_TRANSPORTATION,0.3396233123265414,0.3956242165351729,0.28362240811790995,0.6388456328966488,0.6330825312939357,0.3133426703500401,1.2795333013981984,0.037,11.818,2.1023962551295234
california,losangeles,192,CAR_TRUCK_VAN_ALONE,-0.21486594499517722,-0.2387180906227373,-0.19101379936761706,0.6388456328966488,0.6330825312939357,0.3133426703500401,1.2795333013981984,0.037,11.818,2.1023962551295234
california,losangeles,192,CAR_TRUCK_VAN_CARPOOL,0.5831798292472177,0.7492220071731535,0.41713765132128183,0.6388456328966488,0.6330825312939357,0.3133426703500401,1.2795333013981984,0.037,11.818,2.1023962551295234
california,riverside,160,constant,4.93095096380841,4.801908582101756,5.059993345515064,0.9194842082191008,0.9174063813344324,0.13455561349513062,0.5809400817970929,0.126,63.741,1.7381883829356473
california,riverside,160,time,1.8638267135404352,1.7337303007004163,1.993923126380454,0.9194842082191008,0.9174063813344324,0.13455561349513062,0.5809400817970929,0.126,63.741,1.7381883829356473
california,riverside,160,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.6246948888373995,-0.669379212683609,-0.5800105649911901,0.9194842082191008,0.9174063813344324,0.13455561349513062,0.5809400817970929,0.126,63.741,1.7381883829356473
california,riverside,160,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.5585957939987931,-0.4685513383725533,-0.648640249625033,0.9194842082191008,0.9174063813344324,0.13455561349513062,0.5809400817970929,0.126,63.741,1.7381883829356473
california,riverside,160,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.7044297242192382,-0.6971954534614289,-0.7116639949770475,0.9194842082191008,0.9174063813344324,0.13455561349513062,0.5809400817970929,0.126,63.741,1.7381883829356473
california,riverside,160,PUBLIC_TRANSPORTATION,-0.3608886055395332,-0.4221543247082884,-0.29962288637077794,0.9194842082191008,0.9174063813344324,0.13455561349513062,0.5809400817970929,0.126,63.741,1.7381883829356473
california,riverside,160,CAR_TRUCK_VAN_ALONE,0.4482533078079129,0.5152267548617281,0.3812798607540977,0.9194842082191008,0.9174063813344324,0.13455561349513062,0.5809400817970929,0.126,63.741,1.7381883829356473
california,riverside,160,CAR_TRUCK_VAN_CARPOOL,0.5036791786018643,0.40120864658552335,0.6061497106182053,0.9194842082191008,0.9174063813344324,0.13455561349513062,0.5809400817970929,0.126,63.741,1.7381883829356473
california,sacramento,184,constant,2.5518081203021796,2.474579443388844,2.629036797215515,0.8917656748272431,0.8893470306893044,0.26311792136432366,0.446298390612246,0.031,11.11,2.647218507116556
california,sacramento,184,time,1.3049874084531186,1.2277587315397829,1.3822160853664542,0.8917656748272431,0.8893470306893044,0.26311792136432366,0.446298390612246,0.031,11.11,2.647218507116556
california,sacramento,184,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.3645277216919481,-0.38683457909730357,-0.3422208642865926,0.8917656748272431,0.8893470306893044,0.26311792136432366,0.446298390612246,0.031,11.11,2.647218507116556
california,sacramento,184,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.15177105200544522,-0.10057446474841258,-0.20296763926247788,0.8917656748272431,0.8893470306893044,0.26311792136432366,0.446298390612246,0.031,11.11,2.647218507116556
california,sacramento,184,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.4841767036000565,-0.5037966528980382,-0.46455675430207477,0.8917656748272431,0.8893470306893044,0.26311792136432366,0.446298390612246,0.031,11.11,2.647218507116556
california,sacramento,184,PUBLIC_TRANSPORTATION,-0.17168509598523277,-0.2047524008841208,-0.1386177910863447,0.8917656748272431,0.8893470306893044,0.26311792136432366,0.446298390612246,0.031,11.11,2.647218507116556
california,sacramento,184,CAR_TRUCK_VAN_ALONE,0.24193377046797296,0.34065891495211054,0.1432086259838354,0.8917656748272431,0.8893470306893044,0.26311792136432366,0.446298390612246,0.031,11.11,2.647218507116556
california,sacramento,184,CAR_TRUCK_VAN_CARPOOL,-0.13292890689878573,-0.17802890431850574,-0.08782890947906566,0.8917656748272431,0.8893470306893044,0.26311792136432366,0.446298390612246,0.031,11.11,2.647218507116556
california,sanfrancisco,148,constant,7.728523047465578,7.3838465348924,8.073199560038757,0.9323473735192299,0.9304549923589287,0.3917853893852965,1.4292920412834473,0.093,43.51,3.091523187468114
california,sanfrancisco,148,time,2.1312475707014182,1.78657105812824,2.4759240832745966,0.9323473735192299,0.9304549923589287,0.3917853893852965,1.4292920412834473,0.093,43.51,3.091523187468114
california,sanfrancisco,148,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.5578666428717572,-0.978631058546493,-0.13710222719702192,0.9323473735192299,0.9304549923589287,0.3917853893852965,1.4292920412834473,0.093,43.51,3.091523187468114
california,sanfrancisco,148,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-1.2817014180351232,-1.014598909291129,-1.5488039267791176,0.9323473735192299,0.9304549923589287,0.3917853893852965,1.4292920412834473,0.093,43.51,3.091523187468114
california,sanfrancisco,148,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-1.1403464992214931,-1.2166162850684847,-1.064076713374502,0.9323473735192299,0.9304549923589287,0.3917853893852965,1.4292920412834473,0.093,43.51,3.091523187468114
california,sanfrancisco,148,PUBLIC_TRANSPORTATION,1.1376835925755286,0.8542223797437967,1.4211448054072604,0.9323473735192299,0.9304549923589287,0.3917853893852965,1.4292920412834473,0.093,43.51,3.091523187468114
california,sanfrancisco,148,CAR_TRUCK_VAN_ALONE,3.1298395726345,3.3056413622806153,2.954037782988385,0.9323473735192299,0.9304549923589287,0.3917853893852965,1.4292920412834473,0.093,43.51,3.091523187468114
california,sanfrancisco,148,CAR_TRUCK_VAN_CARPOOL,3.066513611685055,2.845072224748418,3.2879549986216925,0.9323473735192299,0.9304549923589287,0.3917853893852965,1.4292920412834473,0.093,43.51,3.091523187468114
california,santaclara,149,constant,2.9609985837813895,2.792106716394816,3.129890451167963,0.8529929046220539,0.8489093741948888,0.3733337854752045,0.7170763736158116,0.094,95.365,2.0479489051017064
california,santaclara,149,time,1.0958842709484047,0.9269727316704273,1.264795810226382,0.8529929046220539,0.8489093741948888,0.3733337854752045,0.7170763736158116,0.094,95.365,2.0479489051017064
california,santaclara,149,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.7693533818458514,-0.8182945169908689,-0.720412246700834,0.8529929046220539,0.8489093741948888,0.3733337854752045,0.7170763736158116,0.094,95.365,2.0479489051017064
california,santaclara,149,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.468165475848788,-0.520066811275083,-0.41626414042249305,0.8529929046220539,0.8489093741948888,0.3733337854752045,0.7170763736158116,0.094,95.365,2.0479489051017064
california,santaclara,149,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.7634200073663322,-0.8359534821784332,-0.6908865325542309,0.8529929046220539,0.8489093741948888,0.3733337854752045,0.7170763736158116,0.094,95.365,2.0479489051017064
california,santaclara,149,PUBLIC_TRANSPORTATION,-0.5945535387596668,-0.7494971799007412,-0.43960989761859237,0.8529929046220539,0.8489093741948888,0.3733337854752045,0.7170763736158116,0.094,95.365,2.0479489051017064
california,santaclara,149,CAR_TRUCK_VAN_ALONE,0.5194796524062794,0.5886562770035473,0.4503030278090116,0.8529929046220539,0.8489093741948888,0.3733337854752045,0.7170763736158116,0.094,95.365,2.0479489051017064
california,santaclara,149,CAR_TRUCK_VAN_CARPOOL,0.84091746152554,0.9838750488882081,0.697959874162872,0.8529929046220539,0.8489093741948888,0.3733337854752045,0.7170763736158116,0.094,95.365,2.0479489051017064
california,sonoma,10,constant,2.495274394168597,2.4423476779207447,2.5482011104164495,0.9982185214249331,0.9977095275463425,0.07669144230946905,0.06235067921908979,0.67,0.561,2.461348498793954
california,sonoma,10,time,0.09019148679495059,0.03708156918154628,0.1433014044083549,0.9982185214249331,0.9977095275463425,0.07669144230946905,0.06235067921908979,0.67,0.561,2.461348498793954
california,sonoma,10,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.2827128284106226,-0.29156448134619006,-0.27386117547505523,0.9982185214249331,0.9977095275463425,0.07669144230946905,0.06235067921908979,0.67,0.561,2.461348498793954
california,sonoma,10,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.2827128284106226,-0.29156448134619006,-0.27386117547505523,0.9982185214249331,0.9977095275463425,0.07669144230946905,0.06235067921908979,0.67,0.561,2.461348498793954
california,sonoma,10,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.2827128284106227,-0.29156448134619006,-0.2738611754750553,0.9982185214249331,0.9977095275463425,0.07669144230946905,0.06235067921908979,0.67,0.561,2.461348498793954
california,sonoma,10,PUBLIC_TRANSPORTATION,-0.2827128284106227,-0.29156448134619006,-0.2738611754750553,0.9982185214249331,0.9977095275463425,0.07669144230946905,0.06235067921908979,0.67,0.561,2.461348498793954
california,sonoma,10,CAR_TRUCK_VAN_ALONE,-0.2827128284106227,-0.29156448134619006,-0.2738611754750553,0.9982185214249331,0.9977095275463425,0.07669144230946905,0.06235067921908979,0.67,0.561,2.461348498793954
california,sonoma,10,CAR_TRUCK_VAN_CARPOOL,0.2827128284106227,0.29156448134619006,0.2738611754750553,0.9982185214249331,0.9977095275463425,0.07669144230946905,0.06235067921908979,0.67,0.561,2.461348498793954
