state,county,n,features,coef,lower_coef,upper_coef,vif,std_err,R2,nrmse,rmse,R2 Adjusted,Durbin-Watson,JB,condition_number
california,,240,constant,5.273144614454293,5.062033867143759,5.484255361764827,0.9999999999999998,0.10770956495435419,0.8501437622112519,0.31061756556914216,1.1846141072203475,0.8475930177382519,0.067,20.82,2.142234687309421
california,,240,time,2.469437142100673,2.258326394790139,2.680547889411207,1.0,0.107709564954354,0.8501437622112519,0.31061756556914216,1.1846141072203475,0.8475930177382519,0.067,20.82,2.142234687309421
california,,240,CAR_TRUCK_VAN_ALONE,1.0071547221860542,0.7500071381074135,1.2643023062646948,1.483693556749387,0.1311977469788983,0.8501437622112519,0.31061756556914216,1.1846141072203475,0.8475930177382519,0.067,20.82,2.142234687309421
california,,240,CAR_TRUCK_VAN_CARPOOL,2.540384261951842,2.309687355495712,2.771081168407972,1.1941609230570431,0.11770250329394395,0.8501437622112519,0.31061756556914216,1.1846141072203475,0.8475930177382519,0.067,20.82,2.142234687309421
california,,240,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-3.418622252735588,-3.6939254768187917,-3.1433190286523844,1.7005989582378727,0.1404608286138795,0.8501437622112519,0.31061756556914216,1.1846141072203475,0.8475930177382519,0.067,20.82,2.142234687309421
california,alameda,92,constant,3.2335288547005443,3.0945191362613715,3.372538573139717,1.0000000000000007,0.07092332573427192,0.9482168890514504,0.21831404646576974,0.50621187322256,0.9464515557236589,0.162,4.44,1.0782627229280861
california,alameda,92,time,0.6704949487300638,0.5314852302908908,0.8095046671692367,1.0,0.07092332573427192,0.9482168890514504,0.21831404646576974,0.50621187322256,0.9464515557236589,0.162,4.44,1.0782627229280861
california,alameda,92,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-1.3905978888187756,-1.5300024284764115,-1.2511933491611396,1.0056885506534978,0.07112476513144692,0.9482168890514504,0.21831404646576974,0.50621187322256,0.9464515557236589,0.162,4.44,1.0782627229280861
california,alameda,92,CAR_TRUCK_VAN_CARPOOL,2.4989794214395813,2.3595748817819455,2.638383961097217,1.0056885506534983,0.07112476513144694,0.9482168890514504,0.21831404646576974,0.50621187322256,0.9464515557236589,0.162,4.44,1.0782627229280861
california,imperial,96,constant,4.980159342015828,4.907992128087266,5.052326555944389,0.0,0.0368200071064087,0.9000425864675433,0.07071926318232581,1.7547538172086075,0.8989792097278363,0.016,7.381,5.3473753586089925e+34
california,imperial,96,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,4.9801593420158285,4.907992128087267,5.05232655594439,0.0,0.03682000710640869,0.9000425864675433,0.07071926318232581,1.7547538172086075,0.8989792097278363,0.016,7.381,5.3473753586089925e+34
california,imperial,96,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,4.9801593420158285,4.907992128087267,5.05232655594439,0.0,0.0368200071064087,0.9000425864675433,0.07071926318232581,1.7547538172086075,0.8989792097278363,0.016,7.381,5.3473753586089925e+34
california,imperial,96,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-4.980159342015829,-5.052326555944391,-4.907992128087268,0.0,0.036820007106408696,0.9000425864675433,0.07071926318232581,1.7547538172086075,0.8989792097278363,0.016,7.381,5.3473753586089925e+34
california,imperial,96,PUBLIC_TRANSPORTATION,-4.9801593420158285,-5.05232655594439,-4.907992128087267,0.0,0.036820007106408696,0.9000425864675433,0.07071926318232581,1.7547538172086075,0.8989792097278363,0.016,7.381,5.3473753586089925e+34
california,imperial,96,time,6.427218577943391,5.994215294372024,6.860221861514757,0.9999999999999998,0.22092004263845214,0.9000425864675433,0.07071926318232581,1.7547538172086075,0.8989792097278363,0.016,7.381,5.3473753586089925e+34
california,imperial,96,CAR_TRUCK_VAN_ALONE,-4.980159342015841,-5.052326555944402,-4.90799212808728,0.0,0.036820007106408675,0.9000425864675433,0.07071926318232581,1.7547538172086075,0.8989792097278363,0.016,7.381,5.3473753586089925e+34
california,losangeles,192,constant,4.801722489618544,4.669257181240429,4.934187797996659,1.0,0.0675843410092422,0.8759308002129843,0.1467335504757998,0.667103121297349,0.8739509725568085,0.125,178.561,4.760389004731064
california,losangeles,192,time,1.3283095966292824,1.195844288251168,1.4607749050073968,1.0,0.0675843410092421,0.8759308002129843,0.1467335504757998,0.667103121297349,0.8739509725568085,0.125,178.561,4.760389004731064
california,losangeles,192,PUBLIC_TRANSPORTATION,4.852785922357345,4.523579437497624,5.181992407217066,6.176357891157293,0.1679624922753682,0.8759308002129843,0.1467335504757998,0.667103121297349,0.8739509725568085,0.125,178.561,4.760389004731064
california,losangeles,192,CAR_TRUCK_VAN_ALONE,3.7459637783032402,3.4167572934435184,4.075170263162962,6.176357891157293,0.1679624922753682,0.8759308002129843,0.1467335504757998,0.667103121297349,0.8739509725568085,0.125,178.561,4.760389004731064
california,riverside,160,constant,4.930950963747041,4.801908582040387,5.0599933454536945,0.9999999999999998,0.06583794985033342,0.9194842082191015,0.13455561349501424,0.5809400817970818,0.9174063813344331,0.126,63.741,3849.531244398217
california,riverside,160,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,342.3011777587911,305.7938973742586,378.80845814332355,80037.63039579986,18.62616346149616,0.9194842082191015,0.13455561349501424,0.5809400817970818,0.9174063813344331,0.126,63.741,3849.531244398217
california,riverside,160,CAR_TRUCK_VAN_ALONE,2338.4809827059435,2090.277310192763,2586.684655219124,3699573.5527849,126.63452679243916,0.9194842082191015,0.13455561349501424,0.5809400817970818,0.9174063813344331,0.126,63.741,3849.531244398217
california,riverside,160,time,1.8638267135405358,1.7337303007005178,1.9939231263805537,1.0164029187224246,0.06637572083674385,0.9194842082191015,0.13455561349501424,0.5809400817970818,0.9174063813344331,0.126,63.741,3849.531244398217
california,riverside,160,PUBLIC_TRANSPORTATION,2307.123772389626,2062.1773957912146,2552.0701489880375,3603108.156248422,124.97264112163859,0.9194842082191015,0.13455561349501424,0.5809400817970818,0.9174063813344331,0.126,63.741,3849.531244398217
california,sacramento,184,constant,2.551808120302182,2.474718753626245,2.6288974869781185,0.9999999999999998,0.03933130952853913,0.8915533216802342,0.26286398959406265,0.44624936968388834,0.8897458770415714,0.032,10.785,2.514110140790068
california,sacramento,184,time,1.3049874084531194,1.2278980417771828,1.3820767751290561,1.0,0.039331309528539124,0.8915533216802342,0.26286398959406265,0.44624936968388834,0.8897458770415714,0.032,10.785,2.514110140790068
california,sacramento,184,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-1.0678267041709795,-1.1800636257999273,-0.9555897825420316,2.1197397195798136,0.057263735524973394,0.8915533216802342,0.26286398959406265,0.44624936968388834,0.8897458770415714,0.032,10.785,2.514110140790068
california,sacramento,184,PUBLIC_TRANSPORTATION,-0.5563995918580142,-0.6686365134869624,-0.444162670229066,2.119739719579812,0.057263735524973575,0.8915533216802342,0.26286398959406265,0.44624936968388834,0.8897458770415714,0.032,10.785,2.514110140790068
california,sanfrancisco,148,constant,7.728523047465578,7.3838465348924,8.073199560038756,0.9999999999999996,0.175855363557744,0.9323473735192299,0.3917853893851903,1.4292920412836394,0.9304549923589287,0.093,43.51,198.7657750225296
california,sanfrancisco,148,time,2.13124757070137,1.786571058128192,2.4759240832745477,0.9999999999999998,0.17585536355774384,0.9323473735192299,0.3917853893851903,1.4292920412836394,0.9304549923589287,0.093,43.51,198.7657750225296
california,sanfrancisco,148,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-257.5595319989296,-287.32577996059126,-227.79328403726785,7458.041750571416,15.186861204929446,0.9323473735192299,0.3917853893851903,1.4292920412836394,0.9304549923589287,0.093,43.51,198.7657750225296
california,sanfrancisco,148,CAR_TRUCK_VAN_ALONE,-145.1689905706358,-162.84730218309562,-127.49067895817598,2630.620435259539,9.019546741050931,0.9323473735192299,0.3917853893851903,1.4292920412836394,0.9304549923589287,0.093,43.51,198.7657750225296
california,sanfrancisco,148,PUBLIC_TRANSPORTATION,293.94804621102855,259.6965899583283,328.19950246372883,9874.945367243261,17.47523278198994,0.9323473735192299,0.3917853893851903,1.4292920412836394,0.9304549923589287,0.093,43.51,198.7657750225296
california,santaclara,149,constant,2.9609985837813895,2.792106716394816,3.129890451167963,0.9999999999999998,0.0861693200951906,0.8529929046220539,0.37333378547518425,0.7170763736157941,0.8489093741948888,0.094,95.365,5.5909661730548335
california,santaclara,149,time,1.0958842709483592,0.9269727316703817,1.2647958102263366,1.000232966067132,0.08617935677447824,0.8529929046220539,0.37333378547518425,0.7170763736157941,0.8489093741948888,0.094,95.365,5.5909661730548335
california,santaclara,149,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,0.9024571028568101,0.5789181634142948,1.2259960422993255,3.669742908574121,0.16507088747067108,0.8529929046220539,0.37333378547518425,0.7170763736157941,0.8489093741948888,0.094,95.365,5.5909661730548335
california,santaclara,149,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-4.35602246220338,-4.843078555402814,-3.8689663690039455,8.31649798313335,0.24849800673440525,0.8529929046220539,0.37333378547518425,0.7170763736157941,0.8489093741948888,0.094,95.365,5.5909661730548335
california,santaclara,149,CAR_TRUCK_VAN_ALONE,2.655268463807684,2.266487567135788,3.0440493604795806,5.298980959236769,0.19835760034280422,0.8529929046220539,0.37333378547518425,0.7170763736157941,0.8489093741948888,0.094,95.365,5.5909661730548335
california,sonoma,10,constant,2.495274394168597,2.4423476779207447,2.5482011104164495,206.86868686868496,0.02700342665706744,0.9982185214249331,0.07669144230946871,0.062350679219089634,0.9977095275463425,0.67,0.561,9.2115462279967e+16
california,sonoma,10,time,0.09019148679495023,0.03708156918154605,0.14330140440835443,1.0069348127600557,0.027096896741532747,0.9982185214249331,0.07669144230946871,0.062350679219089634,0.9977095275463425,0.67,0.561,9.2115462279967e+16
california,sonoma,10,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.33925539409274713,-0.349877377615428,-0.3286334105700663,inf,0.005419379348306547,0.9982185214249331,0.07669144230946871,0.062350679219089634,0.9977095275463425,0.67,0.561,9.2115462279967e+16
california,sonoma,10,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.3392553940927471,-0.3498773776154279,-0.32863341057006623,inf,0.005419379348306547,0.9982185214249331,0.07669144230946871,0.062350679219089634,0.9977095275463425,0.67,0.561,9.2115462279967e+16
california,sonoma,10,PUBLIC_TRANSPORTATION,-0.3392553940927471,-0.3498773776154279,-0.32863341057006623,inf,0.005419379348306547,0.9982185214249331,0.07669144230946871,0.062350679219089634,0.9977095275463425,0.67,0.561,9.2115462279967e+16
california,sonoma,10,CAR_TRUCK_VAN_ALONE,-0.33925539409274724,-0.3498773776154281,-0.3286334105700664,inf,0.005419379348306548,0.9982185214249331,0.07669144230946871,0.062350679219089634,0.9977095275463425,0.67,0.561,9.2115462279967e+16
