state,county,n,coef,lower_coef,upper_coef,vif,std_err,R2,R2 Adjusted,nrmse,rmse,Durbin-Watson,JB,condition_number
california,,174,0.1829490119625626,0.18101121423213673,0.18488680969298849,1.0000000000000002,0.0009886723114417677,0.9376731212364044,0.9361979288396329,0.057225014592924825,0.009677814880031638,0.124,175.889,1.771569356749071
california,,174,0.03474071560674573,0.032802773967803976,0.03667865724568748,1.0001485334173263,0.0009887457341539554,0.9376731212364044,0.9361979288396329,0.057225014592924825,0.009677814880031638,0.124,175.889,1.771569356749071
california,,174,-0.017652478843089826,-0.018746562505281762,-0.01655839518089789,99.41193393123244,0.0005582059500979261,0.9376731212364044,0.9361979288396329,0.057225014592924825,0.009677814880031638,0.124,175.889,1.771569356749071
california,,174,0.012903446200216672,0.01130213908048354,0.014504753319949805,90.25079216692997,0.0008169934284352723,0.9376731212364044,0.9361979288396329,0.057225014592924825,0.009677814880031638,0.124,175.889,1.771569356749071
california,,174,-0.0077294517099871785,-0.009368198612461506,-0.006090704807512851,287.78050204357953,0.0008360953584052696,0.9376731212364044,0.9361979288396329,0.057225014592924825,0.009677814880031638,0.124,175.889,1.771569356749071
california,alameda,43,0.12801822161271792,0.12296961723998434,0.1330668259854515,0.9999999999999998,0.002575818557517132,0.9487932631958143,0.943403080374321,0.1371661445934759,0.013178380553755139,0.443,0.81,1.952393425986509
california,alameda,43,0.03992356478452233,0.03482154632514805,0.04502558324389661,1.021271877300631,0.0026030706425378986,0.9487932631958143,0.943403080374321,0.1371661445934759,0.013178380553755139,0.443,0.81,1.952393425986509
california,alameda,43,-0.008489867500450075,-0.011176021395684662,-0.005803713605215489,567.5514930698307,0.0013704866812421356,0.9487932631958143,0.943403080374321,0.1371661445934759,0.013178380553755139,0.443,0.81,1.952393425986509
california,alameda,43,0.043978804977814784,0.03960581128069558,0.048351798674933985,890.6419845593473,0.0022311192332240804,0.9487932631958143,0.943403080374321,0.1371661445934759,0.013178380553755139,0.443,0.81,1.952393425986509
california,alameda,43,-0.004169085474378428,-0.009025557933601325,0.0006873869848444689,1909.137494622806,0.0024777920710320903,0.9487932631958143,0.943403080374321,0.1371661445934759,0.013178380553755139,0.443,0.81,1.952393425986509
california,losangeles,180,0.36836529363607295,0.36472272686114954,0.37200786041099637,0.9999999999999998,0.0018584524361854146,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,losangeles,180,0.053771347986363564,0.05012840977994689,0.05741428619278024,1.0001655208114837,0.0018586419420493238,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,losangeles,180,-0.003007236865960706,-0.004736877521229283,-0.0012775962106921284,1.756825003900488,0.0008824697220758048,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,losangeles,180,0.024928864103790485,0.021801010544975314,0.028056717662605656,1.756896520239201,0.0015958436524567197,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,sacramento,47,0.05671002682074209,0.05361677516793822,0.05980327847354596,1.0000000000000002,0.0015781896187774867,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,0.014903725114924644,0.011760044711063622,0.018047405518785666,1.0328714391212572,0.0016039185733984806,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,-0.007202679735802574,-0.008916227844577788,-0.005489131627027359,10.742161262363476,0.000874259239171028,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,0.007076345793968255,0.004906511454200908,0.009246180133735602,8.237411027066551,0.0011070583366159933,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,-0.006027445557676994,-0.009904479472942842,-0.0021504116424111474,26.194906324922876,0.0019780785281968607,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sanfrancisco,23,0.08482387093603119,0.07994909038463921,0.08969865148742318,1.0,0.0024871329343836668,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,0.014945741619949913,0.009987901253937184,0.01990358198596264,1.0343676719157922,0.0025295103908228207,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,-0.013617515667621994,-0.016349131789527346,-0.010885899545716645,84.66137476757866,0.0013936816948496684,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,-0.005602650749478449,-0.00880464166566938,-0.002400659833287519,95.22472356520313,0.0016336688347912906,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,0.007713072586872184,0.0004945643748694795,0.01493158079887489,280.19484333053543,0.0036829123530626043,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,santaclara,34,0.0976981223698895,0.09478377079682608,0.10061247394295293,1.0,0.001486914067889504,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,0.00963632895520154,0.00669663191832265,0.012576025992080431,1.0174691866045247,0.0014998454269790258,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,0.008189363810753046,0.006705742103379904,0.009672985518126188,78.41991566129803,0.0007569498507005826,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,0.012386213624117333,0.009740891641037776,0.015031535607196889,154.70774359776178,0.0013496540729997738,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,-0.004185252585711098,-0.0073251478364720745,-0.0010453573349501221,365.8748576427427,0.0016019873728372327,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
