state,county,n,features,coef,vif,R2,nrmse,rmse
california,,240,constant,0.0,0.9999999999999998,0.9438936422752852,0.1953427304785541,0.013086628229326512
california,,240,time,0.03081716343542827,1.0038402842775447,0.9438936422752852,0.1953427304785541,0.013086628229326512
california,,240,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.07563373807766183,6.733348422165544,0.9438936422752852,0.1953427304785541,0.013086628229326512
california,,240,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,1.0665192518112587,702.6659847022975,0.9438936422752852,0.1953427304785541,0.013086628229326512
california,,240,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.5170514156317265,170.7939180343531,0.9438936422752852,0.1953427304785541,0.013086628229326512
california,,240,PUBLIC_TRANSPORTATION,-0.10015726452665391,13.825868281353408,0.9438936422752852,0.1953427304785541,0.013086628229326512
california,,240,CAR_TRUCK_VAN_ALONE,-0.6013985596573197,248.26197039169952,0.9438936422752852,0.1953427304785541,0.013086628229326512
california,,240,CAR_TRUCK_VAN_CARPOOL,0.5104831611991828,166.9682801610801,0.9438936422752852,0.1953427304785541,0.013086628229326512
california,alameda,43,constant,0.0,1.0,0.9487932308488529,0.13711747934238694,0.013179852530522066
california,alameda,43,time,0.03991465425093561,1.0212718773006306,0.9487932308488529,0.13711747934238694,0.013179852530522066
california,alameda,43,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.036335041567418,inf,0.9487932308488529,0.13711747934238694,0.013179852530522066
california,alameda,43,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.0016549442244727934,inf,0.9487932308488529,0.13711747934238694,0.013179852530522066
california,alameda,43,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.020764586681396868,inf,0.9487932308488529,0.13711747934238694,0.013179852530522066
california,alameda,43,PUBLIC_TRANSPORTATION,0.009231318254860385,inf,0.9487932308488529,0.13711747934238694,0.013179852530522066
california,alameda,43,CAR_TRUCK_VAN_ALONE,-0.002399585497019239,inf,0.9487932308488529,0.13711747934238694,0.013179852530522066
california,alameda,43,CAR_TRUCK_VAN_CARPOOL,-0.013335377955531568,inf,0.9487932308488529,0.13711747934238694,0.013179852530522066
california,losangeles,204,constant,0.0,6898.526315789473,0.9435858449998984,0.07259862168841888,0.015345781335289221
california,losangeles,204,time,0.05417714113931327,1.0034195594078374,0.9435858449998984,0.07259862168841888,0.015345781335289221
california,losangeles,204,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,51735171788.599075,inf,0.9435858449998984,0.07259862168841888,0.015345781335289221
california,losangeles,204,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-75570183655.59799,inf,0.9435858449998984,0.07259862168841888,0.015345781335289221
california,losangeles,204,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,73270701894.8437,inf,0.9435858449998984,0.07259862168841888,0.015345781335289221
california,losangeles,204,PUBLIC_TRANSPORTATION,77788513578.62122,inf,0.9435858449998984,0.07259862168841888,0.015345781335289221
california,losangeles,204,CAR_TRUCK_VAN_ALONE,23764086541.758114,inf,0.9435858449998984,0.07259862168841888,0.015345781335289221
california,losangeles,204,CAR_TRUCK_VAN_CARPOOL,-55718476960.91255,inf,0.9435858449998984,0.07259862168841888,0.015345781335289221
california,sacramento,51,constant,0.0,3.632973913043478,0.9328564552825995,0.18194146315877366,0.011328932412152111
california,sacramento,51,time,0.016029452474901243,1.0324380556080952,0.9328564552825995,0.18194146315877366,0.011328932412152111
california,sacramento,51,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,0.07335535550447601,inf,0.9328564552825995,0.18194146315877366,0.011328932412152111
california,sacramento,51,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.001737988490791461,inf,0.9328564552825995,0.18194146315877366,0.011328932412152111
california,sacramento,51,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.0386656650313794,inf,0.9328564552825995,0.18194146315877366,0.011328932412152111
california,sacramento,51,PUBLIC_TRANSPORTATION,-0.05805955300531486,inf,0.9328564552825995,0.18194146315877366,0.011328932412152111
california,sacramento,51,CAR_TRUCK_VAN_ALONE,-0.047300072679536974,inf,0.9328564552825995,0.18194146315877366,0.011328932412152111
california,sacramento,51,CAR_TRUCK_VAN_CARPOOL,-0.09447309236765519,inf,0.9328564552825995,0.18194146315877366,0.011328932412152111
california,sanfrancisco,24,constant,0.0,24.33267326732671,0.9045552725027889,0.13262584935652788,0.008672776449060084
california,sanfrancisco,24,time,0.014927583087245525,1.0812517693006363,0.9045552725027889,0.13262584935652788,0.008672776449060084
california,sanfrancisco,24,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.039621890943380755,inf,0.9045552725027889,0.13262584935652788,0.008672776449060084
california,sanfrancisco,24,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.00740277349268986,inf,0.9045552725027889,0.13262584935652788,0.008672776449060084
california,sanfrancisco,24,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.00986736118098385,inf,0.9045552725027889,0.13262584935652788,0.008672776449060084
california,sanfrancisco,24,PUBLIC_TRANSPORTATION,0.021620184297210337,inf,0.9045552725027889,0.13262584935652788,0.008672776449060084
california,sanfrancisco,24,CAR_TRUCK_VAN_ALONE,-0.025706905939830358,inf,0.9045552725027889,0.13262584935652788,0.008672776449060084
