state,county,n,features,coef,lower_coef,upper_coef,vif,std_err,R2,R2 Adjusted,Durbin-Watson,JB,condition_number
california,,419,constant,4.568313403880126,4.405654728100895,4.730972079659356,1.0,0.08298912029552576,0.8409175005959764,0.8386007651677625,0.064,112.407,51.36120184320072
california,,419,time,2.1155222459337524,1.9528593597908255,2.278185132076679,1.0000517699799065,0.08299126844026879,0.8409175005959764,0.8386007651677625,0.064,112.407,51.36120184320072
california,,419,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-22.01428335873829,-23.69866437641928,-20.3299023410573,107.23244593427907,0.8593780702454041,0.8409175005959764,0.8386007651677625,0.064,112.407,51.36120184320072
california,,419,CAR_TRUCK_VAN_ALONE,-22.305744398392587,-24.58256412659909,-20.028924670186083,195.93085199158784,1.1616427184727065,0.8409175005959764,0.8386007651677625,0.064,112.407,51.36120184320072
california,,419,PUBLIC_TRANSPORTATION,-4.667218150953778,-5.176614484389039,-4.157821817518516,9.80747398049457,0.25989608848737844,0.8409175005959764,0.8386007651677625,0.064,112.407,51.36120184320072
california,,419,CAR_TRUCK_VAN_CARPOOL,17.67910044093805,16.102826413706712,19.25537446816939,93.90938026580747,0.804221442464969,0.8409175005959764,0.8386007651677625,0.064,112.407,51.36120184320072
california,,419,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,37.95160340601666,34.53348890731335,41.36971790471997,441.5895100981296,1.7439359687261782,0.8409175005959764,0.8386007651677625,0.064,112.407,51.36120184320072
california,alameda,137,constant,2.569172723593554,2.433283671673471,2.705061775513637,0.9999999999999993,0.06933114893881792,0.9083960570347857,0.9041681827440835,0.238,139.836,23.798134161330033
california,alameda,137,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-6.247078086422869,-7.060801570122226,-5.433354602723512,35.85789260547709,0.41516504270375393,0.9083960570347857,0.9041681827440835,0.238,139.836,23.798134161330033
california,alameda,137,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,5.198331927421089,4.431946445173219,5.964717409668959,31.807211830664382,0.3910130011468723,0.9083960570347857,0.9041681827440835,0.238,139.836,23.798134161330033
california,alameda,137,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,5.268394345231417,4.305566832130134,6.231221858332699,50.20281230245471,0.49123852709249105,0.9083960570347857,0.9041681827440835,0.238,139.836,23.798134161330033
california,alameda,137,PUBLIC_TRANSPORTATION,-2.6798909409024496,-3.0999331916536588,-2.2598486901512405,9.554699142806411,0.2143072707914333,0.9083960570347857,0.9041681827440835,0.238,139.836,23.798134161330033
california,alameda,137,CAR_TRUCK_VAN_ALONE,-4.024908137410243,-4.794646792440274,-3.2551694823802126,32.086153443954736,0.39272380358675035,0.9083960570347857,0.9041681827440835,0.238,139.836,23.798134161330033
california,alameda,137,CAR_TRUCK_VAN_CARPOOL,6.832443042860658,6.050509907477591,7.614376178243725,33.11084752060215,0.3989454772362588,0.9083960570347857,0.9041681827440835,0.238,139.836,23.798134161330033
california,imperial,181,constant,19.54457987243045,19.21812232455743,19.87103742030347,1.0,0.16655997340460257,0.9671767118303483,0.966807910839678,0.021,87.661,1.0197777444070026
california,imperial,181,time,4.984957429219267,4.658437271201331,5.311477587237203,1.0003836097478056,0.16659191735608997,0.9671767118303483,0.966807910839678,0.021,87.661,1.0197777444070026
california,imperial,181,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-11.082474773650798,-11.408994931668733,-10.755954615632863,1.0003836097478054,0.16659191735608977,0.9671767118303483,0.966807910839678,0.021,87.661,1.0197777444070026
california,losangeles,280,constant,5.281756770155828,5.162042752999735,5.40147078731192,0.9999999999999991,0.06107858018167988,0.9327114112942136,0.9312325412127678,0.1,28.894,16.134575134482876
california,losangeles,280,time,1.3931288767442322,1.2733801594440217,1.5128775940444428,1.0005798013300522,0.06109628433684212,0.9327114112942136,0.9312325412127678,0.1,28.894,16.134575134482876
california,losangeles,280,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,5.088085967226688,4.573399996368941,5.602771938084434,18.483944354165224,0.26259488309068696,0.9327114112942136,0.9312325412127678,0.1,28.894,16.134575134482876
california,losangeles,280,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,6.015339788282872,5.365311747802846,6.665367828762898,29.483169824665886,0.33164695942858485,0.9327114112942136,0.9312325412127678,0.1,28.894,16.134575134482876
california,losangeles,280,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-10.949044160375214,-11.477231298413056,-10.420857022337373,19.466399598770924,0.26948323369277605,0.9327114112942136,0.9312325412127678,0.1,28.894,16.134575134482876
california,losangeles,280,CAR_TRUCK_VAN_ALONE,1.6974400269056078,1.2881506162657759,2.1067294375454395,11.68882908173597,0.20882112787746523,0.9327114112942136,0.9312325412127678,0.1,28.894,16.134575134482876
california,losangeles,280,PUBLIC_TRANSPORTATION,1.3997972929131628,1.0129246400656993,1.7866699457606263,10.443499597142726,0.19738400655482832,0.9327114112942136,0.9312325412127678,0.1,28.894,16.134575134482876
california,riverside,263,constant,4.280476738310665,4.075701840417972,4.485251636203358,1.0000000000000004,0.10447698872076172,0.7448495030542746,0.7388694132821091,0.098,4.086,7.949689710332018
california,riverside,263,time,1.6942827284759934,1.4886548129712156,1.8999106439807711,1.008348623792887,0.10491220178815187,0.7448495030542746,0.7388694132821091,0.098,4.086,7.949689710332018
