state,county,n,features,coef,lower_coef,upper_coef,vif,std_err,R2,R2 Adjusted,Durbin-Watson,JB,condition_number
california,riverside,263,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-1.7311707110740011,-2.1549795885738163,-1.3073618335741857,4.28338057780806,0.2162290191325589,0.7448495030542746,0.7388694132821091,0.098,4.086,7.949689710332018
california,riverside,263,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-1.9928880443832697,-2.5930057141701037,-1.3927703745964357,8.588540984109521,0.3061824845851194,0.7448495030542746,0.7388694132821091,0.098,4.086,7.949689710332018
california,riverside,263,PUBLIC_TRANSPORTATION,1.9135904183277987,1.6747133086197168,2.1524675280358805,1.360804181884932,0.12187607638167444,0.7448495030542746,0.7388694132821091,0.098,4.086,7.949689710332018
california,riverside,263,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,1.1850517422238522,0.48792611148826737,1.882177372959437,11.589605808330234,0.3556763422120331,0.7448495030542746,0.7388694132821091,0.098,4.086,7.949689710332018
california,riverside,263,CAR_TRUCK_VAN_ALONE,2.896731175336829,2.572201696719015,3.221260653954643,2.511625409069496,0.16557626460092542,0.7448495030542746,0.7388694132821091,0.098,4.086,7.949689710332018
california,sacramento,222,constant,2.9051016338605407,2.8403929985741,2.9698102691469814,0.9999999999999998,0.033014609840020775,0.921096042983654,0.9196415921630762,0.041,8.819,3.985439671199034
california,sacramento,222,time,1.2926419410975167,1.2279314077351693,1.3573524744598642,1.000058666165221,0.03301557824609561,0.921096042983654,0.9196415921630762,0.041,8.819,3.985439671199034
california,sacramento,222,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-1.626446871816399,-1.7608140887777752,-1.4920796548550226,4.311835292960815,0.06855470253131442,0.921096042983654,0.9196415921630762,0.041,8.819,3.985439671199034
california,sacramento,222,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,0.38295615313051434,0.28954455749498154,0.47636774876604715,2.0839010819344157,0.047658977365067745,0.921096042983654,0.9196415921630762,0.041,8.819,3.985439671199034
california,sacramento,222,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.4897586426710126,0.38247714389129867,0.5970401414507265,2.7486863341866608,0.05473545856107854,0.921096042983654,0.9196415921630762,0.041,8.819,3.985439671199034
california,sanfrancisco,225,constant,7.660020001089443,7.380858100200303,7.939181901978582,0.9999999999999998,0.14242954126996937,0.9227308756024083,0.9206042024538508,0.11,31.185,34.20362920616841
california,sanfrancisco,225,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-28.030638564929014,-30.927340594783214,-25.133936535074813,107.67015879065796,1.477909198905205,0.9227308756024083,0.9206042024538508,0.11,31.185,34.20362920616841
california,sanfrancisco,225,time,2.2977865916843703,2.014955460711003,2.5806177226577374,1.0264602280371835,0.1443015974353915,0.9227308756024083,0.9206042024538508,0.11,31.185,34.20362920616841
california,sanfrancisco,225,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-16.07678511792569,-17.990034690029383,-14.163535545822,46.971124341685595,0.9761477408692305,0.9227308756024083,0.9206042024538508,0.11,31.185,34.20362920616841
california,sanfrancisco,225,CAR_TRUCK_VAN_ALONE,6.323302751704442,5.67875675785576,6.967848745553123,5.330838591303297,0.328849996861572,0.9227308756024083,0.9206042024538508,0.11,31.185,34.20362920616841
california,sanfrancisco,225,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,30.979959418383974,27.007999160622045,34.951919676145906,202.44054371402382,2.026510335592821,0.9227308756024083,0.9206042024538508,0.11,31.185,34.20362920616841
california,sanfrancisco,225,PUBLIC_TRANSPORTATION,4.052781364148484,3.148209703417332,4.9573530248796365,10.499621934817087,0.4615161534342614,0.9227308756024083,0.9206042024538508,0.11,31.185,34.20362920616841
california,santaclara,179,constant,3.3172841590881217,3.1695951474458006,3.4649731707304428,1.0,0.07535153655220464,0.8638238895222143,0.8606934042238744,0.088,63.666,7.625540306485803
california,santaclara,179,time,1.215289484412828,1.0675434336917726,1.3630355351338832,1.000772570588039,0.07538063812298737,0.8638238895222143,0.8606934042238744,0.088,63.666,7.625540306485803
california,santaclara,179,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,2.4613359685852885,1.9123171980816585,3.0103547390889185,13.819044568030863,0.28011161760389286,0.8638238895222143,0.8606934042238744,0.088,63.666,7.625540306485803
california,santaclara,179,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-3.0314202312022385,-3.4527770074439204,-2.6100634549605566,8.139610005526107,0.21497794706208265,0.8638238895222143,0.8606934042238744,0.088,63.666,7.625540306485803
california,santaclara,179,CAR_TRUCK_VAN_CARPOOL,1.8240913500157154,1.543461571027246,2.1047211290041847,3.6105315154253663,0.14317845866758647,0.8638238895222143,0.8606934042238744,0.088,63.666,7.625540306485803
california,sonoma,13,constant,2.0224298872422266,1.9732475001209566,2.0716122743634964,1.0,0.025093054653709125,0.9980829551287629,0.9974439401716838,1.117,0.845,1.189680734483939
california,sonoma,13,time,0.06833270367834247,0.018576663746454863,0.11808874361023008,1.0234636147629006,0.025385734659126333,0.9980829551287629,0.9974439401716838,1.117,0.845,1.189680734483939
california,sonoma,13,CAR_TRUCK_VAN_ALONE,-0.8512171760224677,-0.9005918091631194,-0.801842542881816,1.0078329564707624,0.025191139357475387,0.9980829551287629,0.9974439401716838,1.117,0.845,1.189680734483939
california,sonoma,13,PUBLIC_TRANSPORTATION,-1.5517230041736352,-1.6016460984026726,-1.5017999099445978,1.0303476439135273,0.02547096644338638,0.9980829551287629,0.9974439401716838,1.117,0.845,1.189680734483939
