state,county,n,features,coef,lower_coef,upper_coef,vif,std_err,R2,R2 Adjusted,Durbin-Watson,JB,condition_number
california,alameda,43,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.41461560496582006,0.19402351130122167,0.6352076986304185,1909.137494622806,0.11254698656357061,0.9487932631958143,0.943403080374321,0.443,0.81,88.3794303204877
california,losangeles,204,constant,0.35483111778470144,0.3518536744124231,0.3578085611569798,1.0000000000000004,0.0015191037613664922,0.943588799106527,0.9418706914651015,0.419,105.462,28.717762788679483
california,losangeles,204,time,0.05417712680100893,0.05119459700110747,0.057159656600910394,1.0034195594078374,0.0015216988775007467,0.943588799106527,0.9418706914651015,0.419,105.462,28.717762788679483
california,losangeles,204,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,0.33392598666667805,0.304816706297519,0.3630352670358371,95.58195678537788,0.014851673657734207,0.943588799106527,0.9418706914651015,0.419,105.462,28.717762788679483
california,losangeles,204,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.16700567532560096,0.14972048523266454,0.18429086541853737,33.702436509126976,0.00881897453721246,0.943588799106527,0.9418706914651015,0.419,105.462,28.717762788679483
california,losangeles,204,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.13865981030432797,-0.16052185922240256,-0.11679776138625339,53.91314942813104,0.011154106590854383,0.943588799106527,0.9418706914651015,0.419,105.462,28.717762788679483
california,losangeles,204,PUBLIC_TRANSPORTATION,0.3337037293973597,0.30205882490995756,0.36534863388476185,112.95892678968869,0.01614535943234804,0.943588799106527,0.9418706914651015,0.419,105.462,28.717762788679483
california,losangeles,204,CAR_TRUCK_VAN_CARPOOL,-0.12441219817873833,-0.14112467988115485,-0.1076997164763218,31.50611607595773,0.008526776378783943,0.943588799106527,0.9418706914651015,0.419,105.462,28.717762788679483
california,sacramento,51,constant,0.07558546912625702,0.07024013615294065,0.08093080209957339,0.9999999999999998,0.002727210700671612,0.9328574862257812,0.9253972069175347,1.939,213.798,468.7186446891212
california,sacramento,51,CAR_TRUCK_VAN_ALONE,-4.129441339703348,-4.526316953169376,-3.73256572623732,5512.63579382987,0.20248755789083042,0.9328574862257812,0.9253972069175347,1.939,213.798,468.7186446891212
california,sacramento,51,time,0.016029784790574642,0.010598447599458369,0.021461121981690916,1.0324380556080954,0.0027710904036307524,0.9328574862257812,0.9253972069175347,1.939,213.798,468.7186446891212
california,sacramento,51,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-8.183668213465872,-8.96320509758004,-7.404131329351702,21267.860863630525,0.3977229000582497,0.9328574862257812,0.9253972069175347,1.939,213.798,468.7186446891212
california,sacramento,51,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,12.40525427184449,11.219813153845985,13.590695389842994,49182.48258356634,0.6048168969380125,0.9328574862257812,0.9253972069175347,1.939,213.798,468.7186446891212
california,sacramento,51,CAR_TRUCK_VAN_CARPOOL,4.961743818187877,4.485251424271904,5.43823621210385,7946.253538943198,0.24310836424284343,0.9328574862257812,0.9253972069175347,1.939,213.798,468.7186446891212
california,sanfrancisco,24,constant,0.08233988269593884,0.07756774059849245,0.08711202479338523,1.0000000000000002,0.0024347663762481577,0.904564992004764,0.878055267561643,0.976,0.692,53.830249888905406
california,sanfrancisco,24,time,0.01495897076247273,0.009996741990820759,0.0199211995341247,1.0812517693006365,0.002531749373291822,0.904564992004764,0.878055267561643,0.976,0.692,53.830249888905406
california,sanfrancisco,24,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.1453679837543574,-0.21342323805091368,-0.0773127294578011,203.37454220839066,0.034722068518651165,0.904564992004764,0.878055267561643,0.976,0.692,53.830249888905406
california,sanfrancisco,24,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.1143677695756541,-0.1790582113810445,-0.04967732777026371,183.7610655508361,0.03300532745172979,0.904564992004764,0.878055267561643,0.976,0.692,53.830249888905406
california,sanfrancisco,24,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.2098325484555201,0.08979616409572036,0.3298689328153198,632.7018103080145,0.061243053244795786,0.904564992004764,0.878055267561643,0.976,0.692,53.830249888905406
california,sanfrancisco,24,CAR_TRUCK_VAN_CARPOOL,0.015272842985411149,0.005473242240860279,0.025072443729962018,4.216868229110657,0.00499979629824024,0.904564992004764,0.878055267561643,0.976,0.692,53.830249888905406
california,santaclara,38,constant,0.09287423598687516,0.08685735393772147,0.09889111803602886,1.0,0.003069837780180458,0.7113200925841038,0.6763285886549042,3.041,22.557,12.453694971244756
california,santaclara,38,time,0.010751959411835078,0.0046270045874372435,0.016876914236232915,1.0362458010158553,0.003124976951223385,0.7113200925841038,0.6763285886549042,3.041,22.557,12.453694971244756
california,santaclara,38,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.06652609079318479,-0.0832479278603614,-0.04980425372600818,7.723692570269683,0.008531549524069704,0.7113200925841038,0.6763285886549042,3.041,22.557,12.453694971244756
california,santaclara,38,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.07110095864729755,-0.0965195844667239,-0.0456823328278712,17.84683219324961,0.012968686642564467,0.7113200925841038,0.6763285886549042,3.041,22.557,12.453694971244756
california,santaclara,38,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.11354263069841887,0.07746818552761159,0.14961707586922615,35.946476315176476,0.018405329168779225,0.7113200925841038,0.6763285886549042,3.041,22.557,12.453694971244756
