state,county,n,features,coef,lower_coef,upper_coef,R2,R2 Adjusted,nrmse,rmse,Durbin-Watson,JB,condition_number
california,alameda,43,CAR_TRUCK_VAN_ALONE,-0.002400116898104998,0.002103338280264962,-0.0069035720764749585,0.9487932631958143,0.943403080374321,0.1371661445934759,0.013178380553755139,0.443,0.81,1.952393425986509
california,alameda,43,CAR_TRUCK_VAN_CARPOOL,-0.013337719235177011,-0.008850675356274314,-0.017824763114079708,0.9487932631958143,0.943403080374321,0.1371661445934759,0.013178380553755139,0.443,0.81,1.952393425986509
california,losangeles,180,constant,0.36836529363607295,0.36472272686114954,0.37200786041099637,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,losangeles,180,time,0.053771347986363564,0.05012840977994689,0.05741428619278024,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,losangeles,180,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.009995152685856747,-0.009651052870322852,-0.010339252501390644,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,losangeles,180,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.00775125623095518,0.005879755696259852,0.009622756765650506,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,losangeles,180,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.0005895140961218099,-0.0014973734686377776,0.00031834527639415793,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,losangeles,180,PUBLIC_TRANSPORTATION,0.0010217741731176572,0.001893589392844687,0.00014995895339062762,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,losangeles,180,CAR_TRUCK_VAN_ALONE,-0.004554007425262695,-0.004895686420724155,-0.004212328429801237,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,losangeles,180,CAR_TRUCK_VAN_CARPOOL,-0.021174894468261513,-0.0184448412098464,-0.023904947726676624,0.861254817477412,0.8588898427753224,0.061770648756142875,0.021309389762550333,0.102,9.724,2.1065317054380635
california,sacramento,47,constant,0.05671002682074209,0.05361677516793822,0.05980327847354596,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,time,0.014903725114924644,0.011760044711063622,0.018047405518785666,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.00048793245867544176,-0.0006653889632423043,-0.00031047595410857974,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.006070409828395698,0.0063488125775266295,0.005792007079264764,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.0016534494559681686,0.000679028020043845,0.002627870891892492,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,PUBLIC_TRANSPORTATION,4.408193425858983e-05,-0.003371343686825434,0.0034595075553426127,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,CAR_TRUCK_VAN_ALONE,0.0074325666622857564,0.010556726757833264,0.004308406566738249,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sacramento,47,CAR_TRUCK_VAN_CARPOOL,-0.006573927748653023,-0.0061359601117799735,-0.007011895385526072,0.8108047381265159,0.7927861417576126,0.18082927883215671,0.008334332507716716,0.762,5.146,2.321137676702812
california,sanfrancisco,23,constant,0.08482387093603119,0.07994909038463921,0.08969865148742318,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,time,0.014945741619949913,0.009987901253937184,0.01990358198596264,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.011990612945531985,-0.010195795972070295,-0.013785429918993678,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.0015405349086862145,-0.007450244128622633,0.004369174311250204,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.007633211400802878,-0.009671180248422792,-0.005595242553182965,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,PUBLIC_TRANSPORTATION,-0.007767058523600842,-0.009461080142879696,-0.006073036904321986,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,CAR_TRUCK_VAN_ALONE,0.003393296039307036,-0.0015716134140725284,0.0083582054926866,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,sanfrancisco,23,CAR_TRUCK_VAN_CARPOOL,0.00024959584475044865,0.00029375565038957524,0.00020543603911132207,0.8906909265929189,0.8664000213913453,0.1377155057457817,0.009031520751743934,0.801,0.767,2.6657348108784635
california,santaclara,34,constant,0.0976981223698895,0.09478377079682608,0.10061247394295293,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,time,0.00963632895520154,0.00669663191832265,0.012576025992080431,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.010838622521281887,-0.010526883239394736,-0.011150361803169037,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.00215949955413539,-0.0015728895603435444,-0.0027461095479272366,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.0061816607270121495,-0.0058776091897651,-0.0064857122642592,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,PUBLIC_TRANSPORTATION,0.008065098118732681,0.0042075526404127634,0.011922643597052598,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,CAR_TRUCK_VAN_ALONE,0.003545167018629483,0.005244180655502862,0.0018461533817561034,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
california,santaclara,34,CAR_TRUCK_VAN_CARPOOL,-0.0001848894035496899,0.0006850298415102545,-0.0010548086486096334,0.9037882595770601,0.8905176746911374,0.06928346447772174,0.006658581314949224,1.611,0.651,2.1427517279991966
