,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,PUBLIC_TRANSPORTATION,CAR_TRUCK_VAN_ALONE,CAR_TRUCK_VAN_CARPOOL
White,68735.0,713.1406277589859,266.5116590432932,9.983959962518702,396.66444554739405,39.95273301906861
Hispanic,54377.0,380.50080733703146,85.51248663584148,8.816861007138234,292.7837901217697,48.69523594380789
Asian,70898.0,501.4063680003468,240.94005583326816,10.145353118625872,281.3903937640899,53.00489452600049
Black,45728.0,508.9247527766064,121.85064350368728,21.641818667965467,231.6235911972504,29.153514207670362
Native Hawaiian/Pacific Islander,62019.0,460.13347835831274,67.404301008973,5.991548491893195,306.64337781984153,36.83357590621366
American Indian/Alaska Native,54068.0,261.8888383466769,49.82631662820161,5.192675359640771,132.87879705526467,20.314275196760256
