time,date,y,y_pred,std_pred,state,county,ethnicity
0,2020-06-13,0.1275066468922755,0.1275066469591439,1.2804975335926104e-06,california,None,Hispanic
1,2020-06-14,0.12795629249844476,0.12795629242518278,1.2805273868911387e-06,california,None,Hispanic
2,2020-06-15,0.128727113537592,0.128727113602132,1.2805682563497983e-06,california,None,Hispanic
4,2020-06-17,0.13213157312715906,0.1321315731158169,1.280394818712913e-06,california,None,Hispanic
5,2020-06-18,0.13393015555183602,0.13393015557579882,1.2804054815404508e-06,california,None,Hispanic
6,2020-06-19,0.13585720814970415,0.13585720816045982,1.280332617115739e-06,california,None,Hispanic
8,2020-06-21,0.14016095895160965,0.14016095895070668,1.2798597861850047e-06,california,None,Hispanic
9,2020-06-22,0.1408033098175657,0.1408033098605494,1.2802117596586198e-06,california,None,Hispanic
10,2020-06-23,0.14292306767522067,0.1429230676321645,1.281559385578008e-06,california,None,Hispanic
11,2020-06-24,0.14549247113904487,0.14549247119430958,1.2804939795821396e-06,california,None,Hispanic
12,2020-06-25,0.14831881494925148,0.1483188149293425,1.2803319062228774e-06,california,None,Hispanic
13,2020-06-26,0.1500531622873328,0.15005316229854104,1.2802021616656704e-06,california,None,Hispanic
14,2020-06-27,0.15082398332648006,0.15082398334301214,1.2804221864583982e-06,california,None,Hispanic
16,2020-06-29,0.15512773412838554,0.15512773413835587,1.280486516128043e-06,california,None,Hispanic
18,2020-07-01,0.160587716489012,0.16058771651554762,1.2804648363241949e-06,california,None,Hispanic
19,2020-07-02,0.1635425304724098,0.16354253045849512,1.2804939795821396e-06,california,None,Hispanic
21,2020-07-04,0.1662404041094252,0.16624040417287445,1.280598818744724e-06,california,None,Hispanic
22,2020-07-05,0.16861710231346258,0.16861710222388832,1.28054622254283e-06,california,None,Hispanic
23,2020-07-06,0.17086533034430876,0.17086533043732138,1.2804111683454964e-06,california,None,Hispanic
25,2020-07-08,0.17439826010706702,0.17439825999010508,1.2800140975816971e-06,california,None,Hispanic
26,2020-07-09,0.18037212316045825,0.18037212339567918,1.2799564996511798e-06,california,None,Hispanic
27,2020-07-10,0.1889153896776737,0.1889153894759756,1.2801982513516164e-06,california,None,Hispanic
29,2020-07-12,0.19398996151872647,0.193989961908189,1.2806315125922813e-06,california,None,Hispanic
30,2020-07-13,0.19456807729808687,0.19456807648000762,1.2802920955926379e-06,california,None,Hispanic
31,2020-07-14,0.19508195799085176,0.19508195917025045,1.2806581645678504e-06,california,None,Hispanic
32,2020-07-15,0.1985506526670144,0.1985506513773978,1.280321598232027e-06,california,None,Hispanic
33,2020-07-16,0.20176240699679465,0.20176240811102478,1.2804477765483487e-06,california,None,Hispanic
34,2020-07-17,0.21088378929337054,0.21088378866234286,1.2806695359086148e-06,california,None,Hispanic
36,2020-07-19,0.2157656558746365,0.2157656565173603,1.2810639168155982e-06,california,None,Hispanic
37,2020-07-20,0.21666494708697492,0.21666494596787045,1.2797051005603206e-06,california,None,Hispanic
38,2020-07-21,0.21750000321271784,0.21750000459682295,1.2766705480374125e-06,california,None,Hispanic
39,2020-07-22,0.22193222418781453,0.22193222279799105,1.275818666754423e-06,california,None,Hispanic
40,2020-07-23,0.2268783258556761,0.22687832706987698,1.277324495502634e-06,california,None,Hispanic
41,2020-07-24,0.2315674871771553,0.23156748627850055,1.2783928989192251e-06,california,None,Hispanic
42,2020-07-25,0.2361281783254432,0.23612817887850518,1.277977040035843e-06,california,None,Hispanic
43,2020-07-26,0.24023922386756194,0.24023922364323502,1.2791292211865473e-06,california,None,Hispanic
45,2020-07-28,0.2421662764654301,0.24216627657676565,1.280165901931773e-06,california,None,Hispanic
46,2020-07-29,0.2470481430466961,0.24704814294593924,1.2804335598948492e-06,california,None,Hispanic
47,2020-07-30,0.2545636481783818,0.25456364823057326,1.2804954011875117e-06,california,None,Hispanic
49,2020-08-01,0.2643273813409137,0.26432738132700195,1.2804989551940368e-06,california,None,Hispanic
50,2020-08-02,0.2690807777489885,0.269080777762199,1.2804925579751893e-06,california,None,Hispanic
54,2020-08-06,0.28982871071936883,0.2898287107223065,1.2804826066823455e-06,california,None,Hispanic
60,2020-08-12,0.3170001523493097,0.3170001523495563,1.280482962086993e-06,california,None,Hispanic
62,2020-08-14,0.32747047146439323,0.3274704714600257,1.280482962086993e-06,california,None,Hispanic
69,2020-08-21,0.3513016885913626,0.3513016886017153,1.2805014429927353e-06,california,None,Hispanic
71,2020-08-23,0.3631209445249539,0.3631209444196028,1.2805519087228589e-06,california,None,Hispanic
72,2020-08-24,0.3639560006506968,0.3639560008717559,1.2805636363894273e-06,california,None,Hispanic
73,2020-08-25,0.37166421104216935,0.37166421081742795,1.2808372514582914e-06,california,None,Hispanic
75,2020-08-27,0.37680301796981774,0.37680301836179114,1.2827672423797145e-06,california,None,Hispanic
76,2020-08-28,0.3826484108500178,0.3826484100158106,1.2818153914933291e-06,california,None,Hispanic
77,2020-08-29,0.3853462844870332,0.3853462856243698,1.2828867948761025e-06,california,None,Hispanic
78,2020-08-30,0.3902923861548948,0.3902923849238992,1.2804687458241477e-06,california,None,Hispanic
79,2020-08-31,0.3907420317610639,0.3907420328443693,1.2811946397261307e-06,california,None,Hispanic
80,2020-09-01,0.3924763790991453,0.39247637828675913,1.2784751289607457e-06,california,None,Hispanic
81,2020-09-02,0.39864294741232337,0.39864294791285443,1.2744006940567826e-06,california,None,Hispanic
82,2020-09-03,0.4033963438203981,0.403396343558796,1.2758493429236278e-06,california,None,Hispanic
83,2020-09-04,0.4080855051418773,0.4080855052316453,1.281997866577314e-06,california,None,Hispanic
84,2020-09-05,0.4130316068097388,0.41303160679226164,1.2850871254919463e-06,california,None,Hispanic
85,2020-09-06,0.4175922979580268,0.41759229794106345,1.2830109473969233e-06,california,None,Hispanic
88,2020-09-09,0.4228595750588664,0.422859575040725,1.2797211033885628e-06,california,None,Hispanic
89,2020-09-10,0.42632826973502896,0.4263282697527368,1.278513572360596e-06,california,None,Hispanic
90,2020-09-11,0.4294757889782137,0.4294757889314471,1.2776832225281286e-06,california,None,Hispanic
91,2020-09-12,0.434293420472884,0.4342934205208408,1.2780240445685678e-06,california,None,Hispanic
92,2020-09-13,0.4383402309284071,0.4383402308789476,1.2794877979063236e-06,california,None,Hispanic
94,2020-09-15,0.4400103431798929,0.4400103431945012,1.2808141563411855e-06,california,None,Hispanic
95,2020-09-16,0.4457272658869017,0.44572726588524947,1.2799589885042246e-06,california,None,Hispanic
96,2020-09-17,0.4475258483115786,0.44752584822830704,1.2791221055520838e-06,california,None,Hispanic
97,2020-09-18,0.4503521921217852,0.45035219222853295,1.2791608852799241e-06,california,None,Hispanic
99,2020-09-20,0.4573538165607061,0.45735381614922777,1.2806382644785513e-06,california,None,Hispanic
100,2020-09-21,0.4576749919936842,0.4576749931539805,1.2783370079497194e-06,california,None,Hispanic
101,2020-09-22,0.4583815779462358,0.4583815755824813,1.2721893927930333e-06,california,None,Hispanic
102,2020-09-23,0.4639700304800534,0.46397003445779605,1.2686229181125933e-06,california,None,Hispanic
103,2020-09-24,0.4677599005891941,0.4677598945852194,1.2755896422749285e-06,california,None,Hispanic
104,2020-09-25,0.4711001250921656,0.4711001333518816,1.2876350530075606e-06,california,None,Hispanic
105,2020-09-26,0.47379799872918105,0.473797988085304,1.3208007910116087e-06,california,None,Hispanic
106,2020-09-27,0.4746330548549239,0.47463306776381714,1.3548861547166232e-06,california,None,Hispanic
107,2020-09-28,0.4753396408074755,0.47533962587536766,1.37409278219447e-06,california,None,Hispanic
108,2020-09-29,0.4755965811538579,0.47559659762748485,1.3161555909828634e-06,california,None,Hispanic
109,2020-09-30,0.4813777389474623,0.4813777214888795,1.2555560678004246e-06,california,None,Hispanic
110,2020-10-01,0.4849106687102206,0.4849106864599919,1.2617457726539608e-06,california,None,Hispanic
111,2020-10-02,0.49069182650382503,0.4906918090857553,1.3073058907832464e-06,california,None,Hispanic
112,2020-10-03,0.4920407633223327,0.4920407797918665,1.3048145123960515e-06,california,None,Hispanic
113,2020-10-04,0.4944174615263701,0.4944174464152681,1.2598818318067329e-06,california,None,Hispanic
114,2020-10-05,0.4951240474789218,0.4951240609178059,1.24517103247663e-06,california,None,Hispanic
115,2020-10-06,0.4962160439510471,0.4962160322609164,1.272869954825104e-06,california,None,Hispanic
116,2020-10-07,0.4996205035406141,0.4996205134635745,1.2711616013943427e-06,california,None,Hispanic
117,2020-10-08,0.5021899070044383,0.5021898987196479,1.25580251678156e-06,california,None,Hispanic
118,2020-10-09,0.5040527245157108,0.5040527312458046,1.2311899116920101e-06,california,None,Hispanic
119,2020-10-10,0.5064294227197482,0.5064294173789026,1.235591775183766e-06,california,None,Hispanic
120,2020-10-11,0.5081637700578295,0.5081637741030197,1.239396158350019e-06,california,None,Hispanic
121,2020-10-12,0.5084849454908076,0.5084849425632074,1.2468284937061157e-06,california,None,Hispanic
122,2020-10-13,0.5088061209237855,0.5088061228475542,1.2700269168723985e-06,california,None,Hispanic
123,2020-10-14,0.5112470542144185,0.5112470530792731,1.2825997791998927e-06,california,None,Hispanic
124,2020-10-15,0.5146515138039857,0.514651514323001,1.2847240896640698e-06,california,None,Hispanic
125,2020-10-16,0.517349387441001,0.5173493872664889,1.2831928978142272e-06,california,None,Hispanic
127,2020-10-18,0.5221027838490757,0.5221027838471022,1.2806588752796063e-06,california,None,Hispanic
129,2020-10-20,0.5230663101480099,0.5230663101251296,1.2804815404678108e-06,california,None,Hispanic
131,2020-10-22,0.5298109942405483,0.5298109942131874,1.2804801188470507e-06,california,None,Hispanic
134,2020-10-25,0.5328942783971373,0.5328942783682757,1.2804818958727545e-06,california,None,Hispanic
136,2020-10-27,0.5356563871207484,0.5356563871009786,1.280483317491542e-06,california,None,Hispanic
138,2020-10-29,0.5414375449143528,0.5414375448944171,1.2804804742523887e-06,california,None,Hispanic
140,2020-10-31,0.5463836465822144,0.5463836465508466,1.2804811850627688e-06,california,None,Hispanic
143,2020-11-03,0.5470259974481704,0.5470259974199304,1.280482962086993e-06,california,None,Hispanic
145,2020-11-05,0.5506873973841199,0.5506873973574749,1.2804815404678108e-06,california,None,Hispanic
