time,y,y_pred
1,1.37,1.385968575041987
2,1.38,1.3859274312107128
3,1.38,1.3858862873794386
4,1.388,1.3858451435481642
5,1.392,1.3858039997168903
6,1.402,1.3857628558856159
9,1.402,1.385639424391793
10,1.4,1.3855982805605191
11,1.4,1.3855571367292447
12,1.406,1.3855159928979708
13,1.41,1.3854748490666964
16,1.406,1.3853514175728736
17,1.406,1.3853102737415997
19,1.408,1.3852279860790508
20,1.406,1.3851868422477769
23,1.402,1.3850634107539541
25,1.396,1.3849811230914058
26,1.388,1.3849399792601313
27,1.382,1.3848988354288574
30,1.382,1.3847754039350346
31,1.372,1.3847342601037602
32,1.366,1.3846931162724863
33,1.362,1.3846519724412119
34,1.364,1.3846108286099377
37,1.364,1.3844873971161151
38,1.364,1.3844462532848407
39,1.364,1.3844051094535665
40,1.366,1.3843639656222924
41,1.366,1.384322821791018
45,1.366,1.3841582464659212
46,1.368,1.3841171026346468
47,1.37,1.3840759588033729
49,1.376,1.3839936711408245
54,1.378,1.3837879519844534
55,1.382,1.383746808153179
60,1.382,1.3835410889968078
61,1.384,1.3834999451655337
62,1.384,1.3834588013342595
69,1.39,1.38317079451534
72,1.392,1.3830473630215172
73,1.394,1.3830062191902428
74,1.396,1.3829650753589688
1,0.5982404692082111,0.6099459525032342
2,0.592375366568915,0.6099048086719601
3,0.5953079178885631,0.6098636648406859
4,0.5865102639296188,0.6098225210094117
5,0.5777126099706744,0.6097813771781373
6,0.5689149560117301,0.6097402333468631
9,0.5747800586510263,0.6096168018530406
10,0.5777126099706744,0.6095756580217662
11,0.5777126099706744,0.609534514190492
12,0.5718475073313782,0.6094933703592178
13,0.5689149560117301,0.6094522265279436
16,0.5777126099706744,0.6093287950341209
17,0.5806451612903226,0.6092876512028467
19,0.5806451612903226,0.6092053635402983
20,0.5835777126099707,0.6091642197090239
23,0.592375366568915,0.6090407882152014
25,0.6011730205278591,0.6089585005526528
26,0.6070381231671553,0.6089173567213786
27,0.6129032258064515,0.6088762128901044
30,0.6158357771260996,0.6087527813962816
31,0.627565982404692,0.6087116375650077
32,0.6334310850439883,0.6086704937337333
33,0.6392961876832844,0.6086293499024591
34,0.6363636363636364,0.6085882060711849
37,0.6422287390029325,0.6084647745773621
38,0.6422287390029325,0.608423630746088
