corr,Y,X,state,county,n
0.7252217488164179,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,riverside,375
0.8429645115381753,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,riverside,375
0.816919669576132,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,riverside,375
0.7091002784739191,covid_perc,PUBLIC_TRANSPORTATION,california,riverside,375
0.7562892680390672,covid_perc,CAR_TRUCK_VAN_ALONE,california,riverside,375
0.7032634498767688,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,riverside,375
0.9166821517757726,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sonoma,110
0.9438489613542325,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,sonoma,110
0.9527741004327055,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,sonoma,110
0.7511751289759411,covid_perc,PUBLIC_TRANSPORTATION,california,sonoma,110
0.907754525584974,covid_perc,CAR_TRUCK_VAN_ALONE,california,sonoma,110
0.871849609320246,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,sonoma,110
0.40495701718366894,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sacramento,424
0.6870433060354159,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,sacramento,424
0.5943870842708842,covid_perc,PUBLIC_TRANSPORTATION,california,sacramento,424
0.7619997225185525,covid_perc,CAR_TRUCK_VAN_ALONE,california,sacramento,424
0.5112820327779894,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,sacramento,424
0.587277536973543,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,alameda,467
0.8667007071395125,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,alameda,467
0.7495558158921424,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,alameda,467
0.8604476977488674,covid_perc,PUBLIC_TRANSPORTATION,california,alameda,467
0.5313814679376659,covid_perc,CAR_TRUCK_VAN_ALONE,california,alameda,467
0.966089127711642,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,alameda,467
0.563559655059405,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,losangeles,508
0.9081200994955823,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,losangeles,508
0.729643726298963,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,losangeles,508
0.6423569076526069,covid_perc,PUBLIC_TRANSPORTATION,california,losangeles,508
0.5485167209834487,covid_perc,CAR_TRUCK_VAN_ALONE,california,losangeles,508
0.5600805654058926,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,losangeles,508
0.5970920293104899,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sanfrancisco,453
0.6267255212219234,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,sanfrancisco,453
0.5365190090688129,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,sanfrancisco,453
0.6907163720764766,covid_perc,PUBLIC_TRANSPORTATION,california,sanfrancisco,453
0.9122383067815931,covid_perc,CAR_TRUCK_VAN_ALONE,california,sanfrancisco,453
0.9851997232549824,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,sanfrancisco,453
0.6021990781654165,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,santaclara,456
0.8233214480109223,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,santaclara,456
0.8127756912525798,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,santaclara,456
0.5742373865540006,covid_perc,PUBLIC_TRANSPORTATION,california,santaclara,456
0.4339585364906678,covid_perc,CAR_TRUCK_VAN_ALONE,california,santaclara,456
0.9246590642354199,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,santaclara,456
