corr,Y,X,state,county,n
0.6019003819758234,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,sacramento,215
0.8824264047014099,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,alameda,183
0.4856921736741672,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,alameda,183
0.757204471232664,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,alameda,183
0.4754915009888477,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,alameda,183
0.5233708521115555,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,alameda,183
0.5902015794510073,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,alameda,183
0.6263590905318561,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,losangeles,461
0.4354808124982672,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,losangeles,461
0.5597155402105989,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,losangeles,461
0.5867084248260679,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,losangeles,461
0.6287906101395404,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,losangeles,461
0.7283662320375932,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sanfrancisco,90
0.7211156179226751,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,sanfrancisco,90
0.760305970088988,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,sanfrancisco,90
0.5108131194926753,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,sanfrancisco,90
0.4624793268527927,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,sanfrancisco,90
0.5553036609726408,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,sanfrancisco,90
0.62787532617709,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,santaclara,207
0.46586459562705346,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,santaclara,207
0.5647493993494648,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,santaclara,207
0.41407065522017666,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,santaclara,207
