state,county,n,nrmse,rmse
california,imperial,105,4.515614416842975e-10,1.2955652229336356e-08
california,riverside,375,5.30614678656881e-09,3.585191335157371e-08
california,sonoma,110,7.55025740543968e-09,3.383610354224974e-08
california,sacramento,424,5.396026157375188e-09,2.0618041843540713e-08
california,alameda,467,4.592755322572551e-08,1.8716878269724605e-07
california,losangeles,508,2.1991301844753114e-09,1.775440726632802e-08
california,sanfrancisco,453,1.16923862154239e-08,9.6638951560737e-08
california,santaclara,456,6.947505533023049e-09,4.767920546000114e-08
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.04266195676517582,0.2315322384296119
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.04261757705125929,0.23138993358257245
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.04263616583617791,0.23136904750678744
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.5847490471272031,3.468476553768103
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.056743378269996564,0.33845083334973597
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.580113310130324,3.448171344076339
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.04144399260717049,0.24951239218278487
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.056743378269996564,0.33845083334973597
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.056743378269996564,0.33845083334973597
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.046876830691585644,0.2579670334732284
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.046876830691585644,0.2579670334732284
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.046876830691585644,0.2579670334732284
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.046876830691585644,0.2579670334732284
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.046876830691585644,0.2579670334732284
california,"alameda,losangeles,sacramento,sanfrancisco",1852,0.056743378269996564,0.33845083334973597
california,"alameda,losangeles,sacramento,sanfrancisco",1852,6.661895111711307e-09,5.1511712520281325e-08
