state,county,n,nrmse,rmse,low_nrmse,up_nrmse,low_rmse,up_rmse
california,imperial,105,1.6922644987378461e-09,4.160246965124684e-08,2.880535252176836e-10,7.918584469794896e-10,7.411508832296712e-09,2.3509580634376665e-08
california,riverside,375,2.7252933804972528e-08,1.979228909133231e-07,5.608185448504691e-09,2.3973697759795078e-08,5.2302726596137e-08,2.845997887039768e-07
california,sonoma,110,1.002039666249468e-07,2.538656106665371e-07,2.611785588167563e-09,2.0191877536137574e-08,1.8358961953760217e-08,8.356212706728261e-08
california,sacramento,424,4.730646762491161e-08,8.01411932345636e-08,5.992424329422694e-09,2.3162978322842945e-08,2.043973456814947e-08,3.66873237836672e-08
california,alameda,467,1.6622500370225517e-08,2.0523070420933406e-07,5.961376552740436e-09,4.838187501755148e-08,9.533491179062664e-08,2.7055147262140443e-07
california,losangeles,508,3.4809473877410394e-08,2.3497177900775097e-07,1.336098453263729e-08,2.7924051693466783e-08,5.6670106187846045e-08,1.8151093267129736e-07
california,sanfrancisco,453,3.813018441592384e-08,4.2057442955297465e-07,3.6248796797105445e-09,1.0717765429334524e-07,6.100776412358235e-08,9.614890135155823e-07
california,santaclara,456,3.398066023207369e-08,2.6082377660587384e-07,8.431733357923652e-09,1.4789448367022257e-07,6.089241452519342e-08,5.692357521700721e-07
california,"alameda,imperial,riverside,sacramento,sanfrancisco,sonoma",1934,1.9645495649723756e-08,2.1891672013661264e-07
california,"alameda,imperial,riverside,sacramento,sanfrancisco,sonoma",1934,1.9645436291216027e-08,2.1891601936659498e-07
california,None,460,6.285233443136513e-08,4.966967766485275e-07
california,None,460,6.285242848607574e-08,4.96697515925766e-07
california,"alameda,imperial,riverside,sacramento,sanfrancisco,sonoma",1934,1.964545938259959e-08,2.189162955248708e-07
california,"alameda,imperial,riverside,sacramento,sanfrancisco,sonoma",1934,1.9645495649723756e-08,2.1891672013661264e-07
california,None,460,6.285238368637087e-08,4.966971436573662e-07
california,None,460,6.285235513558336e-08,4.966969168610067e-07
