state,county,n,nrmse,rmse,low_nrmse,up_nrmse,low_rmse,up_rmse
california,imperial,199,6816.685758629017,2.6158387916145347e-09,586.5691006324873,10197.778505888227,7.136008389135244e-10,3.812453861697726e-09
california,riverside,597,2.063383424601359e-09,1.1997698655973623e-09,4.761505398524448e-11,1.2754594422629203e-10,1.5749278864064045e-10,3.2788815350511604e-10
california,sonoma,191,4.7976204254064255e-08,3.494562136863573e-09,3.391495380325349e-10,1.080585075767579e-08,5.194019692707292e-10,1.0838436873608782e-08
california,sacramento,515,2.951287192188649e-09,1.1024858440013504e-09,4.6389721031064215e-10,1.077270622306238e-09,5.4594451677565e-10,7.638151566536006e-10
california,alameda,686,2.6890479967329556e-09,2.7877411484611013e-09,8.891718521268552e-11,3.886098365410759e-09,4.3665486889238827e-10,1.7698890716831034e-09
california,losangeles,719,2.4681638088151445e-09,1.594595059232578e-09,1.24625324212059e-10,2.0941954964037432e-09,3.7530524342846947e-10,1.1695537627989728e-09
california,sanfrancisco,654,2.030042996037371e-09,5.961863706308567e-09,6.854384361620765e-11,5.631752281078032e-10,7.490371561195241e-10,3.6750791765808135e-09
california,santaclara,527,1.7424822538741615e-09,8.371768938638838e-09,7.002820204301797e-11,1.157980270172692e-09,4.0273275588944827e-10,7.692450988741912e-09
