state,county,n,nrmse,rmse,low_nrmse,up_nrmse,low_rmse,up_rmse
california,imperial,18,7.343319571994444e-09,8.45390726404253e-09,8.886774806774784e-09,3.396969525796361e-08,1.0219232991924717e-08,3.9562258124453065e-08
california,sacramento,224,2.642064792859521e-09,2.7152559516273124e-09,8.004620453375168e-10,1.6439406164722573e-08,7.868284824281383e-10,1.6775947369259054e-08
california,alameda,183,3.680308004430023e-10,4.921105484253866e-10,5.1528677323032105e-11,1.8293493699500614e-09,4.908435544461962e-11,2.341029327594409e-09
california,losangeles,516,1.1206348023790876e-09,1.0616984100122995e-09,3.119975259189655e-11,6.168054933436086e-10,2.6366156152210347e-11,5.918133486016919e-10
california,sanfrancisco,92,1.1250225630347728e-09,1.330681001981729e-09,1.1811305664350322e-10,9.95975927832874e-10,1.5210269348379146e-10,1.2429897040992004e-09
california,santaclara,231,inf,1.4472714849547863e-09,6.046404560106064e-11,3.536434541065316e-09,7.713021617530001e-11,4.8029072323611025e-09
