state,county,n,features,coef,lower_coef,upper_coef,std_err,R2,R2 Adjusted,Durbin-Watson,JB,condition_number,nrmse,rmse,low_nrmse,up_nrmse,low_rmse,up_rmse
california,imperial,199,constant,0.724095467277621,0.717424576895297,0.7307663576599449,0.0034035155011856843,0.9983897453012651,0.9983733141308698,0.125,158.706,4.801197310012852e+16,0.16825502237472628,0.0530500085955558,0.10882303725067533,0.23729142011065146,0.04231838184552575,0.06324411377456798
california,imperial,199,time,0.0181464844448557,0.013498253849968448,0.02279471503974295,0.0023715462218812508,0.9983897453012651,0.9983733141308698,0.125,158.706,4.801197310012852e+16,0.16825502237472628,0.0530500085955558,0.10882303725067533,0.23729142011065146,0.04231838184552575,0.06324411377456798
california,imperial,199,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.06032899812167304,-0.06066820230215004,-0.059989793941196044,0.00017306335738622374,0.9983897453012651,0.9983733141308698,0.125,158.706,4.801197310012852e+16,0.16825502237472628,0.0530500085955558,0.10882303725067533,0.23729142011065146,0.04231838184552575,0.06324411377456798
california,imperial,199,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.06032899812165955,-0.06066820230213655,-0.059989793941182555,0.0001730633573862241,0.9983897453012651,0.9983733141308698,0.125,158.706,4.801197310012852e+16,0.16825502237472628,0.0530500085955558,0.10882303725067533,0.23729142011065146,0.04231838184552575,0.06324411377456798
california,imperial,199,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.060328998121656416,-0.06066820230213341,-0.05998979394117942,0.00017306335738622366,0.9983897453012651,0.9983733141308698,0.125,158.706,4.801197310012852e+16,0.16825502237472628,0.0530500085955558,0.10882303725067533,0.23729142011065146,0.04231838184552575,0.06324411377456798
california,imperial,199,PUBLIC_TRANSPORTATION,0.06032899812167242,0.05998979394119542,0.060668202302149414,0.00017306335738622353,0.9983897453012651,0.9983733141308698,0.125,158.706,4.801197310012852e+16,0.16825502237472628,0.0530500085955558,0.10882303725067533,0.23729142011065146,0.04231838184552575,0.06324411377456798
california,imperial,199,CAR_TRUCK_VAN_ALONE,-0.060328998121636765,-0.06066820230211376,-0.05998979394115977,0.0001730633573862239,0.9983897453012651,0.9983733141308698,0.125,158.706,4.801197310012852e+16,0.16825502237472628,0.0530500085955558,0.10882303725067533,0.23729142011065146,0.04231838184552575,0.06324411377456798
california,imperial,199,CAR_TRUCK_VAN_CARPOOL,-0.06032899812170732,-0.06066820230218432,-0.05998979394123032,0.0001730633573862229,0.9983897453012651,0.9983733141308698,0.125,158.706,4.801197310012852e+16,0.16825502237472628,0.0530500085955558,0.10882303725067533,0.23729142011065146,0.04231838184552575,0.06324411377456798
california,riverside,597,constant,0.6651582344793383,0.661392029402017,0.6689244395566596,0.0019215332027149518,0.9989755266816727,0.9989633512772104,0.327,695.66,54.811836862113914,0.05610356118752624,0.02690909054920094,0.04600830969102224,0.0678386166125878,0.02231655715850763,0.03220754476784838
california,riverside,597,time,0.013601935938460648,0.011006632363033494,0.016197239513887803,0.0013241344772587516,0.9989755266816727,0.9989633512772104,0.327,695.66,54.811836862113914,0.05610356118752624,0.02690909054920094,0.04600830969102224,0.0678386166125878,0.02231655715850763,0.03220754476784838
california,riverside,597,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-1.3221768388768476,-1.3279660935736852,-1.31638758418001,0.0029537013759376174,0.9989755266816727,0.9989633512772104,0.327,695.66,54.811836862113914,0.05610356118752624,0.02690909054920094,0.04600830969102224,0.0678386166125878,0.02231655715850763,0.03220754476784838
california,riverside,597,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-4.303451711971616,-4.324246669650081,-4.282656754293151,0.01060967228493088,0.9989755266816727,0.9989633512772104,0.327,695.66,54.811836862113914,0.05610356118752624,0.02690909054920094,0.04600830969102224,0.0678386166125878,0.02231655715850763,0.03220754476784838
california,riverside,597,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,3.4273451390765266,3.4101885879513,3.4445016902017533,0.008753342410829933,0.9989755266816727,0.9989633512772104,0.327,695.66,54.811836862113914,0.05610356118752624,0.02690909054920094,0.04600830969102224,0.0678386166125878,0.02231655715850763,0.03220754476784838
california,riverside,597,PUBLIC_TRANSPORTATION,1.0374557402106375,1.0334781100548176,1.0414333703664573,0.0020294031407244195,0.9989755266816727,0.9989633512772104,0.327,695.66,54.811836862113914,0.05610356118752624,0.02690909054920094,0.04600830969102224,0.0678386166125878,0.02231655715850763,0.03220754476784838
california,riverside,597,CAR_TRUCK_VAN_ALONE,3.85535581823635,3.8377686535402935,3.8729429829324067,0.008973043212273867,0.9989755266816727,0.9989633512772104,0.327,695.66,54.811836862113914,0.05610356118752624,0.02690909054920094,0.04600830969102224,0.0678386166125878,0.02231655715850763,0.03220754476784838
california,riverside,597,CAR_TRUCK_VAN_CARPOOL,-2.283539417459823,-2.2953013071219868,-2.271777527797659,0.006000964113348922,0.9989755266816727,0.9989633512772104,0.327,695.66,54.811836862113914,0.05610356118752624,0.02690909054920094,0.04600830969102224,0.0678386166125878,0.02231655715850763,0.03220754476784838
california,sonoma,191,constant,1.0985756432542841,1.083332827208214,1.1138184593003542,0.00777694696228061,0.9990379313920281,0.9990011309534719,1.483,1355.694,52.933755689947674,0.09556696435325697,0.06439674297935222,0.06496800279056739,0.12137901984614777,0.050093747264222256,0.07629033881467803
