corr,Y,X,p_val,state,county,n
-0.8647129068900168,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,7.953940392540885e-61,california,imperial,199
-0.8647129068900168,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,7.953940392540885e-61,california,imperial,199
-0.8647129068900168,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,7.953940392540885e-61,california,imperial,199
0.8647129068900168,detrended_mortality_rate,PUBLIC_TRANSPORTATION,7.953940392540885e-61,california,imperial,199
-0.8647129068900168,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,7.953940392540885e-61,california,imperial,199
-0.8647129068900168,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,7.953940392540885e-61,california,imperial,199
0.4106700811760652,detrended_mortality_rate,PUBLIC_TRANSPORTATION,1.0794801766093114e-25,california,riverside,597
-0.6123167336192381,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,4.8706530178235745e-21,california,sonoma,191
-0.5282423717262339,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,4.047776207479198e-15,california,sonoma,191
-0.5666908293577596,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,1.283596153917054e-17,california,sonoma,191
-0.5114289153666971,detrended_mortality_rate,PUBLIC_TRANSPORTATION,4.0175620242560344e-14,california,sonoma,191
0.639527106592632,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,2.3410949067367319e-23,california,sonoma,191
-0.690979472549411,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,2.5440143761347945e-74,california,sacramento,515
-0.5658846833289547,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,6.219603682894283e-45,california,sacramento,515
-0.7864559936580423,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,1.995363657697464e-109,california,sacramento,515
-0.4110722562999937,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,2.036988661854736e-22,california,sacramento,515
-0.5606458821586404,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,4.863142571348076e-58,california,alameda,686
-0.5947834240383051,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,7.273687424712805e-67,california,alameda,686
-0.599929591970227,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,3.537824200343449e-65,california,sanfrancisco,654
-0.5093575975041228,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,1.825603631039379e-44,california,sanfrancisco,654
-0.6066311640707861,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,5.5469306166902927e-67,california,sanfrancisco,654
0.8169581357154044,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,5.248125290459799e-158,california,sanfrancisco,654
-0.5432767754434965,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,8.513866367974157e-42,california,santaclara,527
-0.8269450552202197,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,2.2389292090925714e-133,california,santaclara,527
-0.8269450552202197,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,2.2389292090925714e-133,california,santaclara,527
0.4502743421717972,detrended_mortality_rate,PUBLIC_TRANSPORTATION,1.132371481205667e-27,california,santaclara,527
0.7014881707008876,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,2.916001498689137e-79,california,santaclara,527
